tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,5c2bc400d9941536_score,player_4e68e61f_x,player_4e68e61f_y,player_4e68e61f_move_target,player_4e68e61f_item,player_4e68e61f_score,player_4e68e61f_cut_speed,player_4e68e61f_speed,player_3c9daf43_x,player_3c9daf43_y,player_3c9daf43_move_target,player_3c9daf43_item,player_3c9daf43_score,player_3c9daf43_cut_speed,player_3c9daf43_speed
1435,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,38.634732945431324,25.545942769935266,,tomato,1,1.0,30.0
1436,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,37.74537666443257,26.42431934376212,,tomato,1,1.0,30.0
1437,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,36.856020383433815,27.302695917588977,,tomato,1,1.0,30.0
1438,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,35.96666410243506,28.181072491415833,,tomato,1,1.0,30.0
1439,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,35.07730782143631,29.05944906524269,,tomato,1,1.0,30.0
1440,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,34.18795154043755,29.937825639069217,,tomato,1,1.0,30.0
1441,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,33.2985952594388,30.816202212895718,,tomato,1,1.0,30.0
1442,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,32.409238978440044,31.694578786722218,,tomato,1,1.0,30.0
1443,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,31.519882697441098,32.57295536054872,,tomato,1,1.0,30.0
1444,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,30.630526416441988,33.45133193437522,,tomato,1,1.0,30.0
1445,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,29.74117013544288,34.32970850820172,,tomato,1,1.0,30.0
1446,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,28.85181385444377,35.20808508202822,,tomato,1,1.0,30.0
1447,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,27.96245757344466,36.08646165585472,,tomato,1,1.0,30.0
1448,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,27.07310129244555,36.96483822968122,,tomato,1,1.0,30.0
1449,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,26.183745011446586,37.84321480350772,,tomato,1,1.0,30.0
1450,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,25.29438873044783,38.72159137733434,,tomato,1,1.0,30.0
1451,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.405032449449077,39.59996795116105,,tomato,1,1.0,30.0
1452,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.180345212483438,40.76071181261251,,tomato,1,1.0,30.0
1453,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.16555346310733,42.01062429120863,,tomato,1,1.0,30.0
1454,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.150761713731224,43.260536769804744,,tomato,1,1.0,30.0
1455,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.135969964355116,44.51044924840086,,tomato,1,1.0,30.0
1456,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.121178214979007,45.760361726996976,,tomato,1,1.0,30.0
1457,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.1063864656029,47.01027420559309,,tomato,1,1.0,30.0
1458,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.09159471622679,48.26018668418921,,tomato,1,1.0,30.0
1459,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.076802966850682,49.51009916278532,,tomato,1,1.0,30.0
1460,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.062011217474577,50.76001164138144,,tomato,1,1.0,30.0
1461,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.04721946809847,52.009924119977555,,tomato,1,1.0,30.0
1462,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.03242771872236,53.25983659857367,,tomato,1,1.0,30.0
1463,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.01763596934625,54.509749077169786,,tomato,1,1.0,30.0
1464,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.002844219970143,55.7596615557659,,tomato,1,1.0,30.0
1465,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato,1,1.0,30.0
1466,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1467,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.041666666666666664,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1468,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.08333333333333333,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1469,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.125,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,54.749999999999716,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1470,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.16666666666666666,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,53.49999999999943,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1471,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.20833333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,52.24999999999915,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1472,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.24999999999999997,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,50.99999999999886,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1473,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.29166666666666663,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,49.74999999999858,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1474,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.3333333333333333,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,48.499999999998295,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1475,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.375,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,47.24999999999801,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1476,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.4166666666666667,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,45.999999999997726,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1477,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.45833333333333337,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,44.74999999999744,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1478,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,43.49999999999716,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1479,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5416666666666666,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,42.249999999996874,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1480,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.99999999999659,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1481,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.6249999999999999,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,55.68378443342246,39.8798317388366,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1482,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.6666666666666665,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,54.80540785959596,38.990475457837135,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1483,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,53.92703128576946,38.10111917683767,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1484,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,53.04865471194296,37.211762895838206,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1485,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7916666666666664,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,52.17027813811646,36.32240661483874,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1486,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,51.29190156428996,35.433050333839276,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1487,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8749999999999997,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,50.41352499046346,34.543694052839896,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1488,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9166666666666663,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,49.53514841663696,33.654337771840936,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1489,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9583333333333329,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,48.65677184281046,32.76498149084197,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1490,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.9999999999999996,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,47.77839526898396,31.875625209842987,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1491,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.0416666666666663,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,46.900018695157456,30.986268928843877,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1492,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.083333333333333,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,46.021642121330956,30.096912647844768,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1493,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1249999999999998,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,45.143265547504456,29.207556366845658,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1494,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.1666666666666665,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,44.264888973677955,28.31820008584655,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1495,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.2083333333333333,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,43.386512399851455,27.42884380484744,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1496,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.25,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.508135826024954,26.53948752384833,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1497,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.629759252198454,25.650131242849476,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1498,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3333333333333335,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.75138267837175,24.76077496185072,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1499,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.867259497346055,24.505975807363065,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1500,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.416666666666667,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.972920125744395,25.37927821111736,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1501,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.4583333333333337,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.078580754142735,26.252580614871654,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1502,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.184241382541074,27.12588301862595,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1503,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.5416666666666672,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.289902010939414,27.999185422380243,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1504,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.395562639337754,28.872487826134538,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1505,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.6250000000000007,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.501223267736094,29.745790229888833,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1506,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.6666666666666674,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.606883896134434,30.619092633643127,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1507,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.7083333333333341,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.712544524532774,31.492395037397422,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1508,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.7500000000000009,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.818205152931114,32.36569744115157,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1509,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.7916666666666676,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.923865781329454,33.23899984490551,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1510,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.8333333333333344,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.029526409727794,34.11230224865945,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1511,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.875000000000001,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.135187038126134,34.985604652413386,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1512,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.240847666524473,35.858907056167375,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1513,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.9583333333333346,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.346508294922813,36.732209459921606,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
1514,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.0000000000000013,2,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.452168923321153,37.60551186367584,,,1,1.0,30.0,24.0,56.0,,,1,1.0,30.0
