tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c6e64e9138dfb738_score,player_c7938254_x,player_c7938254_y,player_c7938254_move_target,player_c7938254_item,player_c7938254_score,player_c7938254_cut_speed,player_c7938254_speed,player_b87d2d2a_x,player_b87d2d2a_y,player_b87d2d2a_move_target,player_b87d2d2a_item,player_b87d2d2a_score,player_b87d2d2a_cut_speed,player_b87d2d2a_speed,b3b2261e732c2acd_score,55b5b6daef6373fe_message,ee2811b03c7966b7_score
1186,train,True,0,1,tomato,1.416666666666667,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1187,train,True,0,1,tomato,1.4583333333333337,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1188,train,True,0,1,tomato,1.5000000000000004,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1189,train,True,0,1,tomato,1.5416666666666672,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1190,train,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1191,train,True,0,1,tomato,1.6250000000000007,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1192,train,True,0,1,tomato,1.6666666666666674,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1193,train,True,0,1,tomato,1.7083333333333341,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1194,train,True,0,1,tomato,1.7500000000000009,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1195,train,True,0,1,tomato,1.7916666666666676,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1196,train,True,0,1,tomato,1.8333333333333344,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1197,train,True,0,1,tomato,1.875000000000001,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1198,train,True,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1199,train,True,0,1,tomato,1.9583333333333346,1,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1200,train,True,0,1,tomato,2.0000000000000013,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1201,train,True,0,1,tomato,2.041666666666668,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1202,train,True,0,1,tomato,2.0833333333333344,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1203,train,True,0,1,tomato,2.125000000000001,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1204,train,True,0,1,tomato,2.1666666666666674,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1205,train,True,0,1,tomato,2.208333333333334,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1206,train,True,0,1,tomato,2.2500000000000004,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1207,train,True,0,1,tomato,2.291666666666667,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1208,train,True,0,1,tomato,2.3333333333333335,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,56.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1209,train,True,0,1,tomato,2.375,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,54.749999999999716,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1210,train,True,0,1,tomato,2.4166666666666665,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,53.49999999999943,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1211,train,True,0,1,tomato,2.458333333333333,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,52.24999999999915,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1212,train,True,0,1,tomato,2.4999999999999996,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,50.99999999999886,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1213,train,True,0,1,tomato,2.541666666666666,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,49.74999999999858,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1214,train,True,0,1,tomato,2.5833333333333326,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,48.499999999998295,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1215,train,True,0,1,tomato,2.624999999999999,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,47.24999999999801,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1216,train,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,45.999999999997726,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1217,train,True,0,1,tomato,2.708333333333332,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,44.74999999999744,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1218,train,True,0,1,tomato,2.7499999999999987,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,43.49999999999716,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1219,train,True,0,1,tomato,2.791666666666665,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,42.249999999996874,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1220,train,True,0,1,tomato,2.8333333333333317,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.99999999999659,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1221,train,True,0,1,tomato,2.8749999999999982,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1222,train,True,0,1,tomato,2.9166666666666647,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1223,train,True,0,1,tomato,2.9583333333333313,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1224,train,True,0,1,tomato,2.999999999999998,2,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1225,train,True,0,1,tomato_cut,3.0416666666666643,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1226,train,True,0,1,tomato_cut,3.083333333333331,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1227,train,True,0,1,tomato_cut,3.1249999999999973,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1228,train,True,0,1,tomato_cut,3.166666666666664,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1229,train,True,0,1,tomato_cut,3.2083333333333304,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1230,train,True,0,1,tomato_cut,3.249999999999997,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1231,train,True,0,1,tomato_cut,3.2916666666666634,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1232,train,True,0,1,tomato_cut,3.33333333333333,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1233,train,True,0,1,tomato_cut,3.3749999999999964,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1234,train,True,0,1,tomato_cut,3.416666666666663,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1235,train,True,0,1,tomato_cut,3.4583333333333295,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1236,train,True,0,1,tomato_cut,3.499999999999996,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1237,train,True,0,1,tomato_cut,3.5416666666666625,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1238,train,True,0,1,tomato_cut,3.583333333333329,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1239,train,True,0,1,tomato_cut,3.6249999999999956,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1240,train,True,0,1,tomato_cut,3.666666666666662,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1241,train,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1242,train,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1243,train,True,0,1,tomato_cut,3.7916666666666616,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1244,train,True,0,1,tomato_cut,3.833333333333328,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1245,train,True,0,1,tomato_cut,3.8749999999999947,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1246,train,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1247,train,True,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1248,train,True,0,1,tomato_cut,3.9999999999999942,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1249,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1250,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1251,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
1252,train,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
