tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,cee8da1006e7626b_score,player_37e1c738_x,player_37e1c738_y,player_37e1c738_move_target,player_37e1c738_item,player_37e1c738_score,player_37e1c738_cut_speed,player_37e1c738_speed,player_843ef7f9_x,player_843ef7f9_y,player_843ef7f9_move_target,player_843ef7f9_item,player_843ef7f9_score,player_843ef7f9_cut_speed,player_843ef7f9_speed,7d3bf7327cb4e3be_score,b9e916b3b9b1c8b2_message,848abc4666b284f0_score
2252,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,73.89888082316065,37.92703128576946,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2253,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,74.7882371041594,37.04865471194296,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2254,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,75.67759338515816,36.17027813811646,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2255,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,76.56694966615692,35.29190156428996,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2256,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,77.45630594715567,34.41352499046346,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2257,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,78.34566222815442,33.53514841663696,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2258,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,79.23501850915318,32.65677184281046,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2259,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,80.12437479015193,31.778395268983957,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2260,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,81.01373107115069,30.900018695157552,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2261,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,81.90308735214953,30.021642121331407,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2262,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,82.79244363314886,29.143265547505262,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2263,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,83.68179991414819,28.264888973679117,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2264,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,84.57115619514751,27.386512399852972,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2265,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,85.46051247614683,26.508135826026827,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2266,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,86.34986875714615,25.62975925220068,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2267,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,87.23922503814548,24.751382678374537,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2268,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2269,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2270,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2271,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2272,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2273,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2274,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2275,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2276,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2277,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2278,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2279,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2280,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2281,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2282,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2283,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2284,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2285,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2286,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2287,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2288,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2289,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2290,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2291,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2292,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2293,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,88.0,24.0,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2294,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,87.11611652351695,24.88388347648305,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2295,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,86.2322330470339,25.7677669529661,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2296,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,85.34834957055085,26.65165042944915,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2297,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,84.4644660940678,27.535533905932198,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2298,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,83.58058261758475,28.419417382415247,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2299,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,82.6966991411017,29.303300858898297,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2300,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,81.81281566461865,30.187184335381346,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2301,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,80.9289321881356,31.071067811864395,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2302,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,80.04504871165256,31.954951288347445,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2303,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,79.1611652351695,32.838834764830494,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2304,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,78.27728175868646,33.722718241313544,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2305,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,77.3933982822034,34.60660171779659,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2306,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,76.50951480572036,35.49048519427964,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2307,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,75.62563132923731,36.37436867076269,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2308,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,74.74174785275426,37.25825214724574,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2309,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,73.85786437627121,38.14213562372879,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2310,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,72.97398089978816,39.02601910021184,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2311,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,72.09009742330511,39.90990257669489,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2312,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,71.20621394682206,40.79378605317794,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2313,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,70.32233047033901,41.67766952966099,,tomato,2,1.0,30.0,88.0,40.0,,,1,0.2,30.0,,,
2314,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,69.43844699385596,42.56155300614404,,tomato,2,1.0,30.0,87.11611652351695,39.11611652351695,,,1,0.2,30.0,,,
2315,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,68.55456351737291,43.44543648262709,,tomato,2,1.0,30.0,86.2322330470339,38.2322330470339,,,1,0.2,30.0,,,
2316,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,67.67068004088986,44.32931995911014,,tomato,2,1.0,30.0,85.34834957055085,37.34834957055085,,,1,0.2,30.0,,,
2317,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,66.78679656440681,45.213203435593186,,tomato,2,1.0,30.0,84.4644660940678,36.4644660940678,,,1,0.2,30.0,,,
2318,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,65.90291308792376,46.097086912076236,,tomato,2,1.0,30.0,83.58058261758475,35.58058261758475,,,1,0.2,30.0,,,
2319,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,65.01902961144071,46.980970388559285,,tomato,2,1.0,30.0,82.6966991411017,34.6966991411017,,,1,0.2,30.0,,,
2320,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,64.13514613495767,47.864853865042335,,tomato,2,1.0,30.0,81.81281566461865,33.812815664618654,,,1,0.2,30.0,,,
2321,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,63.251262658474616,48.748737341525384,,tomato,2,1.0,30.0,80.9289321881356,32.928932188135605,,,1,0.2,30.0,,,
2322,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,62.367379181991566,49.632620818008434,,tomato,2,1.0,30.0,80.04504871165256,32.045048711652555,,,1,0.2,30.0,,,
