tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,03e1849e1b22905a_score,player_80cd9625_x,player_80cd9625_y,player_80cd9625_move_target,player_80cd9625_item,player_80cd9625_score,player_80cd9625_cut_speed,player_80cd9625_speed,player_8accbccb_x,player_8accbccb_y,player_8accbccb_move_target,player_8accbccb_item,player_8accbccb_score,player_8accbccb_cut_speed,player_8accbccb_speed
455,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.31057437649352,77.68771587098269,,,0,1.0,12.0,60.99681427173826,39.81707948437088,,,0,0.2,30.0
456,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.66418089496395,77.33421561625089,,,0,1.0,12.0,61.71064488198658,38.79094798213896,,,0,0.2,30.0
457,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.01778741343438,76.98071536151907,,,0,1.0,12.0,62.424475492234905,37.76481647990704,,,0,0.2,30.0
458,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.3713939319048,76.62721510678728,,,0,1.0,12.0,63.13830610248323,36.73868497767512,,,0,0.2,30.0
459,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.72500045037523,76.27371485205548,,,0,1.0,12.0,63.85213671273155,35.7125534754432,,,0,0.2,30.0
460,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.07860696884566,75.92021459732366,,,0,1.0,12.0,64.56596732298044,34.68642197321128,,,0,0.2,30.0
461,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.43221348731609,75.56671434259187,,,0,1.0,12.0,65.27979793322947,33.66029047097936,,,0,0.2,30.0
462,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.78582000578652,75.21321408786007,,,0,1.0,12.0,65.99362854347851,32.63415896874744,,,0,0.2,30.0
463,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.13942652425695,74.85971383312827,,,0,1.0,12.0,66.70745915372753,31.608027466515523,,,0,0.2,30.0
464,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.49303304272738,74.50621357839645,,,0,1.0,12.0,67.42128976397592,30.581895964283603,,,0,0.2,30.0
465,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.8466395611978,74.15271332366466,,,0,1.0,12.0,68.13512037422433,29.555764462051684,,,0,0.2,30.0
466,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.20024607966823,73.79921306893286,,,0,1.0,12.0,68.84895098447272,28.529632959819764,,,0,0.2,30.0
467,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.55385259813866,73.44571281420104,,,0,1.0,12.0,69.56278159472113,27.503501457587845,,,0,0.2,30.0
468,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.90745911660909,73.09221255946925,,,0,1.0,12.0,70.27661220496952,26.477369955355925,,,0,0.2,30.0
469,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.26106563507952,72.73871230473745,,,0,1.0,12.0,70.99044281521793,25.451238453124006,,,0,0.2,30.0
470,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.61467215354995,72.38521205000563,,,0,1.0,12.0,71.70427342546633,24.425106950892086,,,0,0.2,30.0
471,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.80495478325885,71.96287445532364,,,0,1.0,12.0,72.0,24.0,,,0,0.2,30.0
472,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.81106366606646,71.46291177516589,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
473,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.81717254887407,70.96294909500814,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
474,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.82328143168168,70.46298641485039,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
475,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.82939031448929,69.96302373469264,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
476,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.8354991972969,69.46306105453489,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
477,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.8416080801045,68.96309837437714,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
478,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.84771696291212,68.46313569421939,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
479,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.85382584571973,67.96317301406164,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
480,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.85993472852734,67.46321033390389,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
481,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.86604361133494,66.96324765374614,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
482,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.87215249414255,66.46328497358839,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
483,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.87826137695016,65.96332229343064,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
484,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.88437025975777,65.46335961327289,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
485,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.89047914256538,64.96339693311513,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
486,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.89658802537248,64.46343425295738,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
487,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.90269690817938,63.963471572799634,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
488,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.90880579098628,63.46350889264188,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
489,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.91491467379318,62.96354621248413,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
490,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.92102355660006,62.46358353232638,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
491,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.92713243940696,61.96362085216863,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
492,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.93324132221386,61.46365817201088,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
493,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.93935020502074,60.96369549185313,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
494,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.94545908782764,60.46373281169538,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
495,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.95156797063454,59.96377013153763,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
496,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.95767685344144,59.46380745137988,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
497,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.56449395961367,59.7726880302463,,,0,1.0,12.0,72.0,25.24999999999993,,tomato,0,0.2,30.0
498,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.1713110657859,60.08156860911272,,,0,1.0,12.0,72.0,26.499999999999858,,tomato,0,0.2,30.0
499,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.77812817195813,60.390449187979144,,,0,1.0,12.0,72.0,27.749999999999787,,tomato,0,0.2,30.0
500,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.38494527813036,60.699329766845565,,,0,1.0,12.0,72.0,28.999999999999716,,tomato,0,0.2,30.0
501,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.99176238430259,61.00821034571199,,,0,1.0,12.0,72.0,30.249999999999645,,tomato,0,0.2,30.0
502,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.59857949047482,61.31709092457841,,,0,1.0,12.0,72.0,31.499999999999574,,tomato,0,0.2,30.0
503,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.20539659664705,61.62597150344483,,,0,1.0,12.0,72.0,32.749999999999716,,tomato,0,0.2,30.0
504,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.81221370281928,61.93485208231125,,,0,1.0,12.0,72.0,34.0,,tomato,0,0.2,30.0
505,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.41903080899151,62.243732661177674,,,0,1.0,12.0,72.0,35.250000000000284,,tomato,0,0.2,30.0
506,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.02584791516374,62.552613240044096,,,0,1.0,12.0,72.0,36.50000000000057,,tomato,0,0.2,30.0
507,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.63266502133597,62.86149381891052,,,0,1.0,12.0,72.0,37.75000000000085,,tomato,0,0.2,30.0
508,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.2394821275082,63.17037439777694,,,0,1.0,12.0,72.0,39.00000000000114,,tomato,0,0.2,30.0
509,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.84629923368043,63.47925497664336,,,0,1.0,12.0,72.0,40.25000000000142,,tomato,0,0.2,30.0
510,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.45311633985266,63.78813555550978,,,0,1.0,12.0,72.0,41.500000000001705,,tomato,0,0.2,30.0
511,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.05993344602489,64.0970161343762,,,0,1.0,12.0,72.0,42.75000000000199,,tomato,0,0.2,30.0
512,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.66675055219712,64.40589671324263,,,0,1.0,12.0,72.0,44.000000000002274,,tomato,0,0.2,30.0
513,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.27356765836934,64.71477729210905,,,0,1.0,12.0,72.0,45.25000000000256,,tomato,0,0.2,30.0
514,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.88038476454157,65.02365787097547,,,0,1.0,12.0,72.0,46.50000000000284,,tomato,0,0.2,30.0
515,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.4872018707138,65.33253844984189,,,0,1.0,12.0,72.0,47.750000000003126,,tomato,0,0.2,30.0
516,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.09401897688603,65.64141902870831,,,0,1.0,12.0,72.0,49.00000000000341,,tomato,0,0.2,30.0
517,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.700836083057716,65.95029960757473,,,0,1.0,12.0,72.0,50.250000000003695,,tomato,0,0.2,30.0
518,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.307653189229235,66.25918018644116,,,0,1.0,12.0,72.0,51.50000000000398,,tomato,0,0.2,30.0
519,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.914470295400754,66.56806076530758,,,0,1.0,12.0,72.0,52.75000000000426,,tomato,0,0.2,30.0
520,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.52128740157227,66.876941344174,,,0,1.0,12.0,72.0,54.00000000000455,,tomato,0,0.2,30.0
521,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.12810450774379,67.18582192304042,,,0,1.0,12.0,72.0,55.25000000000483,,tomato,0,0.2,30.0
522,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.73492161391531,67.49470250190684,,,0,1.0,12.0,71.50810911865676,56.29803951736466,,tomato,0,0.2,30.0
523,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.34173872008683,67.80358308077327,,,0,1.0,12.0,70.62973254482955,57.18739579836412,,tomato,0,0.2,30.0
524,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.94855582625835,68.11246365963969,,,0,1.0,12.0,69.75135597100234,58.07675207936359,,tomato,0,0.2,30.0
525,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.55537293242987,68.42134423850611,,,0,1.0,12.0,68.87297939717513,58.96610836036305,,tomato,0,0.2,30.0
526,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.16219003860139,68.73022481737253,,,0,1.0,12.0,67.99460282334792,59.855464641362516,,tomato,0,0.2,30.0
527,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.76900714477291,69.03910539623895,,,0,1.0,12.0,67.11622624952071,60.74482092236198,,tomato,0,0.2,30.0
528,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.375824250944426,69.34798597510537,,,0,1.0,12.0,66.2378496756935,61.634177203361446,,tomato,0,0.2,30.0
529,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.982641357115945,69.6568665539718,,,0,1.0,12.0,65.35947310186661,62.52353348436091,,tomato,0,0.2,30.0
530,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.589458463287464,69.96574713283822,,,0,1.0,12.0,64.4810965280399,63.412889765360376,,tomato,0,0.2,30.0
531,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.19627556945898,70.27462771170464,,,0,1.0,12.0,63.6027199542133,64.3022460463596,,tomato,0,0.2,30.0
532,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.8030926756305,70.58350829057106,,,0,1.0,12.0,62.7243433803868,65.19160232735835,,tomato,0,0.2,30.0
533,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.40990978180202,70.89238886943748,,,0,1.0,12.0,61.8459668065603,66.08095860835711,,tomato,0,0.2,30.0
534,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.01672688797354,71.20126944830324,,,0,1.0,12.0,60.9675902327338,66.97031488935586,,tomato,0,0.2,30.0
535,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.62354399414506,71.5101500271687,,,0,1.0,12.0,60.0892136589073,67.85967117035472,,tomato,0,0.2,30.0
536,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.23036110031658,71.81903060603418,,,0,1.0,12.0,59.2108370850808,68.74902745135441,,tomato,0,0.2,30.0
