tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b56943aaddec71fb_score,player_fffbef8e_x,player_fffbef8e_y,player_fffbef8e_move_target,player_fffbef8e_item,player_fffbef8e_score,player_fffbef8e_cut_speed,player_fffbef8e_speed,player_8db29afa_x,player_8db29afa_y,player_8db29afa_move_target,player_8db29afa_item,player_8db29afa_score,player_8db29afa_cut_speed,player_8db29afa_speed
1102,0,1,,0,2,tomato,1.9166666666666679,1,0,3,tomato,1.2416666666666647,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1103,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,1.249999999999998,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1104,0,1,,0,2,tomato,2.0000000000000013,2,0,3,tomato,1.2583333333333313,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1105,0,1,,0,2,tomato,2.041666666666668,2,0,3,tomato,1.2666666666666646,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1106,0,1,,0,2,tomato,2.0833333333333344,2,0,3,tomato,1.274999999999998,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1107,0,1,,0,2,tomato,2.125000000000001,2,0,3,tomato,1.2833333333333312,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1108,0,1,,0,2,tomato,2.1666666666666674,2,0,3,tomato,1.2916666666666645,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1109,0,1,,0,2,tomato,2.208333333333334,2,0,3,tomato,1.2999999999999978,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1110,0,1,,0,2,tomato,2.2500000000000004,2,0,3,tomato,1.3083333333333311,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1111,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato,1.3166666666666644,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1112,0,1,,0,2,tomato,2.3333333333333335,2,0,3,tomato,1.3249999999999977,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1113,0,1,,0,2,tomato,2.375,2,0,3,tomato,1.333333333333331,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1114,0,1,,0,2,tomato,2.4166666666666665,2,0,3,tomato,1.3416666666666643,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1115,0,1,,0,2,tomato,2.458333333333333,2,0,3,tomato,1.3499999999999976,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1116,0,1,,0,2,tomato,2.4999999999999996,2,0,3,tomato,1.358333333333331,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1117,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato,1.3666666666666643,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1118,0,1,,0,2,tomato,2.5833333333333326,2,0,3,tomato,1.3749999999999976,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1119,0,1,,0,2,tomato,2.624999999999999,2,0,3,tomato,1.3833333333333309,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1120,0,1,,0,2,tomato,2.6666666666666656,2,0,3,tomato,1.3916666666666642,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1121,0,1,,0,2,tomato,2.708333333333332,2,0,3,tomato,1.3999999999999975,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1122,0,1,,0,2,tomato,2.7499999999999987,2,0,3,tomato,1.4083333333333308,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1123,0,1,,0,2,tomato,2.791666666666665,2,0,3,tomato,1.416666666666664,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1124,0,1,,0,2,tomato,2.8333333333333317,2,0,3,tomato,1.4249999999999974,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1125,0,1,,0,2,tomato,2.8749999999999982,2,0,3,tomato,1.4333333333333307,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1126,0,1,,0,2,tomato,2.9166666666666647,2,0,3,tomato,1.441666666666664,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1127,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,1.4499999999999973,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1128,0,1,,0,2,tomato,2.999999999999998,2,0,3,tomato,1.4583333333333306,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1129,0,1,,0,2,tomato_cut,3.0416666666666643,3,0,3,tomato,1.466666666666664,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1130,0,1,,0,2,tomato_cut,3.083333333333331,3,0,3,tomato,1.4749999999999972,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1131,0,1,,0,2,tomato_cut,3.1249999999999973,3,0,3,tomato,1.4833333333333305,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1132,0,1,,0,2,tomato_cut,3.166666666666664,3,0,3,tomato,1.4916666666666638,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1133,0,1,,0,2,tomato_cut,3.2083333333333304,3,0,3,tomato,1.4999999999999971,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1134,0,1,,0,2,tomato_cut,3.249999999999997,3,0,3,tomato,1.5083333333333304,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1135,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,tomato,1.5166666666666637,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1136,0,1,,0,2,tomato_cut,3.33333333333333,3,0,3,tomato,1.524999999999997,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1137,0,1,,0,2,tomato_cut,3.3749999999999964,3,0,3,tomato,1.5333333333333303,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1138,0,1,,0,2,tomato_cut,3.416666666666663,3,0,3,tomato,1.5416666666666636,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1139,0,1,,0,2,tomato_cut,3.4583333333333295,3,0,3,tomato,1.549999999999997,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1140,0,1,,0,2,tomato_cut,3.499999999999996,3,0,3,tomato,1.5583333333333302,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1141,0,1,,0,2,tomato_cut,3.499999999999996,3,0,3,tomato,1.5666666666666635,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1142,0,1,,0,2,tomato_cut,3.499999999999996,3,0,3,tomato,1.5749999999999968,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1143,0,1,,0,2,tomato_cut,3.499999999999996,3,0,3,tomato,1.5833333333333302,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1144,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.5916666666666635,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1145,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.5999999999999968,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1146,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.60833333333333,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1147,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.6166666666666634,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1148,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.6249999999999967,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1149,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.63333333333333,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1150,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.6416666666666633,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1151,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.6499999999999966,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1152,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.6583333333333299,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1153,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.6666666666666632,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1154,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.6749999999999965,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1155,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.6833333333333298,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1156,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.691666666666663,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1157,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.6999999999999964,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1158,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.7083333333333297,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1159,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.716666666666663,1,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1160,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.7249999999999963,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1161,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.7333333333333296,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1162,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.741666666666663,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1163,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.741666666666663,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1164,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.741666666666663,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1165,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.741666666666663,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1166,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.741666666666663,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1167,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.7499999999999962,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1168,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.7583333333333295,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1169,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.7666666666666628,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1170,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.7749999999999961,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1171,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.7833333333333294,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1172,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.7916666666666627,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1173,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.799999999999996,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1174,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.8083333333333294,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1175,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.8166666666666627,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1176,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.824999999999996,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1177,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.8333333333333293,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1178,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,1.8416666666666626,1,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
