tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,a31c2d73f3251676_score,player_22ea158c_x,player_22ea158c_y,player_22ea158c_move_target,player_22ea158c_item,player_22ea158c_score,player_22ea158c_cut_speed,player_22ea158c_speed,player_fc00df8d_x,player_fc00df8d_y,player_fc00df8d_move_target,player_fc00df8d_item,player_fc00df8d_score,player_fc00df8d_cut_speed,player_fc00df8d_speed,5c17ba98283c18ab_score,9f7aaf691bc4e2aa_message,55c5de5d56f47d2c_score
579,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,134.20419592387205,25.774711303395343,,plate,0,1.0,30.0,,,
580,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,135.09328541662393,24.896064688493475,,plate,0,1.0,30.0,,,
581,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
582,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
583,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
584,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
585,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
586,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
587,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
588,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
589,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
590,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
591,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
592,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
593,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
594,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
595,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
596,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
597,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
598,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
599,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
600,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
601,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
602,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
603,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
604,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
605,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
606,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
607,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
608,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
609,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
610,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
611,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
612,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
613,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
614,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
615,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
616,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
617,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
618,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
619,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
620,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
621,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
622,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
623,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
624,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
625,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
626,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
627,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
628,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
629,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
630,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
631,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
632,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
633,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
634,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
635,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
636,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
637,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
638,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
639,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
640,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
641,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
642,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
643,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
644,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
645,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
646,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
647,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
648,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
649,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
650,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
651,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
652,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
