tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,1c39fd11ca5d1243_score,player_19165c71_x,player_19165c71_y,player_19165c71_move_target,player_19165c71_item,player_19165c71_score,player_19165c71_cut_speed,player_19165c71_speed,player_43fa941b_x,player_43fa941b_y,player_43fa941b_move_target,player_43fa941b_item,player_43fa941b_score,player_43fa941b_cut_speed,player_43fa941b_speed,a961b1ab432a5ae6_score,2ee877728f23a506_message,a07b8d33470a4b8b_score
873,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,57.250000000000284,40.0,,tomato_salad,0,1.0,30.0,,,
874,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,58.50000000000057,40.0,,tomato_salad,0,1.0,30.0,,,
875,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,59.75000000000085,40.0,,tomato_salad,0,1.0,30.0,,,
876,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,61.00000000000114,40.0,,tomato_salad,0,1.0,30.0,,,
877,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,62.25000000000142,40.0,,tomato_salad,0,1.0,30.0,,,
878,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,63.500000000001705,40.0,,tomato_salad,0,1.0,30.0,,,
879,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,64.75000000000199,40.0,,tomato_salad,0,1.0,30.0,,,
880,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,66.00000000000227,40.0,,tomato_salad,0,1.0,30.0,,,
881,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,67.25000000000256,40.0,,tomato_salad,0,1.0,30.0,,,
882,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,68.50000000000284,40.0,,tomato_salad,0,1.0,30.0,,,
883,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,69.75000000000313,40.0,,tomato_salad,0,1.0,30.0,,,
884,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,71.00000000000341,40.0,,tomato_salad,0,1.0,30.0,,,
885,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,72.2500000000037,40.0,,tomato_salad,0,1.0,30.0,,,
886,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,73.50000000000398,40.0,,tomato_salad,0,1.0,30.0,,,
887,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,74.75000000000426,40.0,,tomato_salad,0,1.0,30.0,,,
888,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,76.00000000000455,40.0,,tomato_salad,0,1.0,30.0,,,
889,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,77.25000000000483,40.0,,tomato_salad,0,1.0,30.0,,,
890,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,78.50000000000512,40.0,,tomato_salad,0,1.0,30.0,,,
891,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,79.7500000000054,40.0,,tomato_salad,0,1.0,30.0,,,
892,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,81.00000000000568,40.0,,tomato_salad,0,1.0,30.0,,,
893,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,82.25000000000597,40.0,,tomato_salad,0,1.0,30.0,,,
894,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,83.50000000000625,40.0,,tomato_salad,0,1.0,30.0,,,
895,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,84.75000000000654,40.0,,tomato_salad,0,1.0,30.0,,,
896,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,86.00000000000682,40.0,,tomato_salad,0,1.0,30.0,,,
897,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,87.2500000000071,40.0,,tomato_salad,0,1.0,30.0,,,
898,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,tomato_salad,0,1.0,30.0,,,
899,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
900,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
901,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
902,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
903,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
904,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
905,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
906,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
907,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
908,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
909,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
910,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
911,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
912,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
913,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
914,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
915,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
916,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
917,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
918,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
919,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
920,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
921,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
922,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
923,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
924,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
925,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
926,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
927,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
928,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
929,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
930,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
931,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
932,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
933,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
934,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
935,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
936,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
937,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
938,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
939,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
940,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
941,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
942,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
943,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
944,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
945,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,
