tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,5131b1d25423b2b1_score,player_550f8696_x,player_550f8696_y,player_550f8696_move_target,player_550f8696_item,player_550f8696_score,player_550f8696_cut_speed,player_550f8696_speed,player_d83a5264_x,player_d83a5264_y,player_d83a5264_move_target,player_d83a5264_item,player_d83a5264_score,player_d83a5264_cut_speed,player_d83a5264_speed
1289,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,43.49999999999716,,,1,1.0,30.0,51.58058261758475,35.58058261758475,,,1,1.0,30.0
1290,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,42.249999999996874,,,1,1.0,30.0,50.6966991411017,34.6966991411017,,,1,1.0,30.0
1291,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.99999999999659,,,1,1.0,30.0,49.812815664618654,33.812815664618654,,,1,1.0,30.0
1292,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.31621556657754,39.8798317388366,,,1,1.0,30.0,48.928932188135605,32.928932188135605,,,1,1.0,30.0
1293,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.19459214040404,38.990475457837135,,,1,1.0,30.0,48.045048711652555,32.045048711652555,,,1,1.0,30.0
1294,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.07296871423054,38.10111917683767,,,1,1.0,30.0,47.161165235169506,31.161165235169506,,,1,1.0,30.0
1295,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.95134528805704,37.211762895838206,,,1,1.0,30.0,46.277281758686456,30.277281758686456,,,1,1.0,30.0
1296,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.82972186188354,36.32240661483874,,,1,1.0,30.0,45.39339828220341,29.393398282203407,,,1,1.0,30.0
1297,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.708098435710042,35.433050333839276,,,1,1.0,30.0,44.50951480572036,28.509514805720357,,,1,1.0,30.0
1298,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.586475009536542,34.543694052839896,,,1,1.0,30.0,43.62563132923731,27.625631329237308,,,1,1.0,30.0
1299,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.464851583363043,33.654337771840936,,,1,1.0,30.0,42.74174785275426,26.74174785275426,,,1,1.0,30.0
1300,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.343228157189543,32.76498149084197,,,1,1.0,30.0,41.85786437627121,25.85786437627121,,,1,1.0,30.0
1301,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.22160473101604,31.875625209842987,,,1,1.0,30.0,40.97398089978816,24.97398089978816,,,1,1.0,30.0
1302,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.099981304842544,30.986268928843877,,,1,1.0,30.0,40.088805099494266,24.300921192559585,,,1,1.0,30.0
1303,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.978357878669044,30.096912647844768,,,1,1.0,30.0,39.19415225792085,25.173902459863825,,,1,1.0,30.0
1304,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.856734452495544,29.207556366845658,,,1,1.0,30.0,38.29949941634743,26.046883727168066,,,1,1.0,30.0
1305,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.735111026322045,28.31820008584655,,,1,1.0,30.0,37.40484657477391,26.919864994472306,,,1,1.0,30.0
1306,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.613487600148545,27.42884380484744,,,1,1.0,30.0,36.51019373320007,27.792846261776546,,,1,1.0,30.0
1307,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.491864173975046,26.53948752384833,,,1,1.0,30.0,35.6155408916262,28.665827529080786,,,1,1.0,30.0
1308,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.370240747801546,25.650131242849476,,,1,1.0,30.0,34.720888050052345,29.538808796385027,,,1,1.0,30.0
1309,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.24861732162825,24.76077496185072,,,1,1.0,30.0,33.82623520847849,30.411790063689267,,,1,1.0,30.0
1310,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.26074682117195,24.186261912236056,,,1,1.0,30.0,32.93158236690463,31.284771330993507,,,1,1.0,30.0
1311,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.510659299768065,24.17147016285977,,,1,1.0,30.0,32.036929525330834,32.157752598297684,,,1,1.0,30.0
1312,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.76057177836418,24.156678413483483,,,1,1.0,30.0,31.142276683757075,33.03073386560157,,,1,1.0,30.0
1313,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,44.0104842569603,24.141886664107197,,,1,1.0,30.0,30.2476238421833,33.903715132905454,,,1,1.0,30.0
1314,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,45.26039673555641,24.12709491473091,,,1,1.0,30.0,29.35297100060953,34.77669640020934,,,1,1.0,30.0
1315,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,46.51030921415253,24.112303165354625,,,1,1.0,30.0,28.458318159035755,35.6496776675135,,,1,1.0,30.0
1316,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,47.760221692748644,24.09751141597834,,,1,1.0,30.0,27.563665317461982,36.52265893481782,,,1,1.0,30.0
1317,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,49.01013417134476,24.082719666602053,,,1,1.0,30.0,26.66901247588821,37.39564020212214,,,1,1.0,30.0
1318,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,50.260046649940875,24.067927917225767,,,1,1.0,30.0,25.774359634314436,38.268621469426456,,,1,1.0,30.0
1319,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,51.50995912853699,24.05313616784948,,,1,1.0,30.0,24.879706792740663,39.141602736730775,,,1,1.0,30.0
1320,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,52.75987160713311,24.038344418473194,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1321,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,54.00978408572922,24.023552669096908,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1322,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,55.25969656432534,24.008760919720622,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1323,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.50965804813268,24.002155159526897,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1324,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.75965803603455,24.001981247976556,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1325,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.009658023936424,24.001807336426328,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1326,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.2596580118383,24.0016334248761,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1327,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.50965799974017,24.001459513325873,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1328,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.75965798764204,24.001285601775646,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1329,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.00965797554392,24.001111690225418,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1330,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.2596579634465,24.00093777867519,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1331,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.50965795134908,24.00076386712496,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1332,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.75965793925167,24.000589955574732,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1333,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.00965792715425,24.000416044024504,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1334,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.25965791505683,24.000242132474277,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1335,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.50965790295942,24.00006822092405,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1336,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.75965790005517,24.000024928259876,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1337,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.00965790005404,24.000022883664982,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1338,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.2596579000529,24.00002083907009,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1339,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.50965790005176,24.000018794475196,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1340,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.75965790005063,24.000016749880302,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1341,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.00965790004949,24.00001470528541,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1342,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.25965790004835,24.000012660690516,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1343,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.50965790004722,24.000010616095622,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1344,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.75965790004608,24.00000857150073,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1345,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.00965790004494,24.000006526905896,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1346,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.2596579000438,24.00000448231118,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1347,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.50965790004267,24.000002437716464,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1348,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.75965790004153,24.00000039312175,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1349,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,89.00965790004176,24.000000288262147,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1350,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,90.25965790004204,24.00000026422484,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0
1351,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,91.50965790004233,24.000000240187536,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1352,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,92.75965790004261,24.00000021615023,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1353,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,94.0096579000429,24.000000192112925,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1354,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,95.25965790004318,24.00000016807562,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1355,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,96.50965790004346,24.000000144038314,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1356,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,97.75965790004375,24.00000012000101,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1357,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,99.00965790004403,24.000000095963703,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1358,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,100.25965790004432,24.000000071926397,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1359,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,101.5096579000446,24.000000047889092,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1360,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,102.75965790004489,24.00000002385176,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1361,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1362,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1363,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1364,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
1365,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0
