tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b9d6defee680e893_score,player_ceb0d0a1_x,player_ceb0d0a1_y,player_ceb0d0a1_move_target,player_ceb0d0a1_item,player_ceb0d0a1_score,player_ceb0d0a1_cut_speed,player_ceb0d0a1_speed,player_71114de7_x,player_71114de7_y,player_71114de7_move_target,player_71114de7_item,player_71114de7_score,player_71114de7_cut_speed,player_71114de7_speed
911,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
912,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
913,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,41.250000000000284,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
914,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,42.50000000000057,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
915,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,43.75000000000085,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
916,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,45.00000000000114,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
917,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,46.25000000000142,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
918,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,47.500000000001705,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
919,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,48.75000000000199,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
920,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.000000000002274,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
921,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.25000000000256,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
922,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.50000000000284,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
923,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.750000000003126,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
924,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.00000000000341,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
925,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.250000000003695,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
926,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.50000000000398,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
927,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.75000000000426,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
928,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.00000000000455,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
929,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.25000000000483,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
930,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.500000000005116,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
931,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.7500000000054,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
932,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.00000000000568,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
933,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.25000000000597,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
934,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.50000000000625,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
935,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.75000000000654,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
936,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.00000000000682,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
937,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.2500000000071,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
938,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.50000000000739,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
939,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.75000000000767,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
940,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.00000000000796,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
941,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.25000000000824,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
942,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.50000000000853,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
943,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.75000000000881,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
944,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.0000000000091,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
945,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.25000000000938,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
946,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.50000000000966,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
947,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.75000000000995,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
948,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.00000000001023,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
949,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.25000000001052,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
950,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,87.5000000000108,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
951,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.66756619610841,88.47591077356992,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
952,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.545942769935266,89.36526705456868,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
953,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.42431934376212,90.25462333556743,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
954,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.302695917588977,91.14397961656618,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
955,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.181072491415833,92.03333589756494,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
956,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.05944906524269,92.9226921785637,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
957,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.937825639069217,93.81204845956245,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
958,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.816202212895718,94.7014047405612,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
959,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.694578786722218,95.59076102155996,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
960,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.57295536054872,96.48011730255871,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
961,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.45133193437522,97.36947358355746,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
962,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.32970850820172,98.25882986455622,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
963,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.20808508202822,99.14818614555497,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
964,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.08646165585472,100.03754242655373,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
965,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.96483822968122,100.92689870755248,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
966,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.84321480350772,101.81625498855124,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
967,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.72159137733422,102.70561126955039,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
968,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.59996795116072,103.59496755055007,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
969,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.49047625129634,103.144703231137,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
970,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.384815622898,102.27140082738306,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
971,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.27915499449966,101.39809842362912,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
972,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.17349436610132,100.52479601987518,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
973,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.06783373770298,99.65149361612124,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
974,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.96217310930464,98.7781912123673,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
975,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.856512480906304,97.90488880861336,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
976,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.750851852507964,97.03158640485942,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
977,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.645191224109624,96.15828400110549,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
978,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.539530595711284,95.28498159735155,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
979,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.433869967312944,94.41167919359702,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
980,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.328209338914604,93.5383767898421,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
981,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.222548710516264,92.66507438608718,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
982,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.116888082117924,91.79177198233225,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
983,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.011227453719584,90.91846957857733,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
984,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.905566825321245,90.04516717482241,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
985,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.799906196922905,89.17186477106749,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
986,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.694245568524565,88.29856236731256,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
987,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.57949582572894,87.41606070901427,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
988,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.46350665824278,86.53230460691462,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
989,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.347517490756616,85.64854850481497,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
