tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2f9fde1ed0657cd8_score,player_573eb9de_x,player_573eb9de_y,player_573eb9de_move_target,player_573eb9de_item,player_573eb9de_score,player_573eb9de_cut_speed,player_573eb9de_speed,player_7f606261_x,player_7f606261_y,player_7f606261_move_target,player_7f606261_item,player_7f606261_score,player_7f606261_cut_speed,player_7f606261_speed
456,0,1,,0,2,,0,0,0,3,tomato,0.19999999999999998,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.1160307522311,89.08874989764143,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
457,0,1,,0,2,,0,0,0,3,tomato,0.20833333333333331,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.758130065441964,88.7395979272961,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
458,0,1,,0,2,,0,0,0,3,tomato,0.21666666666666665,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.400229378652828,88.39044595695077,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
459,0,1,,0,2,,0,0,0,3,tomato,0.22499999999999998,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.19709094845445,87.97493759520233,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
460,0,1,,0,2,,0,0,0,3,tomato,0.2333333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.190922663007942,87.47497564439539,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
461,0,1,,0,2,,0,0,0,3,tomato,0.24166666666666664,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.184754377561436,86.97501369358844,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
462,0,1,,0,2,,0,0,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.17858609211493,86.47505174278149,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
463,0,1,,0,2,,0,0,0,3,tomato,0.2583333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.172417806668424,85.97508979197454,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
464,0,1,,0,2,,0,0,0,3,tomato,0.26666666666666666,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.166249521221918,85.47512784116759,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
465,0,1,,0,2,,0,0,0,3,tomato,0.275,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.16008123577541,84.97516589036064,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
466,0,1,,0,2,,0,0,0,3,tomato,0.2833333333333334,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.153912950328905,84.4752039395537,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
467,0,1,,0,2,,0,0,0,3,tomato,0.29166666666666674,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.1477446648824,83.97524198874675,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
468,0,1,,0,2,,0,0,0,3,tomato,0.3000000000000001,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.141576379435893,83.4752800379398,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
469,0,1,,0,2,,0,0,0,3,tomato,0.30833333333333346,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.135408093989387,82.97531808713285,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
470,0,1,,0,2,,0,0,0,3,tomato,0.3166666666666668,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.12923980854288,82.4753561363259,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
471,0,1,,0,2,,0,0,0,3,tomato,0.3250000000000002,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.123071523096375,81.97539418551895,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
472,0,1,,0,2,,0,0,0,3,tomato,0.33333333333333354,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.11690323764987,81.475432234712,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
473,0,1,,0,2,,0,0,0,3,tomato,0.3416666666666669,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.110734952203487,80.97547028390505,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
474,0,1,,0,2,,0,0,0,3,tomato,0.35000000000000026,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.104566666757158,80.4755083330981,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
475,0,1,,0,2,,0,0,0,3,tomato,0.3583333333333336,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.09839838131083,79.97554638229116,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
476,0,1,,0,2,,0,0,0,3,tomato,0.366666666666667,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0922300958645,79.47558443148421,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
477,0,1,,0,2,,0,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.086061810418173,78.97562248067726,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
478,0,1,,0,2,,0,0,0,3,tomato,0.3833333333333337,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.079893524971844,78.47566052987031,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
479,0,1,,0,2,,0,0,0,3,tomato,0.39166666666666705,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.073725239525512,77.97569857906336,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
480,0,1,,0,2,,0,0,0,3,tomato,0.4000000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.067556954079183,77.47573662825641,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
481,0,1,,0,2,,0,0,0,3,tomato,0.40833333333333377,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.061388668632855,76.97577467744946,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
482,0,1,,0,2,,0,0,0,3,tomato,0.41666666666666713,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.055220383186526,76.47581272664252,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
483,0,1,,0,2,,0,0,0,3,tomato,0.4250000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.049052097740198,75.97585077583557,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
484,0,1,,0,2,,0,0,0,3,tomato,0.43333333333333385,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.04288381229387,75.47588882502862,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
485,0,1,,0,2,,0,0,0,3,tomato,0.4416666666666672,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.03671552684754,74.97592687422167,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
486,0,1,,0,2,,0,0,0,3,tomato,0.45000000000000057,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.030547241401212,74.47596492341472,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
487,0,1,,0,2,,0,0,0,3,tomato,0.4583333333333339,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.02437895595488,73.97600297260777,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
488,0,1,,0,2,,0,0,0,3,tomato,0.4666666666666673,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.01821067050855,73.47604102180082,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
489,0,1,,0,2,,0,0,0,3,tomato,0.47500000000000064,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.012042385062223,72.97607907099388,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
490,0,1,,0,2,,0,0,0,3,tomato,0.483333333333334,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.005874099615895,72.47611712018693,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
491,0,1,,0,2,,0,0,0,3,tomato,0.49166666666666736,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002386989638033,71.9761384301907,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
492,0,1,,0,2,,0,0,0,3,tomato,0.5000000000000007,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00231228480176,71.47613843577176,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
493,0,1,,0,2,,0,0,0,3,tomato,0.508333333333334,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002237579965488,70.97613844135282,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
494,0,1,,0,2,,0,0,0,3,tomato,0.5166666666666673,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002162875129216,70.47613844693387,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
495,0,1,,0,2,,0,0,0,3,tomato,0.5250000000000006,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002088170292943,69.97613845251493,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
496,0,1,,0,2,,0,0,0,3,tomato,0.5333333333333339,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00201346545667,69.47613845809599,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
497,0,1,,0,2,,0,0,0,3,tomato,0.5416666666666672,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001938760620398,68.97613846367705,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
498,0,1,,0,2,,0,0,0,3,tomato,0.5500000000000005,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001864055784125,68.4761384692581,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
499,0,1,,0,2,,0,0,0,3,tomato,0.5583333333333338,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001789350947853,67.97613847483916,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
500,0,1,,0,2,,0,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00171464611158,67.47613848042022,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
501,0,1,,0,2,,0,0,0,3,tomato,0.5750000000000004,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001639941275307,66.97613848600128,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
502,0,1,,0,2,,0,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001565236439035,66.47613849158233,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
503,0,1,,0,2,,0,0,0,3,tomato,0.591666666666667,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001490531602762,65.97613849716339,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
504,0,1,,0,2,,0,0,0,3,tomato,0.6000000000000003,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00141582676649,65.47613850274445,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
505,0,1,,0,2,,0,0,0,3,tomato,0.6083333333333336,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001341121930217,64.9761385083255,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
506,0,1,,0,2,,0,0,0,3,tomato,0.6166666666666669,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001266417093944,64.47613851390656,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
507,0,1,,0,2,,0,0,0,3,tomato,0.6250000000000002,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001191712257672,63.97613851948762,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
508,0,1,,0,2,,0,0,0,3,tomato,0.6333333333333335,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0011170074214,63.47613852506868,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
509,0,1,,0,2,,0,0,0,3,tomato,0.6416666666666668,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.001042302585127,62.976138530649735,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
510,0,1,,0,2,,0,0,0,3,tomato,0.6500000000000001,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000967597748854,62.47613853623079,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
511,0,1,,0,2,,0,0,0,3,tomato,0.6583333333333334,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00089289291258,61.97613854181185,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
512,0,1,,0,2,,0,0,0,3,tomato,0.6666666666666667,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00081818807631,61.47613854739291,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
513,0,1,,0,2,,0,0,0,3,tomato,0.675,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000743483240036,60.976138552973964,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
514,0,1,,0,2,,0,0,0,3,tomato,0.6833333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000668778403764,60.47613855855502,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
515,0,1,,0,2,,0,0,0,3,tomato,0.6916666666666667,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00059407356749,59.97613856413608,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
516,0,1,,0,2,,0,0,0,3,tomato,0.7,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00051936873122,59.476138569717136,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
517,0,1,,0,2,,0,0,0,3,tomato,0.7083333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000444663894946,58.976138575298194,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
518,0,1,,0,2,,0,0,0,3,tomato,0.7166666666666666,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000369959058673,58.47613858087925,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
519,0,1,,0,2,,0,0,0,3,tomato,0.7249999999999999,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0002952542224,57.97613858646031,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
520,0,1,,0,2,,0,0,0,3,tomato,0.7333333333333332,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00022054938613,57.476138592041366,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
521,0,1,,0,2,,0,0,0,3,tomato,0.7416666666666665,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000145844549856,56.97613859762242,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
522,0,1,,0,2,,0,0,0,3,tomato,0.7499999999999998,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000071139713583,56.47613860320348,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
523,0,1,,0,2,,0,0,0,3,tomato,0.7583333333333331,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000028906941196,55.976138606329386,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
524,0,1,,0,2,,0,0,0,3,tomato,0.7666666666666664,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00002800225012,55.47613860633055,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
525,0,1,,0,2,,0,0,0,3,tomato,0.7749999999999997,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00002709755904,54.976138606331716,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
526,0,1,,0,2,,0,0,0,3,tomato,0.783333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000026192867963,54.47613860633288,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
527,0,1,,0,2,,0,0,0,3,tomato,0.7916666666666663,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000025288176886,53.97613860633405,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
528,0,1,,0,2,,0,0,0,3,tomato,0.7999999999999996,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00002438348581,53.47613860633521,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
529,0,1,,0,2,,0,0,0,3,tomato,0.8083333333333329,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00002347879473,52.97613860633638,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
530,0,1,,0,2,,0,0,0,3,tomato,0.8166666666666662,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000022574103653,52.47613860633754,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
531,0,1,,0,2,,0,0,0,3,tomato,0.8249999999999995,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000021669412575,51.97613860633871,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
532,0,1,,0,2,,0,0,0,3,tomato,0.8333333333333328,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000020764721498,51.47613860633987,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
533,0,1,,0,2,,0,0,0,3,tomato,0.8416666666666661,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00001986003042,50.97613860634104,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
534,0,1,,0,2,,0,0,0,3,tomato,0.8499999999999994,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000018955339343,50.476138606342204,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
535,0,1,,0,2,,0,0,0,3,tomato,0.8583333333333327,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000018050648265,49.97613860634337,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
536,0,1,,0,2,,0,0,0,3,tomato,0.866666666666666,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000017145957187,49.476138606344534,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
537,0,1,,0,2,,0,0,0,3,tomato,0.8749999999999993,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000016765339694,49.97613860634408,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
538,0,1,,0,2,,0,0,0,3,tomato,0.8833333333333326,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0000163847222,50.476138606343625,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
539,0,1,,0,2,,0,0,0,3,tomato,0.8833333333333326,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000016004104708,50.97613860634317,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
540,0,1,,0,2,,0,0,0,3,tomato,0.8833333333333326,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000015623487215,51.476138606342715,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
