tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a61e4470cbdb2bfd_score,player_3238b3a3_x,player_3238b3a3_y,player_3238b3a3_move_target,player_3238b3a3_item,player_3238b3a3_score,player_3238b3a3_cut_speed,player_3238b3a3_speed,player_ef74b29a_x,player_ef74b29a_y,player_ef74b29a_move_target,player_ef74b29a_item,player_ef74b29a_score,player_ef74b29a_cut_speed,player_ef74b29a_speed
825,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
826,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
827,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
828,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
829,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
830,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
831,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
832,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
833,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
834,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
835,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
836,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
837,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
838,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
839,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
840,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
841,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
842,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
843,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
844,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
845,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,41.250000000000284,,,0,1.0,30.0
846,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,42.50000000000057,,,0,1.0,30.0
847,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,43.75000000000085,,,0,1.0,30.0
848,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,45.00000000000114,,,0,1.0,30.0
849,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,46.25000000000142,,,0,1.0,30.0
850,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,47.500000000001705,,,0,1.0,30.0
851,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,48.75000000000199,,,0,1.0,30.0
852,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,50.000000000002274,,,0,1.0,30.0
853,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,51.25000000000256,,,0,1.0,30.0
854,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,52.50000000000284,,,0,1.0,30.0
855,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,53.750000000003126,,,0,1.0,30.0
856,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,55.00000000000341,,,0,1.0,30.0
857,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,56.250000000003695,,,0,1.0,30.0
858,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,57.50000000000398,,,0,1.0,30.0
859,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,58.75000000000426,,,0,1.0,30.0
860,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,60.00000000000455,,,0,1.0,30.0
861,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,tomato_cut,0,1.0,30.0,24.0,61.25000000000483,,,0,1.0,30.0
862,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.74999999999972,,tomato_cut,0,1.0,30.0,24.0,62.500000000005116,,,0,1.0,30.0
863,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.49999999999943,,tomato_cut,0,1.0,30.0,24.0,63.7500000000054,,,0,1.0,30.0
864,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.24999999999915,,tomato_cut,0,1.0,30.0,24.0,65.00000000000568,,,0,1.0,30.0
865,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.99999999999886,,tomato_cut,0,1.0,30.0,24.0,66.25000000000597,,,0,1.0,30.0
866,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.74999999999858,,tomato_cut,0,1.0,30.0,24.0,67.50000000000625,,,0,1.0,30.0
867,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.4999999999983,,tomato_cut,0,1.0,30.0,24.0,68.75000000000654,,,0,1.0,30.0
868,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.24999999999801,,tomato_cut,0,1.0,30.0,24.0,70.00000000000682,,,0,1.0,30.0
869,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.99999999999773,,tomato_cut,0,1.0,30.0,24.0,71.2500000000071,,,0,1.0,30.0
870,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.74999999999744,,tomato_cut,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0
871,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.49999999999716,,tomato_cut,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
872,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.24999999999687,,tomato_cut,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
873,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.99999999999659,,tomato_cut,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
874,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_cut,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
875,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
876,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
877,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
878,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
879,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
880,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
881,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
882,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
883,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
884,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
885,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
886,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
887,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
888,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
889,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
890,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
891,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
892,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
893,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
894,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,72.0,,plate,0,1.0,30.0
895,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,70.74999999999972,,plate,0,1.0,30.0
896,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,69.49999999999943,,plate,0,1.0,30.0
897,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,68.24999999999915,,plate,0,1.0,30.0
898,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,66.99999999999886,,plate,0,1.0,30.0
899,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,65.74999999999858,,plate,0,1.0,30.0
900,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,64.4999999999983,,plate,0,1.0,30.0
901,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,63.24999999999801,,plate,0,1.0,30.0
902,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,61.999999999997726,,plate,0,1.0,30.0
903,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,60.74999999999744,,plate,0,1.0,30.0
904,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,,0.0,0,2,2,plate,2,3,tomato,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,30.0,24.0,59.49999999999716,,plate,0,1.0,30.0
