tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a5806dad9b65da74_score,player_fb63cef8_x,player_fb63cef8_y,player_fb63cef8_move_target,player_fb63cef8_item,player_fb63cef8_score,player_fb63cef8_cut_speed,player_fb63cef8_speed,player_b9edfedc_x,player_b9edfedc_y,player_b9edfedc_move_target,player_b9edfedc_item,player_b9edfedc_score,player_b9edfedc_cut_speed,player_b9edfedc_speed
343,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.92725756624112,96.91448343456534,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
344,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.349643406426175,96.64691998038796,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
345,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.77202924661123,96.37935652621059,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
346,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.19441508679629,96.11179307203321,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
347,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.61680092698135,95.84422961785583,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
348,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.039186767166406,95.57666616367845,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
349,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.461572607351464,95.30910270950108,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
350,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.88395844753652,95.0415392553237,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
351,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.30634428772158,94.77397580114632,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
352,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.72873012790664,94.50641234696894,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
353,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.151115968091695,94.23884889279157,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
354,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.57350180827675,93.97128543861419,,,0,1.0,12.0,87.11611652351695,24.88388347648305,,tomato,0,0.2,30.0
355,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.99588764846181,93.70372198443681,,,0,1.0,12.0,86.2322330470339,25.7677669529661,,tomato,0,0.2,30.0
356,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.41827348864687,93.43615853025943,,,0,1.0,12.0,85.34834957055085,26.65165042944915,,tomato,0,0.2,30.0
357,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.840659328831926,93.16859507608206,,,0,1.0,12.0,84.4644660940678,27.535533905932198,,tomato,0,0.2,30.0
358,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.26304516901698,92.90103162190468,,,0,1.0,12.0,83.58058261758475,28.419417382415247,,tomato,0,0.2,30.0
359,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.68543100920204,92.6334681677273,,,0,1.0,12.0,82.6966991411017,29.303300858898297,,tomato,0,0.2,30.0
360,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.1078168493871,92.36590471354992,,,0,1.0,12.0,81.81281566461865,30.187184335381346,,tomato,0,0.2,30.0
361,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.53020268957216,92.09834125937255,,,0,1.0,12.0,80.9289321881356,31.071067811864395,,tomato,0,0.2,30.0
362,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.952588529757215,91.83077780519517,,,0,1.0,12.0,80.04504871165256,31.954951288347445,,tomato,0,0.2,30.0
363,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.37497436994227,91.56321435101779,,,0,1.0,12.0,79.1611652351695,32.838834764830494,,tomato,0,0.2,30.0
364,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.79736021012733,91.29565089684041,,,0,1.0,12.0,78.27728175868646,33.722718241313544,,tomato,0,0.2,30.0
365,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.21974605031239,91.02808744266304,,,0,1.0,12.0,77.3933982822034,34.60660171779659,,tomato,0,0.2,30.0
366,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.642131890497446,90.76052398848566,,,0,1.0,12.0,76.50951480572036,35.49048519427964,,tomato,0,0.2,30.0
367,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.0645177306825,90.49296053430828,,,0,1.0,12.0,75.62563132923731,36.37436867076269,,tomato,0,0.2,30.0
368,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.48690357086756,90.2253970801309,,,0,1.0,12.0,74.74174785275426,37.25825214724574,,tomato,0,0.2,30.0
369,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.90928941105262,89.95783362595353,,,0,1.0,12.0,73.85786437627121,38.14213562372879,,tomato,0,0.2,30.0
370,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.33167525123768,89.69027017177615,,,0,1.0,12.0,72.97398089978816,39.02601910021184,,tomato,0,0.2,30.0
371,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.754061091422734,89.42270671759877,,,0,1.0,12.0,72.09009742330511,39.90990257669489,,tomato,0,0.2,30.0
372,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.17644693160779,89.1551432634214,,,0,1.0,12.0,71.20621394682206,40.79378605317794,,tomato,0,0.2,30.0
373,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.59883277179285,88.88757980924402,,,0,1.0,12.0,70.32233047033901,41.67766952966099,,tomato,0,0.2,30.0
374,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.02121861197791,88.62001635506664,,,0,1.0,12.0,69.43844699385596,42.56155300614404,,tomato,0,0.2,30.0
375,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.443604452162965,88.35245290088926,,,0,1.0,12.0,68.55456351737291,43.44543648262709,,tomato,0,0.2,30.0
376,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.80355033496152,88.05002958221365,,,0,1.0,12.0,67.67068004088986,44.32931995911014,,tomato,0,0.2,30.0
377,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.8096697925699,87.55006703137752,,,0,1.0,12.0,66.78679656440681,45.213203435593186,,tomato,0,0.2,30.0
378,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.81578925017828,87.05010448054139,,,0,1.0,12.0,65.90291308792376,46.097086912076236,,tomato,0,0.2,30.0
379,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.821908707786655,86.55014192970526,,,0,1.0,12.0,65.01902961144071,46.980970388559285,,tomato,0,0.2,30.0
380,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.82802816539503,86.05017937886913,,,0,1.0,12.0,64.13514613495767,47.864853865042335,,tomato,0,0.2,30.0
381,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.83414762300341,85.550216828033,,,0,1.0,12.0,63.251262658474616,48.748737341525384,,tomato,0,0.2,30.0
382,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.84026708061179,85.05025427719687,,,0,1.0,12.0,62.367379181991566,49.632620818008434,,tomato,0,0.2,30.0
383,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.846386538220166,84.55029172636074,,,0,1.0,12.0,61.48349570550852,50.51650429449148,,tomato,0,0.2,30.0
384,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.852505995828544,84.05032917552461,,,0,1.0,12.0,60.59961222902547,51.40038777097453,,tomato,0,0.2,30.0
385,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.85862545343692,83.55036662468848,,,0,1.0,12.0,59.71572875254242,52.28427124745758,,tomato,0,0.2,30.0
386,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.8647449110453,83.05040407385235,,,0,1.0,12.0,58.83184527605937,53.16815472394063,,tomato,0,0.2,30.0
387,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.87086436865368,82.55044152301622,,,0,1.0,12.0,57.94796179957632,54.05203820042368,,tomato,0,0.2,30.0
388,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.876983826262055,82.05047897218009,,,0,1.0,12.0,57.06407832309327,54.93592167690673,,tomato,0,0.2,30.0
389,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.88310328387043,81.55051642134396,,,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
390,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.88922274147881,81.05055387050783,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
391,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.89534219908719,80.5505913196717,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
392,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.90146165669557,80.05062876883557,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
393,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.907581114303945,79.55066621799944,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
394,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.91370057191232,79.0507036671633,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
395,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.9198200295207,78.55074111632717,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
396,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.92593948712908,78.05077856549104,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
397,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.93205894473746,77.55081601465491,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
398,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.938178402346196,77.05085346381878,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
399,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.94429785995493,76.55089091298265,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
400,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.95041731756366,76.05092836214652,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
401,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.956536775172395,75.55096581131039,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
402,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.96265623278113,75.05100326047426,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
403,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.96877569038986,74.55104070963813,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
404,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.974895147998595,74.051078158802,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
405,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.98101460560733,73.55111560796587,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
406,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.98713406321606,73.05115305712974,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
407,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.993253520824794,72.55119050629361,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
408,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.997619837125285,72.05121709679415,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
409,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.99769397987802,71.55121710229136,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
410,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.99776812263076,71.05121710778857,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
411,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.9978422653835,70.55121711328579,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
412,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.997916408136234,70.051217118783,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
413,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.99799055088897,69.55121712428021,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
414,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.99806469364171,69.05121712977743,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
415,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.998138836394446,68.55121713527464,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
416,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.99821297914718,68.05121714077185,,,0,1.0,12.0,56.88388347648305,55.11611652351695,,,0,0.2,30.0
417,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.99828712189992,67.55121714626907,,,0,1.0,12.0,57.7677669529661,54.2322330470339,,,0,0.2,30.0
418,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.99836126465267,67.05121715176628,,,0,1.0,12.0,58.65165042944915,53.34834957055085,,,0,0.2,30.0
419,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.998435407405765,66.5512171572635,,,0,1.0,12.0,59.5355339059322,52.4644660940678,,,0,0.2,30.0
420,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.99850955015886,66.05121716276071,,,0,1.0,12.0,60.41941738241525,51.58058261758475,,,0,0.2,30.0
421,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.99858369291195,65.55121716825792,,,0,1.0,12.0,61.3033008588983,50.6966991411017,,,0,0.2,30.0
422,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.99865783566504,65.05121717375513,,,0,1.0,12.0,62.187184335381346,49.812815664618654,,,0,0.2,30.0
423,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.998731978418135,64.55121717925235,,,0,1.0,12.0,63.071067811864395,48.928932188135605,,,0,0.2,30.0
424,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.43971138495911,64.31555393857505,,,0,1.0,12.0,63.954951288347445,48.045048711652555,,,0,0.2,30.0
425,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.880690791500086,64.07989069789775,,,0,1.0,12.0,64.8388347648305,47.161165235169506,,,0,0.2,30.0
