tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,1df4f5b835fb3bca_score,player_a6722bfc_x,player_a6722bfc_y,player_a6722bfc_move_target,player_a6722bfc_item,player_a6722bfc_score,player_a6722bfc_cut_speed,player_a6722bfc_speed,player_2bf3e402_x,player_2bf3e402_y,player_2bf3e402_move_target,player_2bf3e402_item,player_2bf3e402_score,player_2bf3e402_cut_speed,player_2bf3e402_speed,eedfb0d0e6ad6444_score,b30d07cb0a9de8d0_message,f5e420a4d24e60bd_score
1128,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,32.22160473101998,128.12437479016785,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1129,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,33.09998130484719,129.0137310711666,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1130,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,33.9783578786744,129.90308735216536,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1131,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,34.85673445250161,130.7924436331641,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1132,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.73511102632882,131.68179991416287,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1133,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.613487600156034,132.57115619516162,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1134,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.491864173983245,133.46051247616037,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1135,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.37024074781004,134.34986875715913,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1136,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.24861732163675,135.23922503815788,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1137,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.13274050266219,135.49402419264516,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1138,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.027079874263386,134.6207217888898,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1139,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.921419245865046,133.74741938513444,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1140,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.815758617466706,132.87411698137907,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1141,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,43.710097989068366,132.00081457762371,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1142,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.604437360670026,131.12751217386835,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1143,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.498776732271686,130.254209770113,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1144,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.393116103873346,129.38090736635763,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1145,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.28745547547501,128.50760496260227,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1146,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.18179484707667,127.63430255884751,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1147,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.07613421867833,126.76100015509309,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1148,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.97047359027999,125.88769775133817,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1149,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,50.86481296188165,125.01439534758325,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1150,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.75915233348331,124.14109294382833,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1151,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.65349170508497,123.26779054007339,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1152,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.54783107668663,122.39448813631847,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1153,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.44217044828829,121.52118573256355,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1154,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.33650981988995,120.64788332880863,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1155,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.80891796696479,119.5938111198032,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1156,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.824233954135586,118.34390495510974,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1157,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.83954994130638,117.09399879041626,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1158,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.854865928477174,115.8440926257228,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1159,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.87018191564797,114.59418646102932,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1160,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.88549790281876,113.34428029633585,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1161,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.90081388998956,112.09437413164238,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1162,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.91612987716035,110.84446796694891,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1163,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.931445864331145,109.59456180225544,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1164,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.946761851501684,108.34465563756197,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1165,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.96207783867213,107.0947494728685,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1166,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.977393825842576,105.84484330817503,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1167,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99270981301303,104.59493714348156,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1168,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.997736320356985,103.34496718002828,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1169,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.9979207195473,102.0949671936292,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1170,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99810511873762,100.84496720723013,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1171,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99828951792794,99.59496722083105,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1172,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.998473917118254,98.34496723443198,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1173,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99865831630857,97.0949672480329,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1174,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99884271549889,95.84496726163383,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1175,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999027114689206,94.59496727523475,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1176,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99921151387952,93.34496728883568,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1177,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99939591306984,92.0949673024366,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1178,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99958031226016,90.84496731603753,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1179,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999764711450474,89.59496732963845,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1180,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99994911064052,88.34496734323938,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1181,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99997319208877,87.09496734487374,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1182,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99997541202678,85.8449673448763,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1183,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99997763196479,84.59496734487885,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1184,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.9999798519028,83.34496734488141,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1185,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99998207184081,82.09496734488397,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1186,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99998429177882,80.84496734488653,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1187,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.9999865117168,79.59496734488908,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1188,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999988731654454,78.34496734489164,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1189,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999095159211,77.0949673448942,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1190,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999993171529766,75.84496734489676,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1191,train,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999539146742,74.59496734489932,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
