tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,8cd98b2fcc59f8ab_score,player_386e3211_x,player_386e3211_y,player_386e3211_move_target,player_386e3211_item,player_386e3211_score,player_386e3211_cut_speed,player_386e3211_speed,player_62495bbd_x,player_62495bbd_y,player_62495bbd_move_target,player_62495bbd_item,player_62495bbd_score,player_62495bbd_cut_speed,player_62495bbd_speed
890,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.95408490260638,24.000028943951033,,tomato,0,1.0,12.0,88.01268429863147,54.95272547601476,,plate,0,0.2,30.0
891,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.45408490260593,24.000028042040665,,tomato,0,1.0,12.0,87.72126494341975,56.08721304982993,,plate,0,0.2,30.0
892,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.95408490260547,24.000027140130296,,tomato,0,1.0,12.0,86.84274886238072,56.97643152430942,,plate,0,0.2,30.0
893,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.45408490260502,24.000026238219927,,tomato,0,1.0,12.0,85.96423278134168,57.86564999878891,,plate,0,0.2,30.0
894,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.95408490260456,24.00002533630956,,tomato,0,1.0,12.0,85.08571670030264,58.7548684732684,,plate,0,0.2,30.0
895,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.45408490260411,24.00002443439919,,tomato,0,1.0,12.0,84.2072006192636,59.644086947747894,,plate,0,0.2,30.0
896,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.95408490260365,24.00002353248882,,tomato,0,1.0,12.0,83.32868453822456,60.533305422227386,,plate,0,0.2,30.0
897,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.4540849026032,24.000022630578453,,tomato,0,1.0,12.0,82.45016845718553,61.42252389670688,,plate,0,0.2,30.0
898,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.95408490260274,24.000021728668084,,tomato,0,1.0,12.0,81.57165237614649,62.31174237118637,,plate,0,0.2,30.0
899,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.45408490260229,24.000020826757716,,tomato,0,1.0,12.0,80.69313629510745,63.20096084566586,,plate,0,0.2,30.0
900,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.95408490260183,24.000019924847347,,tomato,0,1.0,12.0,79.81462021406841,64.09017932014535,,plate,0,0.2,30.0
901,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.45408490260138,24.00001902293698,,tomato,0,1.0,12.0,78.93610413302937,64.97939779462484,,plate,0,0.2,30.0
902,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.95408490260093,24.00001812102661,,tomato,0,1.0,12.0,78.05758805199034,65.86861626910434,,plate,0,0.2,30.0
903,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.45408490260047,24.00001721911624,,tomato,0,1.0,12.0,77.1790719709513,66.75783474358383,,plate,0,0.2,30.0
904,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.95408490260002,24.000016317206025,,tomato,0,1.0,12.0,76.30055588991226,67.64705321806332,,plate,0,0.2,30.0
905,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.45408490259956,24.000015415295834,,tomato,0,1.0,12.0,75.42203980887322,68.53627169254281,,plate,0,0.2,30.0
906,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.9540849025991,24.000014513385644,,tomato,0,1.0,12.0,74.54352372783418,69.4254901670223,,plate,0,0.2,30.0
907,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.45408490259865,24.000013611475453,,tomato,0,1.0,12.0,73.66500764679418,70.3147086415018,,plate,0,0.2,30.0
908,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.9540849025982,24.00001270956526,,tomato,0,1.0,12.0,72.78649156575383,71.20392711598129,,plate,0,0.2,30.0
909,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.45408490259774,24.00001180765507,,tomato,0,1.0,12.0,71.90627804155518,72.09145851305374,,plate,0,0.2,30.0
910,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.95408490259729,24.00001090574488,,tomato,0,1.0,12.0,71.02245745064515,72.97540487063623,,plate,0,0.2,30.0
911,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.45408490259683,24.00001000383469,,tomato,0,1.0,12.0,70.13863685973512,73.85935122821871,,plate,0,0.2,30.0
912,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.95408490259638,24.000009101924498,,tomato,0,1.0,12.0,69.25481626882508,74.7432975858012,,plate,0,0.2,30.0
913,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.45408490259592,24.000008200014307,,tomato,0,1.0,12.0,68.37099567791455,75.62724394338369,,plate,0,0.2,30.0
914,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.95408490259547,24.000007298104116,,tomato,0,1.0,12.0,67.48717508700315,76.51119030096618,,plate,0,0.2,30.0
915,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.45408490259501,24.000006396193925,,tomato,0,1.0,12.0,66.60335449609175,77.39513665854867,,plate,0,0.2,30.0
916,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.95408490259456,24.000005494283734,,tomato,0,1.0,12.0,65.71953390518036,78.27908301613115,,plate,0,0.2,30.0
917,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.4540849025941,24.000004592373543,,tomato,0,1.0,12.0,64.83571331426894,79.16302937371364,,plate,0,0.2,30.0
918,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.95408490259365,24.000003690463352,,tomato,0,1.0,12.0,63.95189272335759,80.04697573129613,,plate,0,0.2,30.0
919,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.4540849025932,24.00000278855316,,tomato,0,1.0,12.0,63.068072132446844,80.93092208887862,,plate,0,0.2,30.0
920,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.95408490259274,24.00000188664297,,tomato,0,1.0,12.0,62.1842515415361,81.81486844646045,,plate,0,0.2,30.0
921,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.45408490259229,24.00000098473278,,tomato,0,1.0,12.0,61.300430950625355,82.69881480404219,,plate,0,0.2,30.0
922,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.95408490259183,24.000000350122637,,tomato,0,1.0,12.0,60.41661035971461,83.5827611616239,,plate,0,0.2,30.0
923,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.45408490259138,24.00000033921261,,tomato,0,1.0,12.0,59.532789768803866,84.46670751920564,,plate,0,0.2,30.0
924,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.95408490259092,24.00000032830258,,tomato,0,1.0,12.0,58.64896917789312,85.35065387678736,,plate,0,0.2,30.0
925,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.45408490259047,24.00000031739255,,tomato,0,1.0,12.0,57.76514858698238,86.23460023436908,,plate,0,0.2,30.0
926,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.95408490259001,24.000000306482523,,tomato,0,1.0,12.0,56.88132799607163,87.11854659195082,,plate,0,0.2,30.0
927,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.45408490258956,24.000000295572494,,tomato,0,1.0,12.0,56.0,88.0,,plate,0,0.2,30.0
928,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.9540849025891,24.000000284662466,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
929,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.45408490258865,24.000000273752438,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
930,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.95408490258819,24.00000026284241,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
931,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.45408490258774,24.00000025193238,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
932,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.95408490258728,24.000000241022352,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
933,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.45408490258683,24.000000230112324,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
934,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.95408490258637,24.000000219202295,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
935,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.45408490258592,24.000000208292267,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
936,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.95408490258546,24.00000019738224,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
937,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.45408490258501,24.00000018647221,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
938,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.95408490258455,24.00000017556218,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
939,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.4540849025841,24.000000164652153,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
940,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.95408490258365,24.000000153742125,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
941,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.45408490258319,24.000000142832096,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
942,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.95408490258274,24.000000131922068,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
943,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.45408490258228,24.00000012101204,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
944,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.95408490258183,24.00000011010201,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
945,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.45408490258137,24.000000099191983,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
946,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.95408490258092,24.000000088281954,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
947,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.45408490258046,24.000000077371926,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
948,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.95408490258001,24.000000066461897,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
949,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.45408490257955,24.00000005555187,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
950,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.9540849025791,24.00000004464184,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
951,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.45408490257864,24.000000033731812,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
952,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.95408490257819,24.000000022821784,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
953,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.45408490257773,24.000000011911755,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
954,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,tomato,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
955,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
956,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
957,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
958,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,88.0,,,0,0.2,30.0
959,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.88388347648305,87.11611652351695,,,0,0.2,30.0
960,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,57.7677669529661,86.2322330470339,,,0,0.2,30.0
961,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,58.65165042944915,85.34834957055085,,,0,0.2,30.0
962,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,59.5355339059322,84.4644660940678,,,0,0.2,30.0
963,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,60.41941738241525,83.58058261758475,,,0,0.2,30.0
964,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,61.3033008588983,82.6966991411017,,,0,0.2,30.0
965,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,62.187184335381346,81.81281566461865,,,0,0.2,30.0
966,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,63.071067811864395,80.9289321881356,,,0,0.2,30.0
967,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,63.954951288347445,80.04504871165256,,,0,0.2,30.0
968,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,64.8388347648305,79.1611652351695,,,0,0.2,30.0
969,0,1,,0,2,tomato,2.3833333333333275,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,65.72271824131354,78.27728175868646,,,0,0.2,30.0
