tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,aaee1ce0ebaed94c_score,player_cf895221_x,player_cf895221_y,player_cf895221_move_target,player_cf895221_item,player_cf895221_score,player_cf895221_cut_speed,player_cf895221_speed,player_0adf82e8_x,player_0adf82e8_y,player_0adf82e8_move_target,player_0adf82e8_item,player_0adf82e8_score,player_0adf82e8_cut_speed,player_0adf82e8_speed,7b4fde9f83715fa4_score,764b88f71d5f23c6_message,c260de43986158df_score
355,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.6666666666666656,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
356,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.708333333333332,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
357,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
358,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.791666666666665,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
359,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.8333333333333317,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
360,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.8749999999999982,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
361,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
362,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.9583333333333313,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
363,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.999999999999998,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
364,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.0416666666666643,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
365,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.041666666666666664,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
366,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.08333333333333333,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
367,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
368,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
369,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
370,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,25.24999999999993,24.0,,,0,1.0,30.0,,,
371,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,26.499999999999858,24.0,,,0,1.0,30.0,,,
372,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,27.749999999999787,24.0,,,0,1.0,30.0,,,
373,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,28.999999999999716,24.0,,,0,1.0,30.0,,,
374,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,30.249999999999645,24.0,,,0,1.0,30.0,,,
375,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,31.499999999999574,24.0,,,0,1.0,30.0,,,
376,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,32.749999999999716,24.0,,,0,1.0,30.0,,,
377,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,34.0,24.0,,,0,1.0,30.0,,,
378,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,35.250000000000284,24.0,,,0,1.0,30.0,,,
379,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,36.50000000000057,24.0,,,0,1.0,30.0,,,
380,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,37.75000000000085,24.0,,,0,1.0,30.0,,,
381,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,39.00000000000114,24.0,,,0,1.0,30.0,,,
382,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,40.25000000000142,24.0,,,0,1.0,30.0,,,
383,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,41.500000000001705,24.0,,,0,1.0,30.0,,,
384,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,42.75000000000199,24.0,,,0,1.0,30.0,,,
385,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,44.000000000002274,24.0,,,0,1.0,30.0,,,
386,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,45.25000000000256,24.0,,,0,1.0,30.0,,,
387,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,46.50000000000284,24.0,,,0,1.0,30.0,,,
388,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,47.750000000003126,24.0,,,0,1.0,30.0,,,
389,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,49.00000000000341,24.0,,,0,1.0,30.0,,,
390,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,50.250000000003695,24.0,,,0,1.0,30.0,,,
391,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,51.50000000000398,24.0,,,0,1.0,30.0,,,
392,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,52.75000000000426,24.0,,,0,1.0,30.0,,,
393,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,54.00000000000455,24.0,,,0,1.0,30.0,,,
394,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,55.25000000000483,24.0,,,0,1.0,30.0,,,
395,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,56.500000000005116,24.0,,,0,1.0,30.0,,,
396,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,57.7500000000054,24.0,,,0,1.0,30.0,,,
397,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,59.000000000005684,24.0,,,0,1.0,30.0,,,
398,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,60.25000000000597,24.0,,,0,1.0,30.0,,,
399,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,61.50000000000625,24.0,,,0,1.0,30.0,,,
400,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,62.75000000000654,24.0,,,0,1.0,30.0,,,
401,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,64.00000000000682,24.0,,,0,1.0,30.0,,,
402,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,65.2500000000071,24.0,,,0,1.0,30.0,,,
403,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,66.50000000000739,24.0,,,0,1.0,30.0,,,
404,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,67.75000000000767,24.0,,,0,1.0,30.0,,,
405,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,69.00000000000796,24.0,,,0,1.0,30.0,,,
406,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,70.25000000000824,24.0,,,0,1.0,30.0,,,
407,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,71.50000000000853,24.0,,,0,1.0,30.0,,,
408,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,72.75000000000881,24.0,,,0,1.0,30.0,,,
409,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,74.0000000000091,24.0,,,0,1.0,30.0,,,
410,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,75.25000000000938,24.0,,,0,1.0,30.0,,,
411,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,76.50000000000966,24.0,,,0,1.0,30.0,,,
412,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,77.75000000000995,24.0,,,0,1.0,30.0,,,
413,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,79.00000000001023,24.0,,,0,1.0,30.0,,,
414,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,80.25000000001052,24.0,,,0,1.0,30.0,,,
415,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,81.5000000000108,24.0,,,0,1.0,30.0,,,
416,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,82.75000000001108,24.0,,,0,1.0,30.0,,,
417,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,84.00000000001137,24.0,,,0,1.0,30.0,,,
418,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,85.25000000001165,24.0,,,0,1.0,30.0,,,
419,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,86.50000000001194,24.0,,,0,1.0,30.0,,,
420,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,87.75000000001222,24.0,,,0,1.0,30.0,,,
421,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato_cut,0,1.0,30.0,89.0000000000125,24.0,,,0,1.0,30.0,,,
422,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,25.24999999999993,24.0,,tomato_cut,0,1.0,30.0,90.25000000001279,24.0,,,0,1.0,30.0,,,
423,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.499999999999858,24.0,,tomato_cut,0,1.0,30.0,91.50000000001307,24.0,,,0,1.0,30.0,,,
424,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,27.749999999999787,24.0,,tomato_cut,0,1.0,30.0,92.75000000001336,24.0,,,0,1.0,30.0,,,
425,train,False,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.999999999999716,24.0,,tomato_cut,0,1.0,30.0,94.00000000001364,24.0,,,0,1.0,30.0,,,
