tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,e7d5a2a3b2dcda64_score,player_61777212_x,player_61777212_y,player_61777212_move_target,player_61777212_item,player_61777212_score,player_61777212_cut_speed,player_61777212_speed,player_2469028c_x,player_2469028c_y,player_2469028c_move_target,player_2469028c_item,player_2469028c_score,player_2469028c_cut_speed,player_2469028c_speed,e1f5c5a2a184cb40_score,63a9805ec688bac1_message,dc1ec4982328be8a_score
1024,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000002690059073,84.55348909646014,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1025,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000229980076,85.05348909645969,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1026,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000001909542444,85.55348909645923,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1027,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000151928413,86.05348909645878,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1028,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000001129025815,86.55348909645832,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1029,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0000007387675,87.05348909645787,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1030,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000348509186,87.55348909645741,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1031,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0000001510125,88.05348909645696,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1032,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000146277443,88.5534890964565,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1033,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000141542387,89.05348909645605,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1034,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000013680733,89.55348909645559,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1035,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000132072273,90.05348909645514,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1036,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000127337216,90.55348909645468,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1037,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000012260216,91.05348909645423,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1038,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000117867103,91.55348909645377,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1039,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000113132046,92.05348909645332,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1040,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000010839699,92.55348909645286,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1041,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000103661932,93.05348909645241,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1042,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000098926876,93.55348909645195,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1043,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000009419182,94.0534890964515,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1044,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000089456762,94.55348909645105,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1045,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000084721705,95.05348909645059,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1046,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000007998665,95.55348909645014,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1047,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000007525159,96.05348909644968,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1048,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000007051666,96.55348909644923,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1049,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000006578178,97.05348909644877,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1050,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0000000610469,97.55348909644832,,,0,1.0,12.0,40.0,24.0,,tomato_salad,0,0.2,30.0,,,
1051,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000005631202,98.05348909644786,,,0,1.0,12.0,41.250000000000284,24.0,,tomato_salad,0,0.2,30.0,,,
1052,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000051577143,98.55348909644741,,,0,1.0,12.0,42.50000000000057,24.0,,tomato_salad,0,0.2,30.0,,,
1053,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000046842263,99.05348909644695,,,0,1.0,12.0,43.75000000000085,24.0,,tomato_salad,0,0.2,30.0,,,
1054,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000042107384,99.5534890964465,,,0,1.0,12.0,45.00000000000114,24.0,,tomato_salad,0,0.2,30.0,,,
1055,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000037372505,100.05348909644604,,,0,1.0,12.0,46.25000000000142,24.0,,tomato_salad,0,0.2,30.0,,,
1056,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000032637626,100.55348909644559,,,0,1.0,12.0,47.500000000001705,24.0,,tomato_salad,0,0.2,30.0,,,
1057,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000027902747,101.05348909644513,,,0,1.0,12.0,48.75000000000199,24.0,,tomato_salad,0,0.2,30.0,,,
1058,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000023167868,101.55348909644468,,,0,1.0,12.0,50.000000000002274,24.0,,tomato_salad,0,0.2,30.0,,,
1059,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000001843299,102.05348909644422,,,0,1.0,12.0,51.25000000000256,24.0,,tomato_salad,0,0.2,30.0,,,
1060,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000001369811,102.55348909644377,,,0,1.0,12.0,52.50000000000284,24.0,,tomato_salad,0,0.2,30.0,,,
1061,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000896323,103.05348909644331,,,0,1.0,12.0,53.750000000003126,24.0,,tomato_salad,0,0.2,30.0,,,
1062,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000422835,103.55348909644286,,,0,1.0,12.0,55.00000000000341,24.0,,tomato_salad,0,0.2,30.0,,,
1063,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000001832134,104.0534890964424,,,0,1.0,12.0,56.250000000003695,24.0,,tomato_salad,0,0.2,30.0,,,
1064,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000177458,104.55348909644195,,,0,1.0,12.0,57.50000000000398,24.0,,tomato_salad,0,0.2,30.0,,,
1065,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000001717027,105.0534890964415,,,0,1.0,12.0,58.75000000000426,24.0,,tomato_salad,0,0.2,30.0,,,
1066,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000001659473,105.55348909644104,,,0,1.0,12.0,60.00000000000455,24.0,,tomato_salad,0,0.2,30.0,,,
1067,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000160192,106.05348909644059,,,0,1.0,12.0,61.25000000000483,24.0,,tomato_salad,0,0.2,30.0,,,
1068,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000001544365,106.55348909644013,,,0,1.0,12.0,62.500000000005116,24.0,,tomato_salad,0,0.2,30.0,,,
1069,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000148681,107.05348909643968,,,0,1.0,12.0,63.7500000000054,24.0,,tomato_salad,0,0.2,30.0,,,
1070,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000001429257,107.55348909643922,,,0,1.0,12.0,65.00000000000568,24.0,,tomato_salad,0,0.2,30.0,,,
1071,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000001371703,108.05348909643877,,,0,1.0,12.0,66.25000000000597,24.0,,tomato_salad,0,0.2,30.0,,,
1072,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000131415,108.55348909643831,,,0,1.0,12.0,67.50000000000625,24.0,,tomato_salad,0,0.2,30.0,,,
1073,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000001256595,109.05348909643786,,,0,1.0,12.0,68.75000000000654,24.0,,tomato_salad,0,0.2,30.0,,,
1074,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000119904,109.5534890964374,,,0,1.0,12.0,70.00000000000682,24.0,,tomato_salad,0,0.2,30.0,,,
1075,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000001141487,110.05348909643695,,,0,1.0,12.0,71.2500000000071,24.0,,tomato_salad,0,0.2,30.0,,,
1076,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000108401,110.5534890964365,,,0,1.0,12.0,72.29803951736653,24.49189088134284,,tomato_salad,0,0.2,30.0,,,
1077,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000001026635,111.05348909643604,,,0,1.0,12.0,73.18739579836529,25.37026745516934,,tomato_salad,0,0.2,30.0,,,
1078,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000096926,111.55348909643558,,,0,1.0,12.0,74.07675207936404,26.24864402899584,,tomato_salad,0,0.2,30.0,,,
1079,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000911882,112.05348909643513,,,0,1.0,12.0,74.9661083603628,27.12702060282234,,tomato_salad,0,0.2,30.0,,,
1080,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000854506,112.55348909643467,,,0,1.0,12.0,75.85546464136155,28.00539717664884,,tomato_salad,0,0.2,30.0,,,
1081,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.00000000079713,113.05348909643422,,,0,1.0,12.0,76.7448209223603,28.883773750475342,,tomato_salad,0,0.2,30.0,,,
1082,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000739753,113.55348909643376,,,0,1.0,12.0,77.63417720335906,29.762150324301842,,tomato_salad,0,0.2,30.0,,,
1083,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000682377,114.05348909643331,,,0,1.0,12.0,78.52353348435781,30.640526898128343,,tomato_salad,0,0.2,30.0,,,
1084,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000625,114.55348909643286,,,0,1.0,12.0,79.41288976535657,31.518903471954843,,tomato_salad,0,0.2,30.0,,,
1085,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000567624,115.0534890964324,,,0,1.0,12.0,80.30224604635532,32.39728004578134,,tomato_salad,0,0.2,30.0,,,
1086,train,True,0,1,tomato,2.4999999999999996,2,0,2,,0.0,0,1,0,None_cut,3.299999999999991,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.000000000510248,115.55348909643195,,,0,1.0,12.0,81.19160232735408,33.275656619607844,,tomato_salad,0,0.2,30.0,,,
