tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,788c26c8958953f3_score,player_265b6013_x,player_265b6013_y,player_265b6013_move_target,player_265b6013_item,player_265b6013_score,player_265b6013_cut_speed,player_265b6013_speed,player_4857e50c_x,player_4857e50c_y,player_4857e50c_move_target,player_4857e50c_item,player_4857e50c_score,player_4857e50c_cut_speed,player_4857e50c_speed,6ee8c79efa730821_score,4472fd1d4e3946b1_message,8c9af0cd6a948515_score
1244,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.735111026322045,28.318200085849046,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1245,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.086461655852645,27.96245757344933,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1246,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.437812285383245,27.606715061049616,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1247,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.789162914913845,27.2509725486499,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1248,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.140513544444445,26.895230036250187,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1249,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.491864173975046,26.53948752385047,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1250,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.843214803505646,26.183745011450757,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1251,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.194565433036246,25.828002499051042,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1252,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.545916062566846,25.472259986651327,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1253,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.897266692097446,25.116517474251612,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1254,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.248617321628046,24.760774961851897,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1255,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.599967951158646,24.405032449452182,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1256,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.013735514180425,24.196125625563692,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1257,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.51369789011859,24.18999189533383,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1258,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.01366026605676,24.183858165103967,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1259,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.51362264199493,24.177724434874104,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1260,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.013585017933096,24.17159070464424,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1261,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.513547393871264,24.16545697441438,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1262,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,43.01350976980943,24.159323244184517,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1263,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,43.5134721457476,24.153189513954654,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1264,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.01343452168577,24.14705578372479,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1265,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.513396897623934,24.14092205349493,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1266,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.0133592735621,24.134788323265067,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1267,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.51332164950027,24.128654593035204,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1268,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.01328402543844,24.12252086280534,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1269,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.513246401376605,24.11638713257548,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1270,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.01320877731477,24.110253402345617,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1271,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.51317115325294,24.104119672115754,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1272,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.01313352919111,24.09798594188589,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1273,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.513095905129276,24.09185221165603,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1274,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.013058281067444,24.085718481426166,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1275,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.51302065700561,24.079584751196304,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1276,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,50.01298303294378,24.07345102096644,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1277,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,50.51294540888195,24.06731729073658,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1278,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.012907784820115,24.061183560506716,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1279,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.51287016075828,24.055049830276854,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1280,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.01283253669645,24.04891610004699,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1281,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.51279491263462,24.04278236981713,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1282,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.012757288572786,24.036648639587266,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1283,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.51271966451095,24.030514909357404,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1284,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.01268204044912,24.02438117912754,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1285,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.51264441638729,24.01824744889768,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1286,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.01260679232546,24.012113718667816,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1287,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.512569168263624,24.005979988437954,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1288,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.01254734395924,24.002391018162168,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1289,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.512547338367526,24.002316240203765,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1290,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.01254733277581,24.00224146224536,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1291,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.512547327184095,24.00216668428696,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1292,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.01254732159238,24.002091906328555,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1293,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.51254731600066,24.002017128370152,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1294,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.01254731040895,24.00194235041175,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1295,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.51254730481723,24.001867572453346,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1296,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.01254729922552,24.001792794494943,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1297,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.5125472936338,24.00171801653654,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1298,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.012547288042086,24.001643238578175,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1299,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.51254728245037,24.00156846061995,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1300,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.012547276858655,24.001493682661724,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1301,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.51254727126694,24.0014189047035,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1302,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.012547265675224,24.001344126745273,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1303,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.51254726008351,24.001269348787048,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1304,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.01254725449178,24.001194570828822,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1305,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.51254724889935,24.001119792870597,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1306,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.01254724330693,24.00104501491237,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1307,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.5125472377145,24.000970236954146,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1308,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.01254723212207,24.00089545899592,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1309,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.51254722652965,24.000820681037695,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
1310,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.01254722093722,24.00074590307947,,tomato_salad,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0,,,
