tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d7be2e5b362066ab_score,player_108f7b2c_x,player_108f7b2c_y,player_108f7b2c_move_target,player_108f7b2c_item,player_108f7b2c_score,player_108f7b2c_cut_speed,player_108f7b2c_speed,player_d9bb93d3_x,player_d9bb93d3_y,player_d9bb93d3_move_target,player_d9bb93d3_item,player_d9bb93d3_score,player_d9bb93d3_cut_speed,player_d9bb93d3_speed
1107,0,1,,0,2,tomato,2.483333333333327,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.09188309203387,52.90811690796613,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1108,0,1,,0,2,tomato,2.4916666666666605,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.44543648262709,52.55456351737291,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1109,0,1,,0,2,tomato,2.499999999999994,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.79898987322031,52.20101012677969,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1110,0,1,,0,2,tomato,2.508333333333327,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.15254326381353,51.84745673618647,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1111,0,1,,0,2,tomato,2.5166666666666604,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.50609665440675,51.49390334559325,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1112,0,1,,0,2,tomato,2.5249999999999937,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.85965004499997,51.14034995500003,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1113,0,1,,0,2,tomato,2.533333333333327,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.21320343559319,50.786796564406814,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1114,0,1,,0,2,tomato,2.5416666666666603,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.5667568261864,50.433243173813594,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1115,0,1,,0,2,tomato,2.5499999999999936,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.92031021677963,50.079689783220374,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1116,0,1,,0,2,tomato,2.558333333333327,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.27386360737285,49.726136392627154,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1117,0,1,,0,2,tomato,2.56666666666666,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.62741699796607,49.372583002033934,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1118,0,1,,0,2,tomato,2.5749999999999935,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.98097038855929,49.019029611440715,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1119,0,1,,0,2,tomato,2.583333333333327,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.3345237791525,48.665476220847495,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1120,0,1,,0,2,tomato,2.59166666666666,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.68807716974572,48.311922830254275,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1121,0,1,,0,2,tomato,2.5999999999999934,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.04163056033894,47.958369439661055,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1122,0,1,,0,2,tomato,2.6083333333333267,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.39518395093216,47.604816049067836,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1123,0,1,,0,2,tomato,2.61666666666666,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.74873734152538,47.251262658474616,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1124,0,1,,0,2,tomato,2.6249999999999933,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.1022907321186,46.897709267881396,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1125,0,1,,0,2,tomato,2.6333333333333266,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.45584412271182,46.544155877288176,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1126,0,1,,0,2,tomato,2.64166666666666,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.80939751330504,46.19060248669496,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1127,0,1,,0,2,tomato,2.6499999999999932,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.16295090389826,45.83704909610174,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1128,0,1,,0,2,tomato,2.6583333333333266,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.51650429449148,45.48349570550852,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1129,0,1,,0,2,tomato,2.66666666666666,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.8700576850847,45.1299423149153,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1130,0,1,,0,2,tomato,2.674999999999993,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.22361107567792,44.77638892432208,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1131,0,1,,0,2,tomato,2.6833333333333265,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.57716446627114,44.42283553372886,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1132,0,1,,0,2,tomato,2.6916666666666598,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.93071785686436,44.06928214313564,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1133,0,1,,0,2,tomato,2.699999999999993,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.28427124745758,43.71572875254242,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1134,0,1,,0,2,tomato,2.7083333333333264,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.6378246380508,43.3621753619492,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1135,0,1,,0,2,tomato,2.7166666666666597,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.99137802864402,43.00862197135598,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1136,0,1,,0,2,tomato,2.724999999999993,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.34493141923724,42.65506858076276,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1137,0,1,,0,2,tomato,2.7333333333333263,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.69848480983046,42.30151519016954,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1138,0,1,,0,2,tomato,2.7416666666666596,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.05203820042368,41.94796179957632,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1139,0,1,,0,2,tomato,2.749999999999993,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.4055915910169,41.5944084089831,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1140,0,1,,0,2,tomato,2.758333333333326,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.75914498161012,41.24085501838988,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1141,0,1,,0,2,tomato,2.7666666666666595,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.11269837220334,40.88730162779666,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1142,0,1,,0,2,tomato,2.774999999999993,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.46625176279656,40.53374823720344,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1143,0,1,,0,2,tomato,2.783333333333326,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.81980515338978,40.18019484661022,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1144,0,1,,0,2,tomato,2.783333333333326,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.173358543983,39.826641456017,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1145,0,1,,0,2,tomato,2.783333333333326,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.52691193457622,39.47308806542378,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1146,0,1,,0,2,tomato,2.783333333333326,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.88046532516944,39.11953467483056,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1147,0,1,,0,2,tomato,2.783333333333326,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.23401871576266,38.76598128423734,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1148,0,1,,0,2,tomato,2.7916666666666594,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.58757210635588,38.41242789364412,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1149,0,1,,0,2,tomato,2.7999999999999927,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.9411254969491,38.0588745030509,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1150,0,1,,0,2,tomato,2.808333333333326,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.29467888754232,37.70532111245768,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1151,0,1,,0,2,tomato,2.8166666666666593,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.64823227813554,37.35176772186446,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1152,0,1,,0,2,tomato,2.8249999999999926,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.00178566872876,36.99821433127124,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1153,0,1,,0,2,tomato,2.833333333333326,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.35533905932198,36.64466094067802,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1154,0,1,,0,2,tomato,2.8416666666666592,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.7088924499152,36.2911075500848,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1155,0,1,,0,2,tomato,2.8499999999999925,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.06244584050842,35.93755415949158,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1156,0,1,,0,2,tomato,2.858333333333326,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.41599923110164,35.58400076889836,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1157,0,1,,0,2,tomato,2.866666666666659,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.76955262169486,35.23044737830514,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1158,0,1,,0,2,tomato,2.8749999999999925,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.12310601228808,34.876893987711924,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1159,0,1,,0,2,tomato,2.8833333333333258,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.4766594028813,34.523340597118704,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1160,0,1,,0,2,tomato,2.891666666666659,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.83021279347452,34.169787206525484,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1161,0,1,,0,2,tomato,2.8999999999999924,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.18376618406774,33.816233815932264,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1162,0,1,,0,2,tomato,2.9083333333333257,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.53731957466096,33.462680425339045,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1163,0,1,,0,2,tomato,2.916666666666659,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.89087296525418,33.109127034745825,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1164,0,1,,0,2,tomato,2.9249999999999923,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.2444263558474,32.755573644152605,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1165,0,1,,0,2,tomato,2.9333333333333256,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.59797974644061,32.402020253559385,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1166,0,1,,0,2,tomato,2.941666666666659,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.95153313703383,32.048466862966166,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1167,0,1,,0,2,tomato,2.949999999999992,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.30508652762705,31.694913472372946,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1168,0,1,,0,2,tomato,2.9583333333333255,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.65863991822027,31.341360081779726,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1169,0,1,,0,2,tomato,2.966666666666659,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.0121933088135,30.987806691186506,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1170,0,1,,0,2,tomato,2.974999999999992,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.36574669940671,30.634253300593286,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1171,0,1,,0,2,tomato,2.9833333333333254,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.71930008999993,30.280699910000067,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1172,0,1,,0,2,tomato,2.9916666666666587,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.07285348059315,29.927146519406847,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1173,0,1,,0,2,tomato,2.999999999999992,2,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.42640687118637,29.573593128813627,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1174,0,1,,0,2,tomato_cut,3.0083333333333253,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.77996026177959,29.220039738220407,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1175,0,1,,0,2,tomato_cut,3.0166666666666586,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.13351365237281,28.866486347627188,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1176,0,1,,0,2,tomato_cut,3.024999999999992,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.48706704296603,28.512932957033968,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1177,0,1,,0,2,tomato_cut,3.033333333333325,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.84062043355925,28.159379566440748,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1178,0,1,,0,2,tomato_cut,3.033333333333325,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.19417382415247,27.80582617584753,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1179,0,1,,0,2,tomato_cut,3.033333333333325,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.54772721474569,27.45227278525431,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1180,0,1,,0,2,tomato_cut,3.033333333333325,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.90128060533891,27.09871939466109,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1181,0,1,,0,2,tomato_cut,3.033333333333325,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.25483399593213,26.74516600406787,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1182,0,1,,0,2,tomato_cut,3.033333333333325,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.60838738652535,26.39161261347465,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1183,0,1,,0,2,tomato_cut,3.033333333333325,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.96194077711857,26.03805922288143,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1184,0,1,,0,2,tomato_cut,3.033333333333325,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.31549416771179,25.68450583228821,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1185,0,1,,0,2,tomato_cut,3.033333333333325,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.66904755830501,25.33095244169499,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1186,0,1,,0,2,tomato_cut,3.033333333333325,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.02260094889823,24.97739905110177,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
