tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,35ea100cad7f6061_score,player_3ac61f2a_x,player_3ac61f2a_y,player_3ac61f2a_move_target,player_3ac61f2a_item,player_3ac61f2a_score,player_3ac61f2a_cut_speed,player_3ac61f2a_speed,player_8d4cab8a_x,player_8d4cab8a_y,player_8d4cab8a_move_target,player_8d4cab8a_item,player_8d4cab8a_score,player_8d4cab8a_cut_speed,player_8d4cab8a_speed
353,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.09028439727999,96.18717210457402,,,0,1.0,12.0,62.02164212132918,49.90308735215524,,tomato,0,0.2,30.0
354,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.39191827048384,96.58594146966675,,,0,1.0,12.0,61.14326554750268,50.792443633154704,,tomato,0,0.2,30.0
355,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.6935521436877,96.98471083475948,,,0,1.0,12.0,60.26488897367618,51.68179991415417,,tomato,0,0.2,30.0
356,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.99518601689155,97.38348019985222,,,0,1.0,12.0,59.38651239984968,52.57115619515362,,tomato,0,0.2,30.0
357,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.296819890095406,97.78224956494495,,,0,1.0,12.0,58.50813582602318,53.46051247615258,,tomato,0,0.2,30.0
358,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.59845376329926,98.18101893003768,,,0,1.0,12.0,57.62975925219668,54.34986875715155,,tomato,0,0.2,30.0
359,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.900087636503116,98.57978829513041,,,0,1.0,12.0,56.75138267837018,55.23922503815051,,tomato,0,0.2,30.0
360,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.20172150970697,98.97855766022315,,,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
361,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.503355382910826,99.37732702531588,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
362,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.80498925611468,99.77609639040861,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
363,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.106623129318535,100.17486575550134,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
364,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.40825700252239,100.57363512059361,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
365,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.709890875726245,100.97240448568532,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
366,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.0115247489301,101.37117385077701,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
367,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.313158622133955,101.76994321586872,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
368,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.61479249533781,102.16871258096042,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
369,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.916426368541664,102.56748194605211,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
370,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.21806024174552,102.96625131114382,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
371,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.519694114949374,103.36502067623552,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
372,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.82132798815323,103.76379004132723,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
373,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.17310482781576,103.48892138648903,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
374,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.53045310819593,103.13920406276974,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
375,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.887801388576094,102.78948673905045,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
376,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.24514966895626,102.43976941533116,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
377,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.602497949336424,102.09005209161187,,,0,1.0,12.0,56.88388347648305,55.11611652351695,,,0,0.2,30.0
378,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.95984622971659,101.74033476789258,,,0,1.0,12.0,57.7677669529661,54.2322330470339,,,0,0.2,30.0
379,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.317194510096755,101.39061744417329,,,0,1.0,12.0,58.65165042944915,53.34834957055085,,,0,0.2,30.0
380,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.67454279047692,101.040900120454,,,0,1.0,12.0,59.5355339059322,52.4644660940678,,,0,0.2,30.0
381,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.031891070857085,100.69118279673471,,,0,1.0,12.0,60.41941738241525,51.58058261758475,,,0,0.2,30.0
382,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.38923935123725,100.34146547301542,,,0,1.0,12.0,61.3033008588983,50.6966991411017,,,0,0.2,30.0
383,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.746587631617416,99.99174814929613,,,0,1.0,12.0,62.187184335381346,49.812815664618654,,,0,0.2,30.0
384,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.10393591199758,99.64203082557684,,,0,1.0,12.0,63.071067811864395,48.928932188135605,,,0,0.2,30.0
385,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.46128419237775,99.29231350185755,,,0,1.0,12.0,63.954951288347445,48.045048711652555,,,0,0.2,30.0
386,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.81863247275791,98.94259617813826,,,0,1.0,12.0,64.8388347648305,47.161165235169506,,,0,0.2,30.0
387,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.17598075313808,98.59287885441897,,,0,1.0,12.0,65.72271824131354,46.277281758686456,,,0,0.2,30.0
388,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.53332903351824,98.24316153069968,,,0,1.0,12.0,66.6066017177966,45.39339828220341,,,0,0.2,30.0
389,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.89067731389841,97.89344420698039,,,0,1.0,12.0,67.49048519427964,44.50951480572036,,,0,0.2,30.0
390,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.24802559427857,97.5437268832611,,,0,1.0,12.0,68.37436867076269,43.62563132923731,,,0,0.2,30.0
391,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.60537387465874,97.19400955954181,,,0,1.0,12.0,69.25825214724574,42.74174785275426,,,0,0.2,30.0
392,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.962722155038904,96.84429223582252,,,0,1.0,12.0,70.14213562372879,41.85786437627121,,,0,0.2,30.0
393,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.32007043541907,96.49457491210323,,,0,1.0,12.0,71.02601910021184,40.97398089978816,,,0,0.2,30.0
394,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.677418715799234,96.14485758838394,,,0,1.0,12.0,71.95382555869026,40.19434681531624,,,0,0.2,30.0
395,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.0347669961794,95.79514026466465,,,0,1.0,12.0,73.20373388513468,40.179208272259245,,,0,0.2,30.0
396,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.392115276559565,95.44542294094536,,,0,1.0,12.0,74.45364221157911,40.164069729202254,,,0,0.2,30.0
397,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.74946355693973,95.09570561722607,,,0,1.0,12.0,75.70355053802353,40.14893118614526,,,0,0.2,30.0
398,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.106811837319896,94.74598829350678,,,0,1.0,12.0,76.95345886446796,40.13379264308827,,,0,0.2,30.0
399,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.46416011770006,94.3962709697875,,,0,1.0,12.0,78.20336719091239,40.11865410003128,,,0,0.2,30.0
400,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.821508398080226,94.0465536460682,,,0,1.0,12.0,79.45327551735681,40.10351555697429,,,0,0.2,30.0
401,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.17885667846039,93.69683632234891,,,0,1.0,12.0,80.70318384380124,40.088377013917295,,,0,0.2,30.0
402,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.53620495884056,93.34711899862963,,,0,1.0,12.0,81.95309217024567,40.0732384708603,,,0,0.2,30.0
403,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.893553239220466,92.99740167491034,,,0,1.0,12.0,83.2030004966901,40.05809992780313,,,0,0.2,30.0
404,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.250901519599964,92.64768435119105,,,0,1.0,12.0,84.45290882313452,40.04296138474578,,,0,0.2,30.0
405,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.60824979997947,92.29796702747176,,,0,1.0,12.0,85.70281714957895,40.027822841688426,,,0,0.2,30.0
406,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.96559808035897,91.94824970375247,,,0,1.0,12.0,86.95272547602337,40.01268429863107,,,0,0.2,30.0
407,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.32294636073848,91.59853238003318,,,0,1.0,12.0,88.08721304983902,39.72126494341936,,,0,0.2,30.0
408,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.680294641117975,91.24881505631389,,,0,1.0,12.0,88.97643152431851,38.84274886237961,,,0,0.2,30.0
409,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.03764292149748,90.8990977325946,,,0,1.0,12.0,89.865649998798,37.96423278133986,,,0,0.2,30.0
410,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.394991201876984,90.54938040887531,,,0,1.0,12.0,90.7548684732775,37.08571670030011,,,0,0.2,30.0
411,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.75233948225649,90.19966308515602,,,0,1.0,12.0,91.64408694775699,36.20720061926036,,,0,0.2,30.0
412,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.10968776263599,89.84994576143673,,,0,1.0,12.0,92.53330542223648,35.328684538220614,,,0,0.2,30.0
413,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.46703604301549,89.50022843771744,,,0,1.0,12.0,93.42252389671597,34.450168457180865,,,0,0.2,30.0
414,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.824384323394995,89.15051111399815,,,0,1.0,12.0,94.31174237119546,33.57165237614112,,,0,0.2,30.0
415,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.1817326037745,88.80079379027886,,,0,1.0,12.0,95.20096084567496,32.69313629510137,,,0,0.2,30.0
416,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.539080884154004,88.45107646655957,,,0,1.0,12.0,96.09017932015445,31.814620214061698,,,0,0.2,30.0
417,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.895454400522404,88.10037367432916,,,0,1.0,12.0,96.97939779463394,30.936104133022305,,,0,0.2,30.0
418,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.24905358855151,87.74686608710557,,,0,1.0,12.0,97.86861626911343,30.05758805198291,,,0,0.2,30.0
419,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.60265277658062,87.39335849988198,,,0,1.0,12.0,98.75783474359292,29.179071970943518,,,0,0.2,30.0
420,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.95625196460973,87.0398509126584,,,0,1.0,12.0,99.64705321807241,28.300555889904125,,,0,0.2,30.0
421,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.309851152638835,86.6863433254348,,,0,1.0,12.0,100.5362716925519,27.4220398088646,,,0,0.2,30.0
422,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.66345034066794,86.33283573821122,,,0,1.0,12.0,101.4254901670314,26.54352372782485,,,0,0.2,30.0
423,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.01704952869705,85.97932815098763,,,0,1.0,12.0,102.31470864151089,25.665007646785103,,,0,0.2,30.0
424,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.37064871672616,85.62582056376404,,,0,1.0,12.0,103.20392711599006,24.786491565745354,,,0,0.2,30.0
425,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.724247904755266,85.27231297654045,,,0,1.0,12.0,104.0,24.0,,,0,0.2,30.0
426,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.077847092784374,84.91880538931686,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
427,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.43144628081348,84.56529780209327,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
428,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.78504546884259,84.21179021486968,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
429,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.1386446568717,83.85828262764609,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
430,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.492243844900806,83.5047750404225,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
431,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.84584303292991,83.15126745319891,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
432,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.19944222095902,82.79775986597532,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
433,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.55304140898813,82.44425227875173,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
434,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.90664059701724,82.09074469152814,,,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
