tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,6184777180219a1f_score,player_dffe9a8c_x,player_dffe9a8c_y,player_dffe9a8c_move_target,player_dffe9a8c_item,player_dffe9a8c_score,player_dffe9a8c_cut_speed,player_dffe9a8c_speed,player_7ea5f567_x,player_7ea5f567_y,player_7ea5f567_move_target,player_7ea5f567_item,player_7ea5f567_score,player_7ea5f567_cut_speed,player_7ea5f567_speed
968,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,88.01268429863147,54.95272547601476,,plate,0,1.0,30.0
969,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,87.72126494341975,56.08721304982993,,plate,0,1.0,30.0
970,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,86.84274886238072,56.97643152430942,,plate,0,1.0,30.0
971,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,85.96423278134168,57.86564999878891,,plate,0,1.0,30.0
972,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,85.08571670030264,58.7548684732684,,plate,0,1.0,30.0
973,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,84.2072006192636,59.644086947747894,,plate,0,1.0,30.0
974,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,83.32868453822456,60.533305422227386,,plate,0,1.0,30.0
975,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,82.45016845718553,61.42252389670688,,plate,0,1.0,30.0
976,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,81.57165237614649,62.31174237118637,,plate,0,1.0,30.0
977,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,80.69313629510745,63.20096084566586,,plate,0,1.0,30.0
978,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,79.81462021406841,64.09017932014535,,plate,0,1.0,30.0
979,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,70.74999999999972,,,0,1.0,30.0,78.93610413302937,64.97939779462484,,plate,0,1.0,30.0
980,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,69.49999999999943,,,0,1.0,30.0,78.05758805199034,65.86861626910434,,plate,0,1.0,30.0
981,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,68.24999999999915,,,0,1.0,30.0,77.1790719709513,66.75783474358383,,plate,0,1.0,30.0
982,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,66.99999999999886,,,0,1.0,30.0,76.30055588991226,67.64705321806332,,plate,0,1.0,30.0
983,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,65.74999999999858,,,0,1.0,30.0,75.42203980887322,68.53627169254281,,plate,0,1.0,30.0
984,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,64.4999999999983,,,0,1.0,30.0,74.54352372783418,69.4254901670223,,plate,0,1.0,30.0
985,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,63.24999999999801,,,0,1.0,30.0,73.66500764679418,70.3147086415018,,plate,0,1.0,30.0
986,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,61.999999999997726,,,0,1.0,30.0,72.78649156575383,71.20392711598129,,plate,0,1.0,30.0
987,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,60.74999999999744,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
988,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,59.49999999999716,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
989,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,58.249999999996874,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
990,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,56.99999999999659,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
991,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,55.749999999996305,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
992,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,54.49999999999602,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
993,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,53.24999999999574,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
994,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,51.99999999999545,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
995,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,50.74999999999517,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
996,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,49.499999999994884,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
997,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,48.2499999999946,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
998,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,46.999999999994316,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
999,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,45.74999999999403,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
1000,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,44.49999999999375,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
1001,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,43.24999999999346,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
1002,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,41.99999999999318,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
1003,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.749999999992895,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
1004,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
1005,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
1006,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
1007,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
1008,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
1009,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,72.0,72.0,,plate,0,1.0,30.0
1010,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,72.88388347648305,71.11611652351695,,plate,0,1.0,30.0
1011,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,73.7677669529661,70.2322330470339,,plate,0,1.0,30.0
1012,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,74.65165042944915,69.34834957055085,,plate,0,1.0,30.0
1013,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,75.5355339059322,68.4644660940678,,plate,0,1.0,30.0
1014,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,76.41941738241525,67.58058261758475,,plate,0,1.0,30.0
1015,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,77.3033008588983,66.6966991411017,,plate,0,1.0,30.0
1016,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,78.18718433538135,65.81281566461865,,plate,0,1.0,30.0
1017,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,79.0710678118644,64.9289321881356,,plate,0,1.0,30.0
1018,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,79.95495128834744,64.04504871165256,,plate,0,1.0,30.0
1019,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,80.8388347648305,63.161165235169506,,plate,0,1.0,30.0
1020,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,81.72271824131354,62.277281758686456,,plate,0,1.0,30.0
1021,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,82.6066017177966,61.39339828220341,,plate,0,1.0,30.0
1022,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,83.49048519427964,60.50951480572036,,plate,0,1.0,30.0
1023,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,84.37436867076269,59.62563132923731,,plate,0,1.0,30.0
1024,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,85.25825214724574,58.74174785275426,,plate,0,1.0,30.0
1025,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,86.14213562372879,57.85786437627121,,plate,0,1.0,30.0
1026,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.02601910021184,56.97398089978816,,plate,0,1.0,30.0
1027,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.80565318468376,56.04617444130983,,plate,0,1.0,30.0
1028,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.82079172774075,54.796266114866114,,plate,0,1.0,30.0
1029,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.83593027079775,53.5463577884224,,plate,0,1.0,30.0
1030,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.85106881385474,52.29644946197868,,plate,0,1.0,30.0
1031,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.86620735691173,51.046541135534966,,plate,0,1.0,30.0
1032,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.88134589996872,49.79663280909125,,plate,0,1.0,30.0
1033,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.89648444302571,48.546724482647534,,plate,0,1.0,30.0
1034,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.9116229860827,47.29681615620382,,plate,0,1.0,30.0
1035,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.9267615291397,46.0469078297601,,plate,0,1.0,30.0
1036,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.94190007219669,44.796999503316385,,plate,0,1.0,30.0
1037,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.95703861525368,43.54709117687267,,plate,0,1.0,30.0
1038,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.97217715831083,42.29718285042895,,plate,0,1.0,30.0
1039,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0,,tomato,0,1.0,30.0,87.98731570136853,41.04727452398524,,plate,0,1.0,30.0
