tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,7572ead2611e3f46_score,player_12bc0d7b_x,player_12bc0d7b_y,player_12bc0d7b_move_target,player_12bc0d7b_item,player_12bc0d7b_score,player_12bc0d7b_cut_speed,player_12bc0d7b_speed,player_71c8c65e_x,player_71c8c65e_y,player_71c8c65e_move_target,player_71c8c65e_item,player_71c8c65e_score,player_71c8c65e_cut_speed,player_71c8c65e_speed
1167,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.066666666666662,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.22003973822041,66.77996026177959,,plate,0,1.0,12.0,24.0,46.25000000000142,,,0,0.2,30.0
1168,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.066666666666662,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.86648634762719,67.13351365237281,,plate,0,1.0,12.0,24.0,47.500000000001705,,,0,0.2,30.0
1169,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.066666666666662,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.51293295703397,67.48706704296603,,plate,0,1.0,12.0,24.0,48.75000000000199,,,0,0.2,30.0
1170,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.066666666666662,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.15937956644075,67.84062043355925,,plate,0,1.0,12.0,24.0,50.000000000002274,,,0,0.2,30.0
1171,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.066666666666662,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.80582617584753,68.19417382415247,,plate,0,1.0,12.0,24.0,51.25000000000256,,,0,0.2,30.0
1172,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.066666666666662,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.45227278525431,68.54772721474569,,plate,0,1.0,12.0,24.0,52.50000000000284,,,0,0.2,30.0
1173,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.066666666666662,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.09871939466109,68.90128060533891,,plate,0,1.0,12.0,24.0,53.750000000003126,,,0,0.2,30.0
1174,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.066666666666662,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.74516600406787,69.25483399593213,,plate,0,1.0,12.0,24.0,55.00000000000341,,,0,0.2,30.0
1175,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.066666666666662,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.39161261347465,69.60838738652535,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1176,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.066666666666662,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.03805922288143,69.96194077711857,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1177,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.0749999999999953,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.68450583228821,70.31549416771179,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1178,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.0833333333333286,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.33095244169499,70.66904755830501,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1179,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.091666666666662,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.97739905110177,71.02260094889823,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1180,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.099999999999995,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.62384566050855,71.37615433949145,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1181,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.1083333333333285,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.27029226991533,71.72970773008467,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1182,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.116666666666662,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1183,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.124999999999995,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1184,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.1333333333333284,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1185,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.1416666666666617,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1186,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.149999999999995,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1187,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.1583333333333283,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1188,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.1666666666666616,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1189,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.174999999999995,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1190,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.1833333333333282,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1191,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.1916666666666615,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1192,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.199999999999995,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1193,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.208333333333328,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1194,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.2166666666666615,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1195,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.2249999999999948,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1196,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.233333333333328,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1197,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.2416666666666614,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1198,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.2499999999999947,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1199,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.258333333333328,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1200,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.2666666666666613,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1201,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.2749999999999946,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1202,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.283333333333328,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1203,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.291666666666661,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1204,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.2999999999999945,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1205,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.308333333333328,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1206,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.316666666666661,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1207,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.3249999999999944,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1208,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.3333333333333277,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1209,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.341666666666661,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1210,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.3499999999999943,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1211,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.3583333333333276,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1212,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.366666666666661,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1213,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.3749999999999942,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1214,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.3833333333333275,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1215,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.391666666666661,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1216,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.399999999999994,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1217,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.4083333333333274,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1218,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.4166666666666607,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1219,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.424999999999994,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1220,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.4333333333333274,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.35355339059322,71.64644660940678,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1221,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.4416666666666607,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.70710678118644,71.29289321881356,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1222,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.449999999999994,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.06066017177966,70.93933982822034,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1223,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.4583333333333273,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.41421356237288,70.58578643762712,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1224,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.4666666666666606,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.7677669529661,70.2322330470339,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1225,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.474999999999994,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.12132034355932,69.87867965644068,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1226,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.483333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.47487373415254,69.52512626584746,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1227,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.4916666666666605,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.82842712474576,69.17157287525424,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1228,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.499999999999994,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.18198051533898,68.81801948466102,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1229,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.5355339059322,68.4644660940678,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1230,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.5166666666666604,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.88908729652542,68.11091270347458,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1231,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.5249999999999937,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.24264068711864,67.75735931288136,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1232,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.533333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.59619407771186,67.40380592228814,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1233,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.5416666666666603,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.94974746830508,67.05025253169492,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1234,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.5499999999999936,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.3033008588983,66.6966991411017,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1235,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.558333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.656854249491516,66.34314575050848,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1236,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.56666666666666,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.010407640084736,65.98959235991526,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1237,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.5749999999999935,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.363961030677956,65.63603896932204,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1238,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.583333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.717514421271176,65.28248557872882,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1239,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.59166666666666,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.071067811864395,64.9289321881356,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1240,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.5999999999999934,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.424621202457615,64.57537879754238,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1241,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.6083333333333267,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.778174593050835,64.22182540694916,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1242,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.61666666666666,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.13172798364405,63.868272016355945,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1243,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.6249999999999933,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.48528137423727,63.514718625762725,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1244,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.6333333333333266,2,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.8388347648305,63.161165235169506,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
