tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,58e9e9f570f4251a_score,player_ebe5180b_x,player_ebe5180b_y,player_ebe5180b_move_target,player_ebe5180b_item,player_ebe5180b_score,player_ebe5180b_cut_speed,player_ebe5180b_speed,player_af70662e_x,player_af70662e_y,player_af70662e_move_target,player_af70662e_item,player_af70662e_score,player_af70662e_cut_speed,player_af70662e_speed
1045,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.404364567711983,44.19620421311487,,tomato,0,1.0,12.0,39.95382555869017,24.194346815316237,,,0,0.2,30.0
1046,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.265805904414922,44.67662225693198,,tomato,0,1.0,12.0,41.203733885133886,24.179208272259245,,,0,0.2,30.0
1047,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.12724724111786,45.15704030074909,,tomato,0,1.0,12.0,42.4536422115776,24.164069729202254,,,0,0.2,30.0
1048,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.9886885778208,45.6374583445662,,tomato,0,1.0,12.0,43.70355053802132,24.148931186145262,,,0,0.2,30.0
1049,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.850129914523738,46.11787638838331,,tomato,0,1.0,12.0,44.953458864465034,24.13379264308827,,,0,0.2,30.0
1050,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.711571251226676,46.59829443220042,,tomato,0,1.0,12.0,46.20336719090875,24.11865410003119,,,0,0.2,30.0
1051,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.573012587929615,47.07871247601753,,tomato,0,1.0,12.0,47.453275517352466,24.103515556974024,,,0,0.2,30.0
1052,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.434453924632553,47.55913051983464,,tomato,0,1.0,12.0,48.70318384379618,24.08837701391686,,,0,0.2,30.0
1053,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.29589526133549,48.03954856365175,,tomato,0,1.0,12.0,49.9530921702399,24.073238470859692,,,0,0.2,30.0
1054,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.15733659803843,48.51996660746886,,tomato,0,1.0,12.0,51.203000496683615,24.058099927802527,,,0,0.2,30.0
1055,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.01877793474137,49.00038465128597,,tomato,0,1.0,12.0,52.45299561884639,24.054607855480196,,,0,0.2,30.0
1056,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.880219271444368,49.48080269510308,,tomato,0,1.0,12.0,53.70299074100916,24.051115783157865,,,0,0.2,30.0
1057,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.74166060814758,49.96122073892019,,tomato,0,1.0,12.0,54.95298586317193,24.047623710835534,,,0,0.2,30.0
1058,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.603101944850792,50.4416387827373,,tomato,0,1.0,12.0,56.202980985334705,24.044131638513203,,,0,0.2,30.0
1059,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.464543281554004,50.92205682655441,,tomato,0,1.0,12.0,57.45297610749748,24.040639566190873,,,0,0.2,30.0
1060,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.325984618257216,51.40247487037152,,tomato,0,1.0,12.0,58.70297122966025,24.03714749386854,,,0,0.2,30.0
1061,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.18742595496043,51.88289291418863,,tomato,0,1.0,12.0,59.95296635182302,24.03365542154621,,,0,0.2,30.0
1062,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.048867291663644,52.36331095800574,,tomato,0,1.0,12.0,61.202961473985795,24.03016334922388,,,0,0.2,30.0
1063,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.910308628366856,52.84372900182285,,tomato,0,1.0,12.0,62.45295659614857,24.026671276901705,,,0,0.2,30.0
1064,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.771749965070068,53.32414704563996,,tomato,0,1.0,12.0,63.70295171831134,24.023179204579552,,,0,0.2,30.0
1065,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.63319130177328,53.80456508945707,,tomato,0,1.0,12.0,64.95294684047411,24.0196871322574,,,0,0.2,30.0
1066,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.494632638476496,54.28498313327418,,tomato,0,1.0,12.0,66.20294196263688,24.016195059935246,,,0,0.2,30.0
1067,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.356073975179708,54.76540117709129,,tomato,0,1.0,12.0,67.45293708479966,24.012702987613093,,,0,0.2,30.0
1068,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.21751531188292,55.2458192209084,,tomato,0,1.0,12.0,68.70293220696243,24.00921091529094,,,0,0.2,30.0
1069,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.078956648586132,55.72623726472551,,tomato,0,1.0,12.0,69.9529273291252,24.005718842968786,,,0,0.2,30.0
1070,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato,0,1.0,12.0,71.20292245128798,24.002226770646633,,,0,0.2,30.0
1071,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,,0,0.2,30.0
1072,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.041666666666666664,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1073,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.08333333333333333,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1074,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.125,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1075,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.16666666666666666,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1076,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.20833333333333331,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1077,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.24999999999999997,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1078,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.29166666666666663,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1079,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.3333333333333333,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1080,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.375,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1081,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.4166666666666667,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1082,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.45833333333333337,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1083,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.5,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1084,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.5416666666666666,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1085,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.5833333333333333,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1086,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.6249999999999999,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1087,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.6666666666666665,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1088,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.7083333333333331,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1089,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1090,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.7916666666666664,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1091,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.833333333333333,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1092,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.8749999999999997,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1093,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.9166666666666663,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1094,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.9583333333333329,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1095,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,0.9999999999999996,0,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1096,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.0416666666666663,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1097,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1098,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.1249999999999998,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1099,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.1666666666666665,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1100,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.2083333333333333,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1101,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.25,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1102,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.2916666666666667,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1103,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.3333333333333335,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1104,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1105,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.416666666666667,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1106,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.4583333333333337,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1107,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.5000000000000004,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1108,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.5416666666666672,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1109,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.583333333333334,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1110,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1111,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.6666666666666674,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1112,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.7083333333333341,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1113,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.7500000000000009,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1114,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.7916666666666676,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1115,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1116,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.875000000000001,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1117,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.9166666666666679,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1118,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,1.9583333333333346,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
1119,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,2.0000000000000013,2,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
