tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,926da8364ee6fd60_score,player_0f793151_x,player_0f793151_y,player_0f793151_move_target,player_0f793151_item,player_0f793151_score,player_0f793151_cut_speed,player_0f793151_speed,player_4ba78ebf_x,player_4ba78ebf_y,player_4ba78ebf_move_target,player_4ba78ebf_item,player_4ba78ebf_score,player_4ba78ebf_cut_speed,player_4ba78ebf_speed,b92ca261f702302e_score,162dc5ebfb63b3a4_message,d892a2e83e5cf98b_score
633,train,0,1,,0.0,0,0,2,tomato,2.624999999999999,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,107.25000000000256,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
634,train,0,1,,0.0,0,0,2,tomato,2.6666666666666656,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,106.00000000000227,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
635,train,0,1,,0.0,0,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,104.75000000000199,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
636,train,0,1,,0.0,0,0,2,tomato,2.7499999999999987,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,103.5000000000017,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
637,train,0,1,,0.0,0,0,2,tomato,2.791666666666665,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,102.25000000000142,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
638,train,0,1,,0.0,0,0,2,tomato,2.8333333333333317,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,101.00000000000114,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
639,train,0,1,,0.0,0,0,2,tomato,2.8749999999999982,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,99.75000000000085,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
640,train,0,1,,0.0,0,0,2,tomato,2.9166666666666647,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,98.50000000000057,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
641,train,0,1,,0.0,0,0,2,tomato,2.9583333333333313,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,97.25000000000028,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
642,train,0,1,,0.0,0,0,2,tomato,2.999999999999998,2,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,96.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
643,train,0,1,,0.0,0,0,2,tomato_cut,3.0416666666666643,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,94.74999999999972,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
644,train,0,1,,0.0,0,0,2,tomato_cut,3.083333333333331,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,93.49999999999943,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
645,train,0,1,,0.0,0,0,2,tomato_cut,3.1249999999999973,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,92.24999999999915,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
646,train,0,1,,0.0,0,0,2,tomato_cut,3.166666666666664,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,90.99999999999886,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
647,train,0,1,,0.0,0,0,2,tomato_cut,3.2083333333333304,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,89.74999999999858,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
648,train,0,1,,0.0,0,0,2,tomato_cut,3.249999999999997,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.4999999999983,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
649,train,0,1,,0.0,0,0,2,tomato_cut,3.2916666666666634,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
650,train,0,1,,0.0,0,0,2,tomato_cut,3.33333333333333,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
651,train,0,1,,0.0,0,0,2,tomato_cut,3.3749999999999964,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
652,train,0,1,,0.0,0,0,2,tomato_cut,3.416666666666663,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
653,train,0,1,,0.0,0,0,2,tomato_cut,3.4583333333333295,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
654,train,0,1,,0.0,0,0,2,tomato_cut,3.499999999999996,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
655,train,0,1,,0.0,0,0,2,tomato_cut,3.5416666666666625,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
656,train,0,1,,0.0,0,0,2,tomato_cut,3.583333333333329,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
657,train,0,1,,0.0,0,0,2,tomato_cut,3.6249999999999956,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
658,train,0,1,,0.0,0,0,2,tomato_cut,3.666666666666662,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
659,train,0,1,,0.0,0,0,2,tomato_cut,3.7083333333333286,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
660,train,0,1,,0.0,0,0,2,tomato_cut,3.749999999999995,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
661,train,0,1,,0.0,0,0,2,tomato_cut,3.7916666666666616,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
662,train,0,1,,0.0,0,0,2,tomato_cut,3.833333333333328,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
663,train,0,1,,0.0,0,0,2,tomato_cut,3.8749999999999947,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
664,train,0,1,,0.0,0,0,2,tomato_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
665,train,0,1,,0.0,0,0,2,tomato_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
666,train,0,1,,0.0,0,0,2,tomato_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
667,train,0,1,,0.0,0,0,2,tomato_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
668,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
669,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
670,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
671,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
672,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
673,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
674,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
675,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
676,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
677,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
678,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
679,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
680,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
681,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
682,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
683,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
684,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
685,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
686,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
687,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
688,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
689,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
690,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
691,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
692,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
693,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
694,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
695,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
696,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
697,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
698,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
699,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
700,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
701,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
702,train,0,1,,0.0,0,0,2,None_cut,3.916666666666661,3,1,0,,0.0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
