tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,3eb9043b07076934_score,player_71106599_x,player_71106599_y,player_71106599_move_target,player_71106599_item,player_71106599_score,player_71106599_cut_speed,player_71106599_speed,player_d1ada74c_x,player_d1ada74c_y,player_d1ada74c_move_target,player_d1ada74c_item,player_d1ada74c_score,player_d1ada74c_cut_speed,player_d1ada74c_speed
747,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.353914494688926,92.21197782758969,,,0,1.0,12.0,64.04504871165256,31.954951288347445,,tomato,0,0.2,30.0
748,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.705320022912407,92.56766611068889,,,0,1.0,12.0,63.161165235169506,32.838834764830494,,tomato,0,0.2,30.0
749,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.056725551135887,92.92335439378809,,,0,1.0,12.0,62.277281758686456,33.722718241313544,,tomato,0,0.2,30.0
750,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.408131079359368,93.27904267688729,,,0,1.0,12.0,61.39339828220341,34.60660171779659,,tomato,0,0.2,30.0
751,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.75953660758285,93.63473095998648,,,0,1.0,12.0,60.50951480572036,35.49048519427964,,tomato,0,0.2,30.0
752,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.11094213580633,93.99041924308568,,,0,1.0,12.0,59.62563132923731,36.37436867076269,,tomato,0,0.2,30.0
753,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.462347664030155,94.34610752618488,,,0,1.0,12.0,58.74174785275426,37.25825214724574,,tomato,0,0.2,30.0
754,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.81375319225399,94.70179580928408,,,0,1.0,12.0,57.85786437627121,38.14213562372879,,tomato,0,0.2,30.0
755,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.165158720477827,95.05748409238328,,,0,1.0,12.0,56.97398089978816,39.02601910021184,,tomato,0,0.2,30.0
756,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.516564248701663,95.41317237548247,,,0,1.0,12.0,56.0,40.0,,tomato,0,0.2,30.0
757,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.8679697769255,95.76886065858167,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
758,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.219375305149335,96.12454894168087,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
759,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.57078083337317,96.48023722478007,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
760,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.92218636159701,96.83592550787927,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
761,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.27359188982084,97.19161379097847,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
762,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.62499741804468,97.54730207407766,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
763,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.976402946268514,97.90299035717686,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
764,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.32780847449235,98.25867864027606,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
765,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.679214002716186,98.61436692337526,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
766,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.03061953094002,98.97005520647446,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
767,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.38202505916386,99.32574348957365,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
768,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.733430587387694,99.68143177267285,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
769,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.08483611561153,100.03712005577205,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
770,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.436241643835366,100.39280833887125,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
771,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.7876471720592,100.74849662197045,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
772,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.13905270028304,101.10418490506964,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
773,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.490458228506874,101.45987318816884,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
774,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.84186375673071,101.81556147126804,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
775,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.193269284954546,102.17124975436724,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
776,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.54467481317838,102.52693803746644,,,0,1.0,12.0,56.0,40.0,,,0,0.2,30.0
777,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.89608034140222,102.88262632056563,,,0,1.0,12.0,56.88388347648305,39.11611652351695,,,0,0.2,30.0
778,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.247485869626054,103.23831460366391,,,0,1.0,12.0,57.7677669529661,38.2322330470339,,,0,0.2,30.0
779,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.59889139784989,103.59400288676214,,,0,1.0,12.0,58.65165042944915,37.34834957055085,,,0,0.2,30.0
780,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.95302979120434,103.65366328485798,,,0,1.0,12.0,59.5355339059322,36.4644660940678,,,0,0.2,30.0
781,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.31094214116772,103.3045232703315,,,0,1.0,12.0,60.41941738241525,35.58058261758475,,,0,0.2,30.0
782,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.6688544911305,102.95538325580502,,,0,1.0,12.0,61.3033008588983,34.6966991411017,,,0,0.2,30.0
783,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.02676684109318,102.60624324127853,,,0,1.0,12.0,62.187184335381346,33.812815664618654,,,0,0.2,30.0
784,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.38467919105585,102.25710322675205,,,0,1.0,12.0,63.071067811864395,32.928932188135605,,,0,0.2,30.0
785,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.74259154101853,101.90796321222557,,,0,1.0,12.0,63.954951288347445,32.045048711652555,,,0,0.2,30.0
786,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.1005038909812,101.55882319769908,,,0,1.0,12.0,64.8388347648305,31.161165235169506,,,0,0.2,30.0
787,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.458416240943876,101.2096831831726,,,0,1.0,12.0,65.72271824131354,30.277281758686456,,,0,0.2,30.0
788,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.81632859090655,100.86054316864612,,,0,1.0,12.0,66.6066017177966,29.393398282203407,,,0,0.2,30.0
789,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.174240940869225,100.51140315411963,,,0,1.0,12.0,67.49048519427964,28.509514805720357,,,0,0.2,30.0
790,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.5321532908319,100.16226313959315,,,0,1.0,12.0,68.37436867076269,27.625631329237308,,,0,0.2,30.0
791,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.890065640794575,99.81312312506667,,,0,1.0,12.0,69.25825214724574,26.74174785275426,,,0,0.2,30.0
792,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.24797799075725,99.46398311054018,,,0,1.0,12.0,70.14213562372879,25.85786437627121,,,0,0.2,30.0
793,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.605890340719924,99.1148430960137,,,0,1.0,12.0,71.02601910021184,24.97398089978816,,,0,0.2,30.0
794,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.9638026906826,98.76570308148722,,,0,1.0,12.0,72.0,24.0,,,0,0.2,30.0
795,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.32171504064527,98.41656306696073,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
796,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.67962739060795,98.06742305243425,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
797,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.03753974057062,97.71828303790777,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
798,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.3954520905333,97.36914302338128,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
799,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.75336444049597,97.0200030088548,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
800,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.111276790458646,96.67086299432832,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
801,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.46918914042132,96.32172297980183,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
802,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.827101490383995,95.97258296527535,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
803,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.18501384034667,95.62344295074887,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
804,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.542926190309345,95.27430293622238,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
805,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.90083854027202,94.9251629216959,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
806,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.258750890234694,94.57602290716942,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
807,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.61666324019737,94.22688289264286,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
808,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.97457559016004,93.87774287811587,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
809,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.33248794012272,93.52860286358887,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
810,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.69040029008539,93.17946284906188,,,0,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
811,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.04831264004807,92.83032283453488,,,0,1.0,12.0,72.0,25.24999999999993,,tomato,0,0.2,30.0
812,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.40622499001074,92.48118282000789,,,0,1.0,12.0,72.0,26.499999999999858,,tomato,0,0.2,30.0
813,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.764137339973416,92.1320428054809,,,0,1.0,12.0,72.0,27.749999999999787,,tomato,0,0.2,30.0
814,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.12204968993609,91.78290279095391,,,0,1.0,12.0,72.0,28.999999999999716,,tomato,0,0.2,30.0
815,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.479962039898766,91.43376277642692,,,0,1.0,12.0,72.0,30.249999999999645,,tomato,0,0.2,30.0
816,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.56907700459627,90.94176834244796,,,0,1.0,12.0,72.0,31.499999999999574,,tomato,0,0.2,30.0
817,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.65819196929377,90.449773908469,,,0,1.0,12.0,72.0,32.749999999999716,,tomato,0,0.2,30.0
818,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.74730693399127,89.95777947449004,,,0,1.0,12.0,72.0,34.0,,tomato,0,0.2,30.0
819,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.83642189868877,89.46578504051108,,,0,1.0,12.0,72.0,35.250000000000284,,tomato,0,0.2,30.0
820,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.92553686338627,88.97379060653212,,,0,1.0,12.0,72.0,36.50000000000057,,tomato,0,0.2,30.0
821,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.01465182808377,88.48179617255316,,,0,1.0,12.0,72.0,37.75000000000085,,tomato,0,0.2,30.0
822,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.10376679278127,87.9898017385742,,,0,1.0,12.0,72.0,39.00000000000114,,tomato,0,0.2,30.0
823,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.19288175747877,87.49780730459524,,,0,1.0,12.0,71.68378443342253,40.120168261161126,,tomato,0,0.2,30.0
824,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.281996722176274,87.00581287061628,,,0,1.0,12.0,70.80540785959582,41.00952454216059,,tomato,0,0.2,30.0
825,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.371111686873924,86.51381843663732,,,0,1.0,12.0,69.92703128576912,41.898880823160056,,tomato,0,0.2,30.0
826,0,1,,0,2,,0.0,0,0,3,tomato,0.9499999999999991,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.460226651571666,86.02182400265836,,,0,1.0,12.0,69.0486547119424,42.78823710415952,,tomato,0,0.2,30.0
