tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,3fc89469020d06c7_score,player_d5c14510_x,player_d5c14510_y,player_d5c14510_move_target,player_d5c14510_item,player_d5c14510_score,player_d5c14510_cut_speed,player_d5c14510_speed,player_d3b6e05f_x,player_d3b6e05f_y,player_d3b6e05f_move_target,player_d3b6e05f_item,player_d3b6e05f_score,player_d3b6e05f_cut_speed,player_d3b6e05f_speed
1408,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.2166666666666668,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato,0,0.2,30.0
1409,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.2583333333333335,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato,0,0.2,30.0
1410,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.3000000000000003,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato,0,0.2,30.0
1411,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.341666666666667,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato,0,0.2,30.0
1412,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.3833333333333337,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato,0,0.2,30.0
1413,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.4250000000000005,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato,0,0.2,30.0
1414,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.4666666666666672,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato,0,0.2,30.0
1415,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.508333333333334,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,54.749999999999716,,tomato,0,0.2,30.0
1416,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.5500000000000007,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,53.49999999999943,,tomato,0,0.2,30.0
1417,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.5916666666666675,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,52.24999999999915,,tomato,0,0.2,30.0
1418,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.6333333333333342,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,50.99999999999886,,tomato,0,0.2,30.0
1419,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.675000000000001,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,49.74999999999858,,tomato,0,0.2,30.0
1420,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.7166666666666677,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,48.499999999998295,,tomato,0,0.2,30.0
1421,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.7583333333333344,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,47.24999999999801,,tomato,0,0.2,30.0
1422,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.8000000000000012,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,45.999999999997726,,tomato,0,0.2,30.0
1423,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.841666666666668,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,44.74999999999744,,tomato,0,0.2,30.0
1424,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.8833333333333346,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,43.49999999999716,,tomato,0,0.2,30.0
1425,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.9250000000000014,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,42.249999999996874,,tomato,0,0.2,30.0
1426,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,1.9666666666666681,1,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.99999999999659,,tomato,0,0.2,30.0
1427,0,1,,0,2,None_cut,3.5916666666666566,3,0,3,tomato,2.0083333333333346,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1428,0,1,,0,2,tomato,0.0,0,0,3,tomato,2.050000000000001,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1429,0,1,,0,2,tomato,0.008333333333333333,0,0,3,tomato,2.0916666666666677,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1430,0,1,,0,2,tomato,0.016666666666666666,0,0,3,tomato,2.133333333333334,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1431,0,1,,0,2,tomato,0.025,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1432,0,1,,0,2,tomato,0.03333333333333333,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1433,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1434,0,1,,0,2,tomato,0.049999999999999996,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.500000000000256,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1435,0,1,,0,2,tomato,0.05833333333333333,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.00000000000051,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1436,0,1,,0,2,tomato,0.06666666666666667,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.50000000000077,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1437,0,1,,0,2,tomato,0.075,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.00000000000102,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1438,0,1,,0,2,tomato,0.08333333333333333,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.50000000000128,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1439,0,1,,0,2,tomato,0.09166666666666666,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.000000000001535,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1440,0,1,,0,2,tomato,0.09999999999999999,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.50000000000179,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1441,0,1,,0,2,tomato,0.10833333333333332,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.000000000002046,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1442,0,1,,0,2,tomato,0.11666666666666665,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.5000000000023,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1443,0,1,,0,2,tomato,0.12499999999999999,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.00000000000256,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1444,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.500000000002814,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1445,0,1,,0,2,tomato,0.14166666666666666,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.00000000000307,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1446,0,1,,0,2,tomato,0.15,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.500000000003325,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1447,0,1,,0,2,tomato,0.15833333333333333,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.00000000000358,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1448,0,1,,0,2,tomato,0.16666666666666666,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.50000000000384,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1449,0,1,,0,2,tomato,0.175,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.00000000000409,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1450,0,1,,0,2,tomato,0.18333333333333332,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.50000000000364,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1451,0,1,,0,2,tomato,0.19166666666666665,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.00000000000318,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1452,0,1,,0,2,tomato,0.19999999999999998,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1453,0,1,,0,2,tomato,0.20833333333333331,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1454,0,1,,0,2,tomato,0.21666666666666665,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1455,0,1,,0,2,tomato,0.22499999999999998,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1456,0,1,,0,2,tomato,0.2333333333333333,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1457,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1458,0,1,,0,2,tomato,0.24999999999999997,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1459,0,1,,0,2,tomato,0.2583333333333333,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1460,0,1,,0,2,tomato,0.26666666666666666,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1461,0,1,,0,2,tomato,0.275,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1462,0,1,,0,2,tomato,0.2833333333333334,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1463,0,1,,0,2,tomato,0.29166666666666674,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1464,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1465,0,1,,0,2,tomato,0.30833333333333346,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1466,0,1,,0,2,tomato,0.3166666666666668,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1467,0,1,,0,2,tomato,0.3250000000000002,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1468,0,1,,0,2,tomato,0.33333333333333354,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1469,0,1,,0,2,tomato,0.3416666666666669,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1470,0,1,,0,2,tomato,0.35000000000000026,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1471,0,1,,0,2,tomato,0.3583333333333336,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1472,0,1,,0,2,tomato,0.366666666666667,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1473,0,1,,0,2,tomato,0.37500000000000033,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1474,0,1,,0,2,tomato,0.3833333333333337,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1475,0,1,,0,2,tomato,0.39166666666666705,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1476,0,1,,0,2,tomato,0.4000000000000004,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1477,0,1,,0,2,tomato,0.40833333333333377,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1478,0,1,,0,2,tomato,0.41666666666666713,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1479,0,1,,0,2,tomato,0.4250000000000005,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1480,0,1,,0,2,tomato,0.43333333333333385,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1481,0,1,,0,2,tomato,0.4416666666666672,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1482,0,1,,0,2,tomato,0.45000000000000057,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1483,0,1,,0,2,tomato,0.4583333333333339,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1484,0,1,,0,2,tomato,0.4666666666666673,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1485,0,1,,0,2,tomato,0.47500000000000064,0,0,3,tomato,2.1750000000000007,2,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
