tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,5c7f285995d61cdf_score,player_450c304d_x,player_450c304d_y,player_450c304d_move_target,player_450c304d_item,player_450c304d_score,player_450c304d_cut_speed,player_450c304d_speed,player_2186de09_x,player_2186de09_y,player_2186de09_move_target,player_2186de09_item,player_2186de09_score,player_2186de09_cut_speed,player_2186de09_speed
755,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.97047359027103,93.88769775134314,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
756,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.86481296187225,93.0143953475892,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
757,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.16153853174859,91.80012439916688,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
758,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.45826410162493,90.58585345074455,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
759,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.75498967150128,89.37158250232223,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
760,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.05171524137762,88.1573115538999,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
761,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.34844081125397,86.94304060547758,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
762,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.64516638113031,85.72876965705525,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
763,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.94189195100665,84.51449870863293,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
764,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.238617520883,83.3002277602106,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
765,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.53534309075927,82.08595681178828,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
766,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.83206866063495,80.87168586336595,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
767,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.12879423051062,79.65741491494363,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
768,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.42551980038631,78.4431439665213,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
769,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.72224537026199,77.22887301809898,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
770,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.01897094013766,76.01460206967666,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
771,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.31569651001335,74.80033112125433,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
772,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.61242207988903,73.586060172832,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
773,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9091476497647,72.37178922440968,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
774,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.95669792141074,71.12715293525412,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
775,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.96027608160448,69.87715805655739,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
776,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.96385424179822,68.62716317786067,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
777,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.96743240199196,67.37716829916394,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
778,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9710105621857,66.12717342046722,,,0,1.0,30.0,103.11611652351695,24.88388347648305,,plate,0,1.0,30.0
779,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.97458872237944,64.87717854177049,,,0,1.0,30.0,102.2322330470339,25.7677669529661,,plate,0,1.0,30.0
780,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.97816688257318,63.62718366307355,,,0,1.0,30.0,101.34834957055085,26.65165042944915,,plate,0,1.0,30.0
781,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.98174504276692,62.377188784376116,,,0,1.0,30.0,100.4644660940678,27.535533905932198,,plate,0,1.0,30.0
782,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.98532320296034,61.12719390567868,,,0,1.0,30.0,99.58058261758475,28.419417382415247,,plate,0,1.0,30.0
783,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.98890136315337,59.877199026981245,,,0,1.0,30.0,98.6966991411017,29.303300858898297,,plate,0,1.0,30.0
784,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9924795233464,58.62720414828381,,,0,1.0,30.0,97.81281566461865,30.187184335381346,,plate,0,1.0,30.0
785,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99605768353943,57.37720926958637,,,0,1.0,30.0,96.9289321881356,31.071067811864395,,plate,0,1.0,30.0
786,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99945903220936,56.12721413485897,,,0,1.0,30.0,96.04504871165256,31.954951288347445,,plate,0,1.0,30.0
787,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99950096194016,54.87721413556212,,,0,1.0,30.0,95.1611652351695,32.838834764830494,,plate,0,1.0,30.0
788,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99954289167096,53.62721413626527,,,0,1.0,30.0,94.27728175868646,33.722718241313544,,plate,0,1.0,30.0
789,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99958482140136,52.377214136968426,,,0,1.0,30.0,93.3933982822034,34.60660171779659,,plate,0,1.0,30.0
790,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99962675113144,51.12721413767158,,,0,1.0,30.0,92.50951480572036,35.49048519427964,,plate,0,1.0,30.0
791,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99966868086153,49.87721413837473,,,0,1.0,30.0,91.62563132923731,36.37436867076269,,plate,0,1.0,30.0
792,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99971061059162,48.627214139077886,,,0,1.0,30.0,90.74174785275426,37.25825214724574,,plate,0,1.0,30.0
793,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99975254032171,47.37721413978104,,,0,1.0,30.0,89.85786437627121,38.14213562372879,,plate,0,1.0,30.0
794,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.9997944700518,46.12721414048419,,,0,1.0,30.0,88.97398089978816,39.02601910021184,,plate,0,1.0,30.0
795,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99983639978188,44.877214141187345,,,0,1.0,30.0,88.19434681531624,39.95382555869017,,plate,0,1.0,30.0
796,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99987832951197,43.6272141418905,,,0,1.0,30.0,88.17920827225925,41.203733885133886,,plate,0,1.0,30.0
797,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99992025924206,42.37721414259365,,,0,1.0,30.0,88.16406972920225,42.4536422115776,,plate,0,1.0,30.0
798,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.99996218897215,41.127214143296804,,,0,1.0,30.0,88.14893118614526,43.70355053802132,,plate,0,1.0,30.0
799,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.2196584149021,39.96744485888268,,,0,1.0,30.0,88.13379264308827,44.953458864465034,,plate,0,1.0,30.0
800,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.09831752943161,39.07836771911672,,,0,1.0,30.0,88.11865410003128,46.20336719090875,,plate,0,1.0,30.0
801,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.97697664396112,38.18929057935076,,,0,1.0,30.0,88.10351555697429,47.453275517352466,,plate,0,1.0,30.0
802,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.85563575849064,37.3002134395848,,,0,1.0,30.0,88.0883770139173,48.70318384379618,,plate,0,1.0,30.0
803,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.73429487302015,36.41113629981884,,,0,1.0,30.0,88.0732384708603,49.9530921702399,,plate,0,1.0,30.0
804,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.61295398754966,35.52205916005288,,,0,1.0,30.0,88.05809992780331,51.203000496683615,,plate,0,1.0,30.0
805,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.49161310207917,34.632982020286924,,,0,1.0,30.0,88.04296138474632,52.45290882312733,,plate,0,1.0,30.0
806,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.37027221660868,33.743904880520965,,,0,1.0,30.0,88.02782284168917,53.70281714957105,,plate,0,1.0,30.0
807,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.2489313311382,32.854827740755006,,,0,1.0,30.0,88.01268429863147,54.95272547601476,,plate,0,1.0,30.0
808,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.1275904456677,31.96575060098906,,,0,1.0,30.0,88.00233106509788,56.20266313364169,,plate,0,1.0,30.0
809,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.00624956019722,31.076673461223457,,,0,1.0,30.0,88.00214661430297,57.45266312003295,,plate,0,1.0,30.0
810,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.88490867472673,30.187596321457853,,,0,1.0,30.0,88.00196216350807,58.70266310642421,,plate,0,1.0,30.0
811,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.76356778925624,29.29851918169225,,,0,1.0,30.0,88.00177771271316,59.95266309281547,,plate,0,1.0,30.0
812,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.64222690378575,28.409442041926646,,,0,1.0,30.0,88.00159326191826,61.20266307920673,,plate,0,1.0,30.0
813,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.52088601831527,27.52036490216104,,,0,1.0,30.0,88.00140881112335,62.45266306559799,,plate,0,1.0,30.0
814,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.39954513284478,26.631287762395438,,,0,1.0,30.0,88.00122436032845,63.70266305198925,,plate,0,1.0,30.0
815,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.27820424737429,25.742210622629933,,,0,1.0,30.0,88.00103990953355,64.95266303837997,,plate,0,1.0,30.0
816,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.1568633619038,24.853133482864685,,,0,1.0,30.0,88.00085545873864,66.20266302477052,,plate,0,1.0,30.0
817,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,,0,1.0,30.0,88.00067100794374,67.45266301116106,,plate,0,1.0,30.0
818,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,88.00048655714883,68.70266299755161,,plate,0,1.0,30.0
819,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,88.00030210635417,69.95266298394216,,plate,0,1.0,30.0
820,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,88.00011765555998,71.20266297033271,,plate,0,1.0,30.0
821,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,87.54323487120497,72.2650902716208,,plate,0,1.0,30.0
822,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,86.6647843943323,73.15437355589125,,plate,0,1.0,30.0
823,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,85.78633391745963,74.0436568401617,,plate,0,1.0,30.0
824,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,84.90788344058696,74.93294012443215,,plate,0,1.0,30.0
825,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,84.02943296371429,75.8222234087026,,plate,0,1.0,30.0
826,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,83.15098248684161,76.71150669297305,,plate,0,1.0,30.0
