tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2786ff28a0756a81_score,player_0c11c6d9_x,player_0c11c6d9_y,player_0c11c6d9_move_target,player_0c11c6d9_item,player_0c11c6d9_score,player_0c11c6d9_cut_speed,player_0c11c6d9_speed,player_14995000_x,player_14995000_y,player_14995000_move_target,player_14995000_item,player_14995000_score,player_14995000_cut_speed,player_14995000_speed
1211,0,1,,0,2,tomato,1.3749999999999976,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,47.00000000000358,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1212,0,1,,0,2,tomato,1.3833333333333309,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,47.50000000000384,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1213,0,1,,0,2,tomato,1.3916666666666642,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,48.00000000000409,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1214,0,1,,0,2,tomato,1.3999999999999975,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,48.50000000000435,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1215,0,1,,0,2,tomato,1.4083333333333308,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,49.000000000004604,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1216,0,1,,0,2,tomato,1.416666666666664,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,49.50000000000486,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1217,0,1,,0,2,tomato,1.4249999999999974,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.000000000005116,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1218,0,1,,0,2,tomato,1.4333333333333307,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.50000000000537,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1219,0,1,,0,2,tomato,1.441666666666664,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.00000000000563,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1220,0,1,,0,2,tomato,1.4499999999999973,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.50000000000588,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1221,0,1,,0,2,tomato,1.4583333333333306,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.00000000000614,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1222,0,1,,0,2,tomato,1.466666666666664,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.500000000006395,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1223,0,1,,0,2,tomato,1.4749999999999972,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.00000000000665,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1224,0,1,,0,2,tomato,1.4833333333333305,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.50000000000691,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1225,0,1,,0,2,tomato,1.4916666666666638,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,54.00000000000716,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1226,0,1,,0,2,tomato,1.4999999999999971,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,54.50000000000742,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1227,0,1,,0,2,tomato,1.5083333333333304,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.000000000007674,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1228,0,1,,0,2,tomato,1.5166666666666637,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.50000000000793,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1229,0,1,,0,2,tomato,1.524999999999997,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.000000000008185,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1230,0,1,,0,2,tomato,1.5333333333333303,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.50000000000844,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1231,0,1,,0,2,tomato,1.5416666666666636,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.0000000000087,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1232,0,1,,0,2,tomato,1.549999999999997,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.50000000000895,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1233,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.00000000000921,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1234,0,1,,0,2,tomato,1.5666666666666635,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.500000000009464,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1235,0,1,,0,2,tomato,1.5749999999999968,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.00000000000972,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1236,0,1,,0,2,tomato,1.5833333333333302,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.500000000009976,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1237,0,1,,0,2,tomato,1.5916666666666635,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.00000000001023,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1238,0,1,,0,2,tomato,1.5999999999999968,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.50000000001049,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1239,0,1,,0,2,tomato,1.60833333333333,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.00000000001074,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1240,0,1,,0,2,tomato,1.6166666666666634,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.500000000011,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1241,0,1,,0,2,tomato,1.6249999999999967,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.000000000011255,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1242,0,1,,0,2,tomato,1.63333333333333,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.50000000001151,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1243,0,1,,0,2,tomato,1.6416666666666633,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.00000000001177,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1244,0,1,,0,2,tomato,1.6499999999999966,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.50000000001202,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1245,0,1,,0,2,tomato,1.6583333333333299,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.00000000001228,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1246,0,1,,0,2,tomato,1.6666666666666632,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.50000000001182,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1247,0,1,,0,2,tomato,1.6749999999999965,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.00000000001137,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1248,0,1,,0,2,tomato,1.6833333333333298,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.50000000001091,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1249,0,1,,0,2,tomato,1.691666666666663,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.00000000001046,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1250,0,1,,0,2,tomato,1.6999999999999964,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.50000000001,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1251,0,1,,0,2,tomato,1.7083333333333297,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.00000000000955,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1252,0,1,,0,2,tomato,1.716666666666663,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.5000000000091,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1253,0,1,,0,2,tomato,1.7249999999999963,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.00000000000864,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1254,0,1,,0,2,tomato,1.7333333333333296,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.50000000000819,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1255,0,1,,0,2,tomato,1.741666666666663,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.00000000000773,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1256,0,1,,0,2,tomato,1.7499999999999962,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.50000000000728,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1257,0,1,,0,2,tomato,1.7583333333333295,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.00000000000682,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1258,0,1,,0,2,tomato,1.7666666666666628,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.50000000000637,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1259,0,1,,0,2,tomato,1.7749999999999961,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.00000000000591,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1260,0,1,,0,2,tomato,1.7833333333333294,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.50000000000546,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1261,0,1,,0,2,tomato,1.7916666666666627,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.000000000005,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1262,0,1,,0,2,tomato,1.799999999999996,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.50000000000455,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1263,0,1,,0,2,tomato,1.8083333333333294,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.00000000000409,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1264,0,1,,0,2,tomato,1.8166666666666627,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.50000000000364,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1265,0,1,,0,2,tomato,1.824999999999996,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.00000000000318,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1266,0,1,,0,2,tomato,1.8333333333333293,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.50000000000273,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1267,0,1,,0,2,tomato,1.8416666666666626,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.00000000000227,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1268,0,1,,0,2,tomato,1.8499999999999959,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.50000000000182,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1269,0,1,,0,2,tomato,1.8583333333333292,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.00000000000136,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1270,0,1,,0,2,tomato,1.8666666666666625,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.50000000000091,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1271,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.00000000000045,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1272,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.5,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1273,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.99999999999955,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1274,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.49999999999909,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1275,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.99999999999864,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1276,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.49999999999818,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1277,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.99999999999773,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1278,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.49999999999727,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1279,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.99999999999682,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1280,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.49999999999636,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1281,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.99999999999591,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1282,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.49999999999545,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1283,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.999999999995,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1284,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.49999999999454,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1285,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.99999999999409,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1286,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.49999999999363,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1287,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.99999999999318,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1288,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.49999999999272,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
1289,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.99999999999227,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
