tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,1a1cba17a50f55b0_score,player_c076da54_x,player_c076da54_y,player_c076da54_move_target,player_c076da54_item,player_c076da54_score,player_c076da54_cut_speed,player_c076da54_speed,player_5a9387c2_x,player_5a9387c2_y,player_5a9387c2_move_target,player_5a9387c2_item,player_5a9387c2_score,player_5a9387c2_cut_speed,player_5a9387c2_speed
1262,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.8166666666666662,0,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.352047627119035,51.69994822513263,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1263,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.8249999999999995,0,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.996375936657145,52.05137054742306,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1264,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.8333333333333328,0,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.640704246195256,52.402792869713494,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1265,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.8416666666666661,0,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.285032555733366,52.75421519200392,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1266,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.8499999999999994,0,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.92936086527148,53.10563751429435,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1267,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.8583333333333327,0,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.57368917480959,53.45705983658478,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1268,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.866666666666666,0,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.2180174843477,53.80848215887521,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1269,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.8749999999999993,0,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.86234579388581,54.15990448116564,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1270,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.8833333333333326,0,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.50667410342392,54.51132680345607,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1271,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.8916666666666659,0,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.15100241296203,54.8627491257465,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1272,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.8999999999999992,0,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.79533072250014,55.21417144803693,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1273,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.9083333333333325,0,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.43965903203825,55.56559377032736,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1274,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.9166666666666659,0,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1275,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.9249999999999992,0,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1276,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.9333333333333325,0,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1277,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.9416666666666658,0,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1278,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.9499999999999991,0,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1279,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.9583333333333324,0,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1280,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.9666666666666657,0,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1281,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.974999999999999,0,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1282,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.9833333333333323,0,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1283,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.9916666666666656,0,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1284,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,0.9999999999999989,0,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1285,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.0083333333333322,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1286,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.0166666666666655,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1287,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.0249999999999988,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1288,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.033333333333332,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1289,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.0416666666666654,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1290,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.0499999999999987,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1291,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.058333333333332,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1292,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.0666666666666653,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1293,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.0749999999999986,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1294,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.083333333333332,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.500000000000256,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1295,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.0916666666666652,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,57.00000000000051,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1296,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.0999999999999985,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,57.50000000000077,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1297,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.1083333333333318,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,58.00000000000102,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1298,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.1166666666666651,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,58.50000000000128,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1299,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.1249999999999984,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,59.000000000001535,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1300,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.1333333333333317,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,59.50000000000179,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1301,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.141666666666665,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,60.000000000002046,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1302,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.1499999999999984,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,60.5000000000023,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1303,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.1583333333333317,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,61.00000000000256,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1304,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.166666666666665,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,61.500000000002814,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1305,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.1749999999999983,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,62.00000000000307,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1306,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.1833333333333316,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,62.500000000003325,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1307,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.1916666666666649,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,63.00000000000358,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1308,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.1999999999999982,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,63.50000000000384,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1309,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.2083333333333315,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,64.00000000000409,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1310,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.2166666666666648,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,64.50000000000364,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1311,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.224999999999998,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,65.00000000000318,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1312,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.2333333333333314,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,65.50000000000273,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1313,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.2416666666666647,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,66.00000000000227,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1314,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.249999999999998,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,66.50000000000182,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1315,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.2583333333333313,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,67.00000000000136,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1316,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.2666666666666646,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,67.50000000000091,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1317,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.274999999999998,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,68.00000000000045,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1318,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.2833333333333312,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,68.5,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1319,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.2916666666666645,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,68.99999999999955,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1320,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.2999999999999978,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,69.49999999999909,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1321,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.3083333333333311,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,69.99999999999864,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1322,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.3166666666666644,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,70.49999999999818,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1323,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.3249999999999977,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,70.99999999999773,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1324,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.333333333333331,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,71.49999999999727,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1325,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.3416666666666643,1,2,2,,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1326,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.3499999999999976,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1327,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.358333333333331,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1328,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.3666666666666643,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1329,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.3749999999999976,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1330,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.3833333333333309,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1331,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.3916666666666642,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1332,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.3999999999999975,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1333,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.4083333333333308,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1334,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.416666666666664,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1335,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.4249999999999974,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1336,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.4333333333333307,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1337,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.441666666666664,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1338,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.4499999999999973,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1339,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato,1.4583333333333306,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
