tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,c91b50cef8562faa_score,player_f372160b_x,player_f372160b_y,player_f372160b_move_target,player_f372160b_item,player_f372160b_score,player_f372160b_cut_speed,player_f372160b_speed,player_1d46302e_x,player_1d46302e_y,player_1d46302e_move_target,player_1d46302e_item,player_1d46302e_score,player_1d46302e_cut_speed,player_1d46302e_speed
577,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
578,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
579,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,tomato_salad,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
580,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
581,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
582,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
583,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
584,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
585,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,70.74999999999972,,,0,0.2,30.0
586,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,69.49999999999943,,,0,0.2,30.0
587,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,68.24999999999915,,,0,0.2,30.0
588,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,66.99999999999886,,,0,0.2,30.0
589,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,65.74999999999858,,,0,0.2,30.0
590,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,64.4999999999983,,,0,0.2,30.0
591,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,63.24999999999801,,,0,0.2,30.0
592,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,61.999999999997726,,,0,0.2,30.0
593,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,60.74999999999744,,,0,0.2,30.0
594,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,59.49999999999716,,,0,0.2,30.0
595,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,58.249999999996874,,,0,0.2,30.0
596,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,56.99999999999659,,,0,0.2,30.0
597,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,55.749999999996305,,,0,0.2,30.0
598,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,54.49999999999602,,,0,0.2,30.0
599,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,53.24999999999574,,,0,0.2,30.0
600,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,51.99999999999545,,,0,0.2,30.0
601,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,50.74999999999517,,,0,0.2,30.0
602,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,49.499999999994884,,,0,0.2,30.0
603,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,48.2499999999946,,,0,0.2,30.0
604,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,46.999999999994316,,,0,0.2,30.0
605,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,45.74999999999403,,,0,0.2,30.0
606,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,44.49999999999375,,,0,0.2,30.0
607,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,43.24999999999346,,,0,0.2,30.0
608,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,41.99999999999318,,,0,0.2,30.0
609,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,40.749999999992895,,,0,0.2,30.0
610,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,41.99999999999318,,,0,0.2,30.0
611,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,43.24999999999346,,,0,0.2,30.0
612,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,44.49999999999375,,,0,0.2,30.0
613,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,45.74999999999403,,,0,0.2,30.0
614,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,46.999999999994316,,,0,0.2,30.0
615,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.0,,,0,1.0,12.0,56.0,48.2499999999946,,,0,0.2,30.0
616,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.50000000000045,,,0,1.0,12.0,56.0,49.499999999994884,,,0,0.2,30.0
617,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.00000000000091,,,0,1.0,12.0,56.0,50.74999999999517,,,0,0.2,30.0
618,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.50000000000136,,,0,1.0,12.0,56.0,51.99999999999545,,,0,0.2,30.0
619,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.00000000000182,,,0,1.0,12.0,56.0,53.24999999999574,,,0,0.2,30.0
620,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.50000000000227,,,0,1.0,12.0,56.0,54.49999999999602,,,0,0.2,30.0
621,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.00000000000273,,,0,1.0,12.0,56.0,55.749999999996305,,,0,0.2,30.0
622,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.50000000000318,,,0,1.0,12.0,56.0,56.99999999999659,,,0,0.2,30.0
623,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.00000000000364,,,0,1.0,12.0,56.0,58.249999999996874,,,0,0.2,30.0
624,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.50000000000409,,,0,1.0,12.0,56.0,59.49999999999716,,,0,0.2,30.0
625,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.00000000000455,,,0,1.0,12.0,56.0,60.74999999999744,,,0,0.2,30.0
626,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.500000000005,,,0,1.0,12.0,56.0,61.999999999997726,,,0,0.2,30.0
627,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.00000000000546,,,0,1.0,12.0,56.0,63.24999999999801,,,0,0.2,30.0
628,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.50000000000591,,,0,1.0,12.0,56.0,64.4999999999983,,,0,0.2,30.0
629,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.00000000000637,,,0,1.0,12.0,56.0,65.74999999999858,,,0,0.2,30.0
630,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.50000000000682,,,0,1.0,12.0,56.0,66.99999999999886,,,0,0.2,30.0
631,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,64.00000000000728,,,0,1.0,12.0,56.0,68.24999999999915,,,0,0.2,30.0
632,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.50000000000702,,,0,1.0,12.0,56.0,69.49999999999943,,,0,0.2,30.0
633,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.000000000006764,,,0,1.0,12.0,56.0,70.74999999999972,,,0,0.2,30.0
634,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.50000000000651,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
635,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.00000000000625,,,0,1.0,12.0,56.0,72.0,,tomato_salad,0,0.2,30.0
636,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.500000000006,,,0,1.0,12.0,56.0,72.0,,tomato_salad,0,0.2,30.0
637,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.00000000000574,,,0,1.0,12.0,56.0,72.0,,tomato_salad,0,0.2,30.0
638,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.500000000005485,,,0,1.0,12.0,56.0,72.0,,tomato_salad,0,0.2,30.0
639,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.00000000000523,,,0,1.0,12.0,56.0,72.0,,tomato_salad,0,0.2,30.0
640,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.500000000004974,,,0,1.0,12.0,56.0,72.0,,tomato_salad,0,0.2,30.0
641,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,59.00000000000472,,,0,1.0,12.0,56.0,72.0,,tomato_salad,0,0.2,30.0
642,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.50000000000446,,,0,1.0,12.0,56.0,72.0,,tomato_salad,0,0.2,30.0
643,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.000000000004206,,,0,1.0,12.0,56.0,72.0,,tomato_salad,0,0.2,30.0
644,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.50000000000395,,,0,1.0,12.0,56.0,72.0,,tomato_salad,0,0.2,30.0
645,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.000000000003695,,,0,1.0,12.0,56.0,72.0,,tomato_salad,0,0.2,30.0
646,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.50000000000344,,,0,1.0,12.0,56.0,72.0,,tomato_salad,0,0.2,30.0
647,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.00000000000318,,,0,1.0,12.0,57.250000000000284,72.0,,tomato_salad,0,0.2,30.0
648,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.50000000000293,,,0,1.0,12.0,58.50000000000057,72.0,,tomato_salad,0,0.2,30.0
649,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.00000000000267,,,0,1.0,12.0,59.75000000000085,72.0,,tomato_salad,0,0.2,30.0
650,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,54.500000000002416,,,0,1.0,12.0,61.00000000000114,72.0,,tomato_salad,0,0.2,30.0
651,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,54.00000000000216,,,0,1.0,12.0,62.25000000000142,72.0,,tomato_salad,0,0.2,30.0
652,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.500000000001904,,,0,1.0,12.0,63.500000000001705,72.0,,tomato_salad,0,0.2,30.0
653,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.00000000000165,,,0,1.0,12.0,64.75000000000199,72.0,,tomato_salad,0,0.2,30.0
654,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.50000000000139,,,0,1.0,12.0,66.00000000000227,72.0,,tomato_salad,0,0.2,30.0
655,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.00000000000114,,,0,1.0,12.0,67.25000000000256,72.0,,tomato_salad,0,0.2,30.0
656,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.50000000000088,,,0,1.0,12.0,68.50000000000284,72.0,,tomato_salad,0,0.2,30.0
657,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.000000000000625,,,0,1.0,12.0,69.75000000000313,72.0,,tomato_salad,0,0.2,30.0
658,0,1,,0,2,,0.0,0,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.50000000000037,,,0,1.0,12.0,71.00000000000341,72.0,,tomato_salad,0,0.2,30.0
