tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,37edec3ace5a170f_score,player_f0b7b100_x,player_f0b7b100_y,player_f0b7b100_move_target,player_f0b7b100_item,player_f0b7b100_score,player_f0b7b100_cut_speed,player_f0b7b100_speed,player_6df483d0_x,player_6df483d0_y,player_6df483d0_move_target,player_6df483d0_item,player_6df483d0_score,player_6df483d0_cut_speed,player_6df483d0_speed,a760ed68ac702d5f_score,5bf02ac68e359cc4_message,39434122fd42e2d9_score
1502,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.6666666666666665,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1503,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1504,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.7499999999999998,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1505,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.7916666666666664,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1506,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.833333333333333,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1507,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.8749999999999997,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1508,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.9166666666666663,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1509,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.9583333333333329,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1510,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.9999999999999996,0,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1511,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.0416666666666663,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1512,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1513,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.1249999999999998,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1514,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.1666666666666665,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1515,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.2083333333333333,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1516,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.25,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1517,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1518,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.3333333333333335,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1519,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1520,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1521,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1522,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.5000000000000004,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1523,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1524,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.583333333333334,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1525,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.6250000000000007,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,104.0,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1526,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.6666666666666674,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,105.25000000000028,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1527,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.7083333333333341,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,106.50000000000057,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1528,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.7500000000000009,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,107.75000000000085,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1529,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.7916666666666676,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,109.00000000000114,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1530,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.8333333333333344,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,110.25000000000142,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1531,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.875000000000001,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,111.5000000000017,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1532,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,112.75000000000199,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1533,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.9583333333333346,1,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,114.00000000000227,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1534,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.0000000000000013,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,115.25000000000256,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1535,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.041666666666668,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,116.50000000000284,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1536,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.0833333333333344,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,117.75000000000313,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1537,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.125000000000001,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,119.00000000000341,40.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1538,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.1666666666666674,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,120.12016826116314,39.68378443342246,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1539,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.208333333333334,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,121.0095245421619,38.80540785959596,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1540,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.2500000000000004,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,121.89888082316065,37.92703128576946,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1541,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.291666666666667,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,122.7882371041594,37.04865471194296,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1542,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.3333333333333335,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,123.67759338515816,36.17027813811646,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1543,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.375,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,124.56694966615692,35.29190156428996,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1544,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.4166666666666665,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,125.45630594715567,34.41352499046346,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1545,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.458333333333333,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,126.34566222815442,33.53514841663696,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1546,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,127.23501850915318,32.65677184281046,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1547,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.541666666666666,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,128.12437479015193,31.778395268983957,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1548,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.5833333333333326,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,129.0137310711507,30.900018695157552,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1549,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.624999999999999,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,129.90308735214944,30.021642121331407,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1550,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.6666666666666656,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,130.7924436331482,29.143265547505262,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1551,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.708333333333332,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,131.68179991414695,28.264888973679117,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1552,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,132.5711561951457,27.386512399852972,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1553,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.791666666666665,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,133.46051247614446,26.508135826026994,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1554,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.8333333333333317,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,134.3498687571432,25.629759252201204,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1555,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.8749999999999982,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,135.23922503814302,24.751382678375748,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1556,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1557,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.9583333333333313,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1558,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato,2.999999999999998,2,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1559,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1560,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.083333333333331,3,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1561,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.1249999999999973,3,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1562,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.166666666666664,3,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1563,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.2083333333333304,3,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1564,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.249999999999997,3,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1565,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.2916666666666634,3,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
1566,train,0,1,None_cut,3.1249999999999973,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.33333333333333,3,2,2,,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,136.0,24.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
