tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,f1d5a2656587dc0d_score,player_cde863ea_x,player_cde863ea_y,player_cde863ea_move_target,player_cde863ea_item,player_cde863ea_score,player_cde863ea_cut_speed,player_cde863ea_speed,player_081d334f_x,player_081d334f_y,player_081d334f_move_target,player_081d334f_item,player_081d334f_score,player_081d334f_cut_speed,player_081d334f_speed,93bbd964dad9190a_score,7174dc11fc1adf0d_message,ac31f0f0148814f9_score
1411,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,63.500000000001705,,tomato,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,
1412,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,64.75000000000199,,tomato,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,
1413,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,66.00000000000227,,tomato,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,
1414,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,67.25000000000256,,tomato,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,
1415,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,68.50000000000284,,tomato,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,
1416,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,69.75000000000313,,tomato,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,
1417,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,71.00000000000341,,tomato,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,
1418,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,72.2500000000037,,tomato,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,
1419,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,73.50000000000398,,tomato,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,
1420,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,74.75000000000426,,tomato,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,
1421,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,76.00000000000455,,tomato,1,1.0,30.0,40.0,24.0,,,1,1.0,30.0,,,
1422,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,77.25000000000483,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1423,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,78.50000000000512,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1424,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,79.7500000000054,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1425,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,81.00000000000568,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1426,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,82.25000000000597,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1427,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,83.50000000000625,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1428,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,84.75000000000654,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1429,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,86.00000000000682,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1430,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,87.2500000000071,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1431,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,88.50000000000739,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1432,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,89.75000000000767,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1433,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,91.00000000000796,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1434,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,92.25000000000824,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1435,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,93.50000000000853,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1436,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,94.75000000000881,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1437,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,96.0000000000091,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1438,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,97.25000000000938,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1439,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,98.50000000000966,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1440,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,99.75000000000995,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1441,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,101.00000000001023,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1442,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,102.25000000001052,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1443,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,103.5000000000108,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1444,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,104.75000000001108,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1445,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,106.00000000001137,,tomato,1,1.0,30.0,40.0,24.0,,tomato_salad,1,1.0,30.0,,,
1446,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,107.25000000001165,,tomato,1,1.0,30.0,41.250000000000284,24.0,,tomato_salad,1,1.0,30.0,,,
1447,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,108.50000000001194,,tomato,1,1.0,30.0,42.50000000000057,24.0,,tomato_salad,1,1.0,30.0,,,
1448,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,109.75000000001222,,tomato,1,1.0,30.0,43.75000000000085,24.0,,tomato_salad,1,1.0,30.0,,,
1449,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,111.0000000000125,,tomato,1,1.0,30.0,45.00000000000114,24.0,,tomato_salad,1,1.0,30.0,,,
1450,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,112.25000000001279,,tomato,1,1.0,30.0,46.25000000000142,24.0,,tomato_salad,1,1.0,30.0,,,
1451,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,113.50000000001307,,tomato,1,1.0,30.0,47.500000000001705,24.0,,tomato_salad,1,1.0,30.0,,,
1452,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,114.75000000001336,,tomato,1,1.0,30.0,48.75000000000199,24.0,,tomato_salad,1,1.0,30.0,,,
1453,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,116.00000000001364,,tomato,1,1.0,30.0,50.000000000002274,24.0,,tomato_salad,1,1.0,30.0,,,
1454,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,117.25000000001393,,tomato,1,1.0,30.0,51.25000000000256,24.0,,tomato_salad,1,1.0,30.0,,,
1455,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,118.50000000001421,,tomato,1,1.0,30.0,52.50000000000284,24.0,,tomato_salad,1,1.0,30.0,,,
1456,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,119.7500000000145,,tomato,1,1.0,30.0,53.750000000003126,24.0,,tomato_salad,1,1.0,30.0,,,
1457,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,55.15675848912626,120.65378202977331,,tomato,1,1.0,30.0,55.00000000000341,24.0,,tomato_salad,1,1.0,30.0,,,
1458,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,54.278381915299555,121.54313831077206,,tomato,1,1.0,30.0,56.250000000003695,24.0,,tomato_salad,1,1.0,30.0,,,
1459,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,53.40000534147284,122.43249459177082,,tomato,1,1.0,30.0,57.50000000000398,24.0,,tomato_salad,1,1.0,30.0,,,
1460,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,52.52162876764613,123.32185087276957,,tomato,1,1.0,30.0,58.75000000000426,24.0,,tomato_salad,1,1.0,30.0,,,
1461,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,51.643252193819414,124.21120715376833,,tomato,1,1.0,30.0,60.00000000000455,24.0,,tomato_salad,1,1.0,30.0,,,
1462,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,50.76487561999271,125.10056343476708,,tomato,1,1.0,30.0,61.25000000000483,24.0,,tomato_salad,1,1.0,30.0,,,
1463,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,49.886499046165994,125.98991971576584,,tomato,1,1.0,30.0,62.500000000005116,24.0,,tomato_salad,1,1.0,30.0,,,
1464,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,49.00812247233928,126.87927599676459,,tomato,1,1.0,30.0,63.7500000000054,24.0,,tomato_salad,1,1.0,30.0,,,
1465,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,48.12974589851257,127.76863227776334,,tomato,1,1.0,30.0,65.00000000000568,24.0,,tomato_salad,1,1.0,30.0,,,
1466,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,47.251369324685854,128.6579885587621,,tomato,1,1.0,30.0,66.25000000000597,24.0,,tomato_salad,1,1.0,30.0,,,
1467,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,46.37299275085915,129.54734483976085,,tomato,1,1.0,30.0,67.50000000000625,24.0,,tomato_salad,1,1.0,30.0,,,
1468,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,45.494616177032434,130.4367011207596,,tomato,1,1.0,30.0,68.75000000000654,24.0,,tomato_salad,1,1.0,30.0,,,
1469,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,44.61623960320572,131.32605740175836,,tomato,1,1.0,30.0,70.00000000000682,24.0,,tomato_salad,1,1.0,30.0,,,
1470,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,43.737863029379014,132.21541368275712,,tomato,1,1.0,30.0,71.2500000000071,24.0,,tomato_salad,1,1.0,30.0,,,
1471,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,42.8594864555523,133.10476996375587,,tomato,1,1.0,30.0,72.29803951736653,24.49189088134284,,tomato_salad,1,1.0,30.0,,,
1472,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,41.98110988172559,133.99412624475463,,tomato,1,1.0,30.0,73.18739579836529,25.37026745516934,,tomato_salad,1,1.0,30.0,,,
1473,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,41.10273330789887,134.88348252575338,,tomato,1,1.0,30.0,74.07675207936404,26.24864402899584,,tomato_salad,1,1.0,30.0,,,
1474,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,40.22435673407217,135.77283880675213,,tomato,1,1.0,30.0,74.9661083603628,27.12702060282234,,tomato_salad,1,1.0,30.0,,,
1475,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,39.330655874381506,134.97004275038694,,tomato,1,1.0,30.0,75.85546464136155,28.00539717664884,,tomato_salad,1,1.0,30.0,,,
1476,train,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,38.436316502779846,134.09674034663158,,tomato,1,1.0,30.0,76.7448209223603,28.883773750475342,,tomato_salad,1,1.0,30.0,,,
