tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,c395fde6947e41da_score,player_ea6c8079_x,player_ea6c8079_y,player_ea6c8079_move_target,player_ea6c8079_item,player_ea6c8079_score,player_ea6c8079_cut_speed,player_ea6c8079_speed,player_b8e5e3db_x,player_b8e5e3db_y,player_b8e5e3db_move_target,player_b8e5e3db_item,player_b8e5e3db_score,player_b8e5e3db_cut_speed,player_b8e5e3db_speed
373,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.00000000000568,40.0,,,0,1.0,30.0,24.00002821917722,55.88243610455623,,tomato,0,1.0,30.0
374,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.25000000000597,40.0,,,0,1.0,30.0,24.000025998235213,54.632436104558074,,tomato,0,1.0,30.0
375,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.50000000000625,40.0,,,0,1.0,30.0,24.000023777293205,53.38243610455992,,tomato,0,1.0,30.0
376,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.75000000000654,40.0,,,0,1.0,30.0,24.000021556351196,52.13243610456177,,tomato,0,1.0,30.0
377,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.00000000000682,40.0,,,0,1.0,30.0,24.000019335409142,50.88243610456362,,tomato,0,1.0,30.0
378,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.2500000000071,40.0,,,0,1.0,30.0,24.000017114466957,49.632436104565464,,tomato,0,1.0,30.0
379,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.29803951736653,39.50810911865716,,,0,1.0,30.0,24.00001489352477,48.38243610456731,,tomato,0,1.0,30.0
380,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.18739579836529,38.62973254483066,,,0,1.0,30.0,24.000012672582585,47.13243610456916,,tomato,0,1.0,30.0
381,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.08627432806969,37.38382947948182,,,0,1.0,30.0,24.0000104516404,45.882436104571006,,tomato,0,1.0,30.0
382,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.9851528577741,36.13792641413298,,,0,1.0,30.0,24.000008230698214,44.632436104572854,,tomato,0,1.0,30.0
383,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.8840313874785,34.892023348784136,,,0,1.0,30.0,24.000006009756028,43.3824361045747,,tomato,0,1.0,30.0
384,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.7829099171829,33.646120283435295,,,0,1.0,30.0,24.000003788813842,42.13243610457655,,tomato,0,1.0,30.0
385,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.68178844688731,32.40021721808645,,,0,1.0,30.0,24.000001567871657,40.882436104578396,,tomato,0,1.0,30.0
386,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.58066697659171,31.154314152737612,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
387,0,1,,0,2,tomato,0.0,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.47954550629612,29.90841108738877,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
388,0,1,,0,2,tomato,0.041666666666666664,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.37842403600052,28.66250802203993,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
389,0,1,,0,2,tomato,0.08333333333333333,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.27730256570493,27.41660495669109,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
390,0,1,,0,2,tomato,0.125,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.17618109540933,26.170701891342574,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
391,0,1,,0,2,tomato,0.16666666666666666,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0750596251135,24.92479882599409,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
392,0,1,,0,2,tomato,0.20833333333333331,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
393,0,1,,0,2,tomato,0.24999999999999997,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
394,0,1,,0,2,tomato,0.29166666666666663,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
395,0,1,,0,2,tomato,0.3333333333333333,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
396,0,1,,0,2,tomato,0.375,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
397,0,1,,0,2,tomato,0.4166666666666667,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
398,0,1,,0,2,tomato,0.45833333333333337,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
399,0,1,,0,2,tomato,0.5,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
400,0,1,,0,2,tomato,0.5416666666666666,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
401,0,1,,0,2,tomato,0.5833333333333333,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
402,0,1,,0,2,tomato,0.6249999999999999,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
403,0,1,,0,2,tomato,0.6666666666666665,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
404,0,1,,0,2,tomato,0.7083333333333331,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
405,0,1,,0,2,tomato,0.7499999999999998,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
406,0,1,,0,2,tomato,0.7916666666666664,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
407,0,1,,0,2,tomato,0.833333333333333,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
408,0,1,,0,2,tomato,0.8749999999999997,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
409,0,1,,0,2,tomato,0.9166666666666663,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
410,0,1,,0,2,tomato,0.9583333333333329,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
411,0,1,,0,2,tomato,0.9999999999999996,0,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
412,0,1,,0,2,tomato,1.0416666666666663,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
413,0,1,,0,2,tomato,1.083333333333333,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
414,0,1,,0,2,tomato,1.1249999999999998,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
415,0,1,,0,2,tomato,1.1666666666666665,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
416,0,1,,0,2,tomato,1.2083333333333333,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
417,0,1,,0,2,tomato,1.25,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
418,0,1,,0,2,tomato,1.2916666666666667,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
419,0,1,,0,2,tomato,1.3333333333333335,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0,24.0,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
420,0,1,,0,2,tomato,1.3750000000000002,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.11611652351695,24.88388347648305,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
421,0,1,,0,2,tomato,1.416666666666667,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.2322330470339,25.7677669529661,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
422,0,1,,0,2,tomato,1.4583333333333337,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.34834957055085,26.65165042944915,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
423,0,1,,0,2,tomato,1.5000000000000004,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.4644660940678,27.535533905932198,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
424,0,1,,0,2,tomato,1.5416666666666672,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.58058261758475,28.419417382415247,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
425,0,1,,0,2,tomato,1.583333333333334,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.6966991411017,29.303300858898297,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
426,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.81281566461865,30.187184335381346,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
427,0,1,,0,2,tomato,1.6666666666666674,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.9289321881356,31.071067811864395,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
428,0,1,,0,2,tomato,1.7083333333333341,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.04504871165256,31.954951288347445,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
429,0,1,,0,2,tomato,1.7500000000000009,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.1611652351695,32.838834764830494,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
430,0,1,,0,2,tomato,1.7916666666666676,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.27728175868646,33.722718241313544,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
431,0,1,,0,2,tomato,1.8333333333333344,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.3933982822034,34.60660171779659,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
432,0,1,,0,2,tomato,1.875000000000001,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.50951480572036,35.49048519427964,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
433,0,1,,0,2,tomato,1.9166666666666679,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.62563132923731,36.37436867076269,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
434,0,1,,0,2,tomato,1.9583333333333346,1,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.74174785275426,37.25825214724574,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
435,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.85786437627121,38.14213562372879,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
436,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.97398089978816,39.02601910021184,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
437,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.09009742330511,39.90990257669489,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
438,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.20621394682206,40.79378605317794,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0
439,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.32233047033901,41.67766952966099,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
440,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.43844699385596,42.56155300614404,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
441,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.55456351737291,43.44543648262709,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
442,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.67068004088986,44.32931995911014,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
443,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.78679656440681,45.213203435593186,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
444,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.90291308792376,46.097086912076236,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
445,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.01902961144071,46.980970388559285,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
446,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.13514613495767,47.864853865042335,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
447,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.251262658474616,48.748737341525384,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
448,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.367379181991566,49.632620818008434,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
449,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.48349570550852,50.51650429449148,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
450,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.59961222902547,51.40038777097453,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
451,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.71572875254242,52.28427124745758,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
452,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.83184527605937,53.16815472394063,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
453,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.94796179957632,54.05203820042368,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
454,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.06407832309327,54.93592167690673,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
455,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
