tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,453c50dac053af11_score,player_d6079f01_x,player_d6079f01_y,player_d6079f01_move_target,player_d6079f01_item,player_d6079f01_score,player_d6079f01_cut_speed,player_d6079f01_speed,player_47ff4044_x,player_47ff4044_y,player_47ff4044_move_target,player_47ff4044_item,player_47ff4044_score,player_47ff4044_cut_speed,player_47ff4044_speed,a3ea9910a80dbb85_score,579beddd34f9d635_message,56e33fc462030e2a_score
2072,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,126.75000000000881,24.0,,tomato,3,1.0,30.0,,,
2073,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,128.0000000000091,24.0,,tomato,3,1.0,30.0,,,
2074,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,129.25000000000796,24.0,,tomato,3,1.0,30.0,,,
2075,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,130.50000000000682,24.0,,tomato,3,1.0,30.0,,,
2076,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,131.75000000000568,24.0,,tomato,3,1.0,30.0,,,
2077,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,133.00000000000455,24.0,,tomato,3,1.0,30.0,,,
2078,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,134.2500000000034,24.0,,tomato,3,1.0,30.0,,,
2079,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,135.50000000000227,24.0,,tomato,3,1.0,30.0,,,
2080,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,tomato,3,1.0,30.0,,,
2081,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2082,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2083,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2084,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2085,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2086,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2087,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2088,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2089,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2090,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2091,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2092,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2093,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2094,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2095,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2096,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2097,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2098,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2099,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2100,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2101,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2102,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2103,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2104,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2105,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2106,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2107,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2108,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2109,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2110,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,
2111,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,135.11611652351553,24.88388347648305,,plate,3,1.0,30.0,,,
2112,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,134.23223304703106,25.767766952966443,,plate,3,1.0,30.0,,,
2113,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,133.3483495705466,26.651650429449848,,plate,3,1.0,30.0,,,
2114,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,132.46446609406294,27.535533905933253,,plate,3,1.0,30.0,,,
2115,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,131.5805826175798,28.419417382416658,,plate,3,1.0,30.0,,,
2116,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,130.69669914109667,29.303300858900062,,plate,3,1.0,30.0,,,
2117,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,129.81281566461354,30.187184335383467,,plate,3,1.0,30.0,,,
2118,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,128.9289321881304,31.07106781186687,,plate,3,1.0,30.0,,,
2119,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,128.04504871164727,31.954951288350276,,plate,3,1.0,30.0,,,
2120,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,127.1611652351642,32.838834764833344,,plate,3,1.0,30.0,,,
2121,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,126.27728175868116,33.72271824131639,,plate,3,1.0,30.0,,,
2122,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,125.07413427544849,34.06174056151324,,plate,3,1.0,30.0,,,
2123,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,123.87098679221582,34.40076288171009,,plate,3,1.0,30.0,,,
2124,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato_cut,0,1.0,30.0,122.66783930898315,34.73978520190693,,plate,3,1.0,30.0,,,
2125,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,0,1.0,30.0,121.46469182575048,35.07880752210378,,plate,3,1.0,30.0,,,
2126,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,0,1.0,30.0,120.26154434251781,35.41782984230063,,plate,3,1.0,30.0,,,
2127,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,0,1.0,30.0,119.05839685928514,35.75685216249746,,plate,3,1.0,30.0,,,
2128,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,0,1.0,30.0,117.85524937605247,36.095874482694015,,plate,3,1.0,30.0,,,
2129,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,0,1.0,30.0,116.6521018928198,36.43489680289056,,plate,3,1.0,30.0,,,
2130,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,0,1.0,30.0,115.44895440958713,36.77391912308712,,plate,3,1.0,30.0,,,
2131,train,False,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.916666666666661,3,1,0,tomato,1.416666666666667,1,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,0,1.0,30.0,114.24580692635446,37.11294144328367,,plate,3,1.0,30.0,,,
