tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2001859551197d9d_score,player_b9556871_x,player_b9556871_y,player_b9556871_move_target,player_b9556871_item,player_b9556871_score,player_b9556871_cut_speed,player_b9556871_speed,player_c7557b80_x,player_c7557b80_y,player_c7557b80_move_target,player_c7557b80_item,player_c7557b80_score,player_c7557b80_cut_speed,player_c7557b80_speed
1043,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.249999999999997,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,80.9289321881356,31.071067811864395,,tomato,2,1.0,30.0
1044,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.2916666666666634,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,80.04504871165256,31.954951288347445,,tomato,2,1.0,30.0
1045,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.33333333333333,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,79.1611652351695,32.838834764830494,,tomato,2,1.0,30.0
1046,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.3749999999999964,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,78.27728175868646,33.722718241313544,,tomato,2,1.0,30.0
1047,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.416666666666663,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,77.3933982822034,34.60660171779659,,tomato,2,1.0,30.0
1048,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.4583333333333295,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,76.50951480572036,35.49048519427964,,tomato,2,1.0,30.0
1049,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.499999999999996,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,75.62563132923731,36.37436867076269,,tomato,2,1.0,30.0
1050,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.5416666666666625,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,74.74174785275426,37.25825214724574,,tomato,2,1.0,30.0
1051,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,73.85786437627121,38.14213562372879,,tomato,2,1.0,30.0
1052,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.6249999999999956,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,72.97398089978816,39.02601910021184,,tomato,2,1.0,30.0
1053,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.666666666666662,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,72.0,40.0,,tomato,2,1.0,30.0
1054,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.7083333333333286,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,72.0,40.0,,,2,1.0,30.0
1055,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.749999999999995,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,72.0,40.0,,,2,1.0,30.0
1056,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.7916666666666616,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,72.0,40.0,,,2,1.0,30.0
1057,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,72.0,40.0,,,2,1.0,30.0
1058,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,72.0,40.0,,,2,1.0,30.0
1059,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.916666666666661,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,72.0,40.0,,,2,1.0,30.0
1060,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.9583333333333277,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,72.0,40.0,,,2,1.0,30.0
1061,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,72.0,40.0,,,2,1.0,30.0
1062,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,72.0,40.0,,,2,1.0,30.0
1063,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,72.0,40.0,,,2,1.0,30.0
1064,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,30.0,72.0,40.0,,,2,1.0,30.0
1065,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,72.0,40.0,,,2,1.0,30.0
1066,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,72.0,40.0,,,2,1.0,30.0
1067,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,72.88388347648305,39.11611652351695,,,2,1.0,30.0
1068,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,73.7677669529661,38.2322330470339,,,2,1.0,30.0
1069,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,74.65165042944915,37.34834957055085,,,2,1.0,30.0
1070,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,75.5355339059322,36.4644660940678,,,2,1.0,30.0
1071,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,76.41941738241525,35.58058261758475,,,2,1.0,30.0
1072,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,77.3033008588983,34.6966991411017,,,2,1.0,30.0
1073,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,78.18718433538135,33.812815664618654,,,2,1.0,30.0
1074,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,79.0710678118644,32.928932188135605,,,2,1.0,30.0
1075,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,79.95495128834744,32.045048711652555,,,2,1.0,30.0
1076,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,80.8388347648305,31.161165235169506,,,2,1.0,30.0
1077,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,81.72271824131354,30.277281758686456,,,2,1.0,30.0
1078,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,82.6066017177966,29.393398282203407,,,2,1.0,30.0
1079,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,83.49048519427964,28.509514805720357,,,2,1.0,30.0
1080,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,84.37436867076269,27.625631329237308,,,2,1.0,30.0
1081,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,85.25825214724574,26.74174785275426,,,2,1.0,30.0
1082,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,86.14213562372879,25.85786437627121,,,2,1.0,30.0
1083,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,87.02601910021184,24.97398089978816,,,2,1.0,30.0
1084,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,24.0,,,2,1.0,30.0
1085,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1086,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1087,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1088,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1089,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1090,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1091,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1092,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1093,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1094,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1095,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1096,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,25.24999999999993,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1097,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,26.499999999999858,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1098,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,27.749999999999787,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1099,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,28.999999999999716,,tomato_cut,0,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0
1100,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,30.249999999999645,,tomato_cut,0,1.0,30.0,88.0,25.24999999999993,,tomato,2,1.0,30.0
1101,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,31.499999999999574,,tomato_cut,0,1.0,30.0,88.0,26.499999999999858,,tomato,2,1.0,30.0
1102,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,32.749999999999716,,tomato_cut,0,1.0,30.0,88.0,27.749999999999787,,tomato,2,1.0,30.0
1103,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,34.0,,tomato_cut,0,1.0,30.0,88.0,28.999999999999716,,tomato,2,1.0,30.0
1104,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,35.250000000000284,,tomato_cut,0,1.0,30.0,88.0,30.249999999999645,,tomato,2,1.0,30.0
1105,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,36.50000000000057,,tomato_cut,0,1.0,30.0,88.0,31.499999999999574,,tomato,2,1.0,30.0
1106,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,37.75000000000085,,tomato_cut,0,1.0,30.0,88.0,32.749999999999716,,tomato,2,1.0,30.0
1107,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,39.00000000000114,,tomato_cut,0,1.0,30.0,88.0,34.0,,tomato,2,1.0,30.0
1108,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,40.25000000000142,,tomato_cut,0,1.0,30.0,88.0,35.250000000000284,,tomato,2,1.0,30.0
1109,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,41.500000000001705,,tomato_cut,0,1.0,30.0,88.0,36.50000000000057,,tomato,2,1.0,30.0
1110,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,42.75000000000199,,tomato_cut,0,1.0,30.0,88.0,37.75000000000085,,tomato,2,1.0,30.0
1111,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,44.000000000002274,,tomato_cut,0,1.0,30.0,88.0,39.00000000000114,,tomato,2,1.0,30.0
1112,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,45.25000000000256,,tomato_cut,0,1.0,30.0,87.68378443342253,40.120168261161126,,tomato,2,1.0,30.0
1113,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,3.9999999999999942,3,3,2,tomato,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,46.50000000000284,,tomato_cut,0,1.0,30.0,86.80540785959582,41.00952454216059,,tomato,2,1.0,30.0
