tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,7a4414b71ee06dd5_score,player_aa27f3dd_x,player_aa27f3dd_y,player_aa27f3dd_move_target,player_aa27f3dd_item,player_aa27f3dd_score,player_aa27f3dd_cut_speed,player_aa27f3dd_speed,player_35b02cac_x,player_35b02cac_y,player_35b02cac_move_target,player_35b02cac_item,player_35b02cac_score,player_35b02cac_cut_speed,player_35b02cac_speed,9a1fed9a8f2cfb7f_score,4fb6f1093fdf305f_message,48b2490b23af68b4_score
860,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.74999999999062,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
861,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.49999999999034,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
862,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.24999999999005,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
863,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.99999999998977,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
864,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.749999999989484,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
865,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.4999999999892,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
866,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.249999999988916,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
867,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.99999999998863,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
868,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.74999999998835,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
869,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.49999999998806,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
870,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,34.24999999998778,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
871,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,32.999999999987494,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
872,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,31.749999999987285,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
873,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,30.499999999987356,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
874,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,29.249999999987427,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
875,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,27.999999999987498,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
876,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.74999999998757,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
877,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,25.49999999998764,24.0,,tomato,0,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
878,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.24999999998771,24.0,,tomato,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
879,train,True,0,1,,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
880,train,True,0,1,tomato,0.0,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
881,train,True,0,1,tomato,0.041666666666666664,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
882,train,True,0,1,tomato,0.08333333333333333,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
883,train,True,0,1,tomato,0.125,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
884,train,True,0,1,tomato,0.16666666666666666,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
885,train,True,0,1,tomato,0.20833333333333331,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
886,train,True,0,1,tomato,0.24999999999999997,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
887,train,True,0,1,tomato,0.29166666666666663,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
888,train,True,0,1,tomato,0.3333333333333333,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
889,train,True,0,1,tomato,0.375,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
890,train,True,0,1,tomato,0.4166666666666667,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
891,train,True,0,1,tomato,0.45833333333333337,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
892,train,True,0,1,tomato,0.5,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
893,train,True,0,1,tomato,0.5416666666666666,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
894,train,True,0,1,tomato,0.5833333333333333,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
895,train,True,0,1,tomato,0.6249999999999999,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.0,,tomato_salad,0,1.0,30.0,,,
896,train,True,0,1,tomato,0.6666666666666665,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,70.74999999999972,,tomato_salad,0,1.0,30.0,,,
897,train,True,0,1,tomato,0.7083333333333331,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,69.49999999999943,,tomato_salad,0,1.0,30.0,,,
898,train,True,0,1,tomato,0.7499999999999998,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,68.24999999999915,,tomato_salad,0,1.0,30.0,,,
899,train,True,0,1,tomato,0.7916666666666664,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,66.99999999999886,,tomato_salad,0,1.0,30.0,,,
900,train,True,0,1,tomato,0.833333333333333,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,65.74999999999858,,tomato_salad,0,1.0,30.0,,,
901,train,True,0,1,tomato,0.8749999999999997,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,64.4999999999983,,tomato_salad,0,1.0,30.0,,,
902,train,True,0,1,tomato,0.9166666666666663,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,63.24999999999801,,tomato_salad,0,1.0,30.0,,,
903,train,True,0,1,tomato,0.9583333333333329,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,61.999999999997726,,tomato_salad,0,1.0,30.0,,,
904,train,True,0,1,tomato,0.9999999999999996,0,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,60.74999999999744,,tomato_salad,0,1.0,30.0,,,
905,train,True,0,1,tomato,1.0416666666666663,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,59.49999999999716,,tomato_salad,0,1.0,30.0,,,
906,train,True,0,1,tomato,1.083333333333333,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,58.249999999996874,,tomato_salad,0,1.0,30.0,,,
907,train,True,0,1,tomato,1.1249999999999998,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,56.99999999999659,,tomato_salad,0,1.0,30.0,,,
908,train,True,0,1,tomato,1.1666666666666665,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,55.749999999996305,,tomato_salad,0,1.0,30.0,,,
909,train,True,0,1,tomato,1.2083333333333333,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,54.49999999999602,,tomato_salad,0,1.0,30.0,,,
910,train,True,0,1,tomato,1.25,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,53.24999999999574,,tomato_salad,0,1.0,30.0,,,
911,train,True,0,1,tomato,1.2916666666666667,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,51.99999999999545,,tomato_salad,0,1.0,30.0,,,
912,train,True,0,1,tomato,1.3333333333333335,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,50.74999999999517,,tomato_salad,0,1.0,30.0,,,
913,train,True,0,1,tomato,1.3750000000000002,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,49.499999999994884,,tomato_salad,0,1.0,30.0,,,
914,train,True,0,1,tomato,1.416666666666667,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,48.2499999999946,,tomato_salad,0,1.0,30.0,,,
915,train,True,0,1,tomato,1.4583333333333337,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,46.999999999994316,,tomato_salad,0,1.0,30.0,,,
916,train,True,0,1,tomato,1.5000000000000004,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,45.74999999999403,,tomato_salad,0,1.0,30.0,,,
917,train,True,0,1,tomato,1.5416666666666672,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,44.49999999999375,,tomato_salad,0,1.0,30.0,,,
918,train,True,0,1,tomato,1.583333333333334,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,43.24999999999346,,tomato_salad,0,1.0,30.0,,,
919,train,True,0,1,tomato,1.6250000000000007,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,41.99999999999318,,tomato_salad,0,1.0,30.0,,,
920,train,True,0,1,tomato,1.6666666666666674,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,40.749999999992895,,tomato_salad,0,1.0,30.0,,,
921,train,True,0,1,tomato,1.7083333333333341,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.49189088134284,39.70196048263347,,tomato_salad,0,1.0,30.0,,,
922,train,True,0,1,tomato,1.7500000000000009,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,25.37026745516934,38.81260420163471,,tomato_salad,0,1.0,30.0,,,
923,train,True,0,1,tomato,1.7916666666666676,1,0,2,None_cut,3.0416666666666643,3,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,26.24864402899584,37.92324792063596,,tomato_salad,0,1.0,30.0,,,
