tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,822227e957a6e4d5_score,player_bd361d44_x,player_bd361d44_y,player_bd361d44_move_target,player_bd361d44_item,player_bd361d44_score,player_bd361d44_cut_speed,player_bd361d44_speed,player_2233c9b2_x,player_2233c9b2_y,player_2233c9b2_move_target,player_2233c9b2_item,player_2233c9b2_score,player_2233c9b2_cut_speed,player_2233c9b2_speed
783,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
784,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
785,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
786,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
787,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
788,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
789,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
790,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
791,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
792,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0
793,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
794,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
795,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
796,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
797,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
798,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
799,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
800,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
801,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
802,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
803,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
804,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
805,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
806,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
807,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
808,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
809,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
810,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
811,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
812,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
813,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
814,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
815,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
816,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
817,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,57.250000000000284,,tomato_salad,0,1.0,30.0
818,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,58.50000000000057,,tomato_salad,0,1.0,30.0
819,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,59.75000000000085,,tomato_salad,0,1.0,30.0
820,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,61.00000000000114,,tomato_salad,0,1.0,30.0
821,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,62.25000000000142,,tomato_salad,0,1.0,30.0
822,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,63.500000000001705,,tomato_salad,0,1.0,30.0
823,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,64.75000000000199,,tomato_salad,0,1.0,30.0
824,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,66.00000000000227,,tomato_salad,0,1.0,30.0
825,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,67.25000000000256,,tomato_salad,0,1.0,30.0
826,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,68.50000000000284,,tomato_salad,0,1.0,30.0
827,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,69.75000000000313,,tomato_salad,0,1.0,30.0
828,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,71.00000000000341,,tomato_salad,0,1.0,30.0
829,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,72.2500000000037,,tomato_salad,0,1.0,30.0
830,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,73.50000000000398,,tomato_salad,0,1.0,30.0
831,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,74.75000000000426,,tomato_salad,0,1.0,30.0
832,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,76.00000000000455,,tomato_salad,0,1.0,30.0
833,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,77.25000000000483,,tomato_salad,0,1.0,30.0
834,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,78.50000000000512,,tomato_salad,0,1.0,30.0
835,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,79.7500000000054,,tomato_salad,0,1.0,30.0
836,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,81.00000000000568,,tomato_salad,0,1.0,30.0
837,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,82.25000000000597,,tomato_salad,0,1.0,30.0
838,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,83.50000000000625,,tomato_salad,0,1.0,30.0
839,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,84.75000000000654,,tomato_salad,0,1.0,30.0
840,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.0,86.00000000000682,,tomato_salad,0,1.0,30.0
841,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,24.830454798537517,86.93426164836188,,tomato_salad,0,1.0,30.0
842,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,25.660909597075033,87.86852329671694,,tomato_salad,0,1.0,30.0
843,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,26.49136439561255,88.802784945072,,tomato_salad,0,1.0,30.0
844,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,27.321819194150066,89.73704659342656,,tomato_salad,0,1.0,30.0
845,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,28.152273992687583,90.67130824178076,,tomato_salad,0,1.0,30.0
846,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,28.9827287912251,91.60556989013497,,tomato_salad,0,1.0,30.0
847,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,29.813183589762616,92.53983153848915,,tomato_salad,0,1.0,30.0
848,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,30.643638388300133,93.47409318684336,,tomato_salad,0,1.0,30.0
849,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,31.47409318683765,94.40835483519756,,tomato_salad,0,1.0,30.0
850,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,32.304547985375166,95.34261648355175,,tomato_salad,0,1.0,30.0
851,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,33.13500278391268,96.27687813190596,,tomato_salad,0,1.0,30.0
852,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,33.9654575824502,97.21113978026015,,tomato_salad,0,1.0,30.0
853,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,34.795912380987716,98.14540142861435,,tomato_salad,0,1.0,30.0
854,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,35.62636717952523,99.07966307696856,,tomato_salad,0,1.0,30.0
855,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,72.0,,,0,1.0,30.0,36.45682197806275,100.01392472532275,,tomato_salad,0,1.0,30.0
856,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,70.74999999999972,,,0,1.0,30.0,37.287276776600265,100.94818637367696,,tomato_salad,0,1.0,30.0
857,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,69.49999999999943,,,0,1.0,30.0,38.11773157513778,101.88244802203116,,tomato_salad,0,1.0,30.0
858,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,68.24999999999915,,,0,1.0,30.0,38.9481863736753,102.81670967038535,,tomato_salad,0,1.0,30.0
859,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,66.99999999999886,,,0,1.0,30.0,39.778641172212815,103.75097131873956,,tomato_salad,0,1.0,30.0
860,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,65.74999999999858,,,0,1.0,30.0,41.0033848127713,103.82104715618043,,tomato_salad,0,1.0,30.0
861,0,1,,0,2,,0.0,0,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,64.4999999999983,,,0,1.0,30.0,42.25329582622474,103.83596219718002,,tomato_salad,0,1.0,30.0
