tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,da99719e0b71511d_score,player_291a33ad_x,player_291a33ad_y,player_291a33ad_move_target,player_291a33ad_item,player_291a33ad_score,player_291a33ad_cut_speed,player_291a33ad_speed,player_e47a5118_x,player_e47a5118_y,player_e47a5118_move_target,player_e47a5118_item,player_e47a5118_score,player_e47a5118_cut_speed,player_e47a5118_speed
446,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
447,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,38.749999999999716,,,0,0.5,30.0
448,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,37.49999999999943,,,0,0.5,30.0
449,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,36.24999999999915,,,0,0.5,30.0
450,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,34.99999999999886,,,0,0.5,30.0
451,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,33.74999999999858,,,0,0.5,30.0
452,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,32.499999999998295,,,0,0.5,30.0
453,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,31.249999999998227,,,0,0.5,30.0
454,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,29.9999999999983,,,0,0.5,30.0
455,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,28.74999999999837,,,0,0.5,30.0
456,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,27.49999999999844,,,0,0.5,30.0
457,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,26.24999999999851,,,0,0.5,30.0
458,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.999999999998582,,,0,0.5,30.0
459,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,,0,0.5,30.0
460,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
461,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
462,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
463,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
464,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
465,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
466,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
467,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
468,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
469,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
470,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
471,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
472,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
473,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
474,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
475,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
476,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
477,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
478,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
479,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,24.0,,tomato,0,0.5,30.0
480,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,25.24999999999993,,tomato,0,0.5,30.0
481,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,26.499999999999858,,tomato,0,0.5,30.0
482,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,27.749999999999787,,tomato,0,0.5,30.0
483,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,28.999999999999716,,tomato,0,0.5,30.0
484,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,30.249999999999645,,tomato,0,0.5,30.0
485,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,31.499999999999574,,tomato,0,0.5,30.0
486,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,32.749999999999716,,tomato,0,0.5,30.0
487,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,34.0,,tomato,0,0.5,30.0
488,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,35.250000000000284,,tomato,0,0.5,30.0
489,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,36.50000000000057,,tomato,0,0.5,30.0
490,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,37.75000000000085,,tomato,0,0.5,30.0
491,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,39.00000000000114,,tomato,0,0.5,30.0
492,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,40.25000000000142,,tomato,0,0.5,30.0
493,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,41.500000000001705,,tomato,0,0.5,30.0
494,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,42.75000000000199,,tomato,0,0.5,30.0
495,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,44.000000000002274,,tomato,0,0.5,30.0
496,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,45.25000000000256,,tomato,0,0.5,30.0
497,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,15.0,72.0,46.50000000000284,,tomato,0,0.5,30.0
498,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.55805826175776,24.441941738241525,,plate,0,1.0,15.0,72.0,47.750000000003126,,tomato,0,0.5,30.0
499,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.11611652351553,24.88388347648305,,plate,0,1.0,15.0,72.0,49.00000000000341,,tomato,0,0.5,30.0
500,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.6741747852733,25.325825214724574,,plate,0,1.0,15.0,72.0,50.250000000003695,,tomato,0,0.5,30.0
501,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.23223304703106,25.7677669529661,,plate,0,1.0,15.0,72.0,51.50000000000398,,tomato,0,0.5,30.0
502,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.79029130878882,26.209708691207624,,plate,0,1.0,15.0,72.0,52.75000000000426,,tomato,0,0.5,30.0
503,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.34834957054677,26.65165042944915,,plate,0,1.0,15.0,72.0,54.00000000000455,,tomato,0,0.5,30.0
504,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.90640783230538,27.093592167690673,,plate,0,1.0,15.0,72.0,55.25000000000483,,tomato,0,0.5,30.0
505,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.464466094064,27.535533905932198,,plate,0,1.0,15.0,72.0,56.0,,tomato,0,0.5,30.0
506,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.02252435582261,27.977475644173722,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
507,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.58058261758121,28.419417382415247,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
508,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.13864087933982,28.861359120656772,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
509,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.69669914109843,29.303300858898297,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
510,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.25475740285705,29.74524259713982,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
511,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.81281566461566,30.187184335381346,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
512,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.37087392637426,30.62912607362287,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
513,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.92893218813288,31.071067811864395,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
514,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.4869904498915,31.51300955010592,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
515,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.0450487116501,31.954951288347445,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
516,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.6031069734087,32.39689302658897,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
517,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.16116523516732,32.838834764830494,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
518,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.71922349692593,33.28077650307202,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
519,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.27728175868454,33.722718241313544,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
520,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.83534002044314,34.16465997955507,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
521,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.39339828220176,34.60660171779659,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
522,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.95145654396038,35.04854345603812,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
523,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.50951480571898,35.49048519427964,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
524,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.06757306747758,35.93242693252117,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
525,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.6256313292362,36.37436867076269,,plate,0,1.0,15.0,72.0,56.0,,,0,0.5,30.0
