tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a753584f0060c353_score,player_b84378c9_x,player_b84378c9_y,player_b84378c9_move_target,player_b84378c9_item,player_b84378c9_score,player_b84378c9_cut_speed,player_b84378c9_speed,player_71f88532_x,player_71f88532_y,player_71f88532_move_target,player_71f88532_item,player_71f88532_score,player_71f88532_cut_speed,player_71f88532_speed
2132,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2133,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2134,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2135,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2136,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2137,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2138,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2139,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2140,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2141,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2142,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2143,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2144,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2145,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2146,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2147,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2148,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2149,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2150,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2151,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2152,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2153,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2154,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2155,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2156,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2157,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2158,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2159,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2160,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2161,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2162,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2163,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2164,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2165,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2166,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2167,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2168,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2169,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2170,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2171,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2172,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2173,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2174,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2175,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2176,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2177,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2178,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2179,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2180,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2181,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2182,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2183,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2184,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2185,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2186,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2187,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2188,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2189,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2190,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,,1,0.5,30.0
2191,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2192,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2193,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2194,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2195,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2196,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2197,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2198,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2199,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2200,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2201,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2202,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2203,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2204,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2205,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2206,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2207,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2208,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2209,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
2210,0,1,,0,2,,0,3,,1,0,None_cut,3.437500000000007,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,,0,1.0,15.0,72.0,72.0,,tomato_salad,1,0.5,30.0
