tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,563cf2b8cd856e2a_score,player_a445317c_x,player_a445317c_y,player_a445317c_move_target,player_a445317c_item,player_a445317c_score,player_a445317c_cut_speed,player_a445317c_speed,player_920e62ba_x,player_920e62ba_y,player_920e62ba_move_target,player_920e62ba_item,player_920e62ba_score,player_920e62ba_cut_speed,player_920e62ba_speed
1079,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.066666666666662,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,33.499999999999176,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1080,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.0749999999999953,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,33.99999999999943,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1081,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.0833333333333286,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,34.49999999999969,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1082,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.091666666666662,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,34.99999999999994,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1083,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.099999999999995,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,35.5000000000002,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1084,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.1083333333333285,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,36.000000000000455,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1085,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.116666666666662,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,36.50000000000071,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1086,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.124999999999995,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,37.000000000000966,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1087,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.1333333333333284,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,37.50000000000122,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1088,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.1416666666666617,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,38.00000000000148,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1089,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.149999999999995,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,38.500000000001734,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1090,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.1583333333333283,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,39.00000000000199,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1091,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.1666666666666616,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,39.500000000002245,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1092,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.174999999999995,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.0000000000025,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1093,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.1833333333333282,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,40.50000000000276,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1094,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.1916666666666615,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,41.00000000000301,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1095,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.199999999999995,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,41.50000000000327,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1096,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.208333333333328,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,42.000000000003524,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1097,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.2166666666666615,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,42.50000000000378,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1098,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.2249999999999948,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,43.000000000004036,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1099,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.233333333333328,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,43.50000000000429,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1100,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.2416666666666614,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,44.00000000000455,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1101,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.2499999999999947,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,44.5000000000048,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1102,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.258333333333328,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,45.00000000000506,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1103,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.2666666666666613,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,45.500000000005315,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1104,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.2749999999999946,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,46.00000000000557,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1105,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.283333333333328,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,46.50000000000583,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1106,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.291666666666661,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,47.00000000000608,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1107,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.2999999999999945,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,47.50000000000634,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1108,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.308333333333328,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,48.000000000006594,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1109,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.316666666666661,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,48.50000000000685,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1110,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.3249999999999944,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,49.000000000007105,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1111,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.3333333333333277,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,49.50000000000736,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1112,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.341666666666661,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,50.00000000000762,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1113,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.3499999999999943,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,50.50000000000787,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1114,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.3583333333333276,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,51.00000000000813,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1115,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.366666666666661,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,51.500000000008384,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1116,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.3749999999999942,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,52.00000000000864,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1117,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.3833333333333275,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,52.500000000008896,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1118,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.391666666666661,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,53.00000000000915,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1119,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.399999999999994,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,53.50000000000941,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1120,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.4083333333333274,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,54.00000000000966,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1121,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.4166666666666607,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,54.50000000000992,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1122,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.424999999999994,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,55.000000000010175,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1123,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.4333333333333274,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,55.50000000001043,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1124,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.4416666666666607,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,56.00000000001069,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1125,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.449999999999994,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,56.50000000001094,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1126,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.4583333333333273,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,57.0000000000112,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1127,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,57.500000000011454,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1128,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.474999999999994,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,58.00000000001171,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1129,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.483333333333327,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,58.500000000011966,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1130,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.4916666666666605,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,59.00000000001222,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1131,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.499999999999994,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,59.50000000001248,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1132,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,60.00000000001273,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1133,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.5166666666666604,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,60.50000000001299,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1134,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.5249999999999937,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,61.000000000013245,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1135,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.533333333333327,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,61.5000000000135,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1136,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.5416666666666603,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,62.000000000013756,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1137,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.5499999999999936,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,62.50000000001401,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1138,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.558333333333327,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,63.00000000001427,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1139,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.56666666666666,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,63.50000000001452,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1140,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.5749999999999935,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,64.00000000001478,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1141,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.583333333333327,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,64.50000000001432,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1142,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.59166666666666,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,65.00000000001387,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1143,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.5999999999999934,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,65.50000000001342,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1144,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.6083333333333267,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,66.00000000001296,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1145,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.61666666666666,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,66.5000000000125,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1146,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.6249999999999933,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,67.00000000001205,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1147,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.6333333333333266,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,67.5000000000116,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1148,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.64166666666666,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,68.00000000001114,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1149,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.6499999999999932,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,68.50000000001069,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1150,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.6583333333333266,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,69.00000000001023,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1151,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.66666666666666,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,69.50000000000978,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1152,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.674999999999993,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,70.00000000000932,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1153,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.6833333333333265,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,70.50000000000887,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1154,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.6916666666666598,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,71.00000000000841,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1155,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.699999999999993,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,71.50000000000796,,tomato,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
