tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b1d3abf80095d7bd_score,player_fc5d19a5_x,player_fc5d19a5_y,player_fc5d19a5_move_target,player_fc5d19a5_item,player_fc5d19a5_score,player_fc5d19a5_cut_speed,player_fc5d19a5_speed,player_30531934_x,player_30531934_y,player_30531934_move_target,player_30531934_item,player_30531934_score,player_30531934_cut_speed,player_30531934_speed
750,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.17139239300508,90.66615768154946,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
751,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.73216755422203,91.11079971846863,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
752,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.29294271543898,91.55544175538779,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
753,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.85371787665594,92.00008379230695,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
754,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.41449303787289,92.44472582922612,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
755,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.97526819908984,92.88936786614528,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
756,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.53604336030679,93.33400990306444,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
757,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.09681852152374,93.7786519399836,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
758,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.6575936827407,94.22329397690277,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
759,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,tomato,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.21836884395765,94.66793601382193,,tomato,0,1.0,15.0,72.0,40.0,,,0,0.5,30.0
760,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.7791440051746,95.11257805074109,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
761,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.33991916639155,95.55722008766026,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
762,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.90069432760834,96.00186212457942,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
763,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.461469488824584,96.44650416149858,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
764,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.022244650040825,96.89114619841774,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
765,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.58301981125707,97.3357882353369,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
766,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.14379497247331,97.78043027225607,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
767,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.70457013368955,98.22507230917523,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
768,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.26534529490579,98.6697143460944,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
769,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.826120456122034,99.11435638301356,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
770,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.386895617338276,99.55899841993272,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
771,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.94767077855452,100.00364045685188,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
772,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.50844593977076,100.44828249377105,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
773,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.069221100987,100.89292453069021,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
774,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.62999626220324,101.33756656760937,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
775,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.190771423419484,101.78220860452853,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
776,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.751546584635726,102.2268506414477,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
777,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.3123217458515,102.67149267836686,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
778,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.87309690706703,103.11613471528594,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
779,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.43387206828256,103.56077675220466,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
780,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.990898480601636,103.6001203309836,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
781,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.54352418769444,103.16367876325063,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
782,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.09614989478724,102.72723719551766,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
783,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.64877560188004,102.29079562778469,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
784,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.20140130897284,101.85435406005172,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
785,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.75402701606564,101.41791249231875,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
786,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.30665272315844,100.98147092458578,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
787,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.859278430251244,100.54502935685281,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
788,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.411904137344045,100.10858778911984,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
789,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.964529844436846,99.67214622138687,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
790,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.51715555152965,99.2357046536539,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
791,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.06978125862245,98.79926308592093,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
792,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.62240696571525,98.3628215181872,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
793,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.17503267280805,97.92637995045347,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
794,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.72765837990085,97.48993838271974,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
795,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.28028408699365,97.053496814986,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
796,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.832909794086454,96.61705524725227,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
797,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.385535501179255,96.18061367951853,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
798,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.93816120827206,95.74417211178479,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
799,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.49078691536486,95.30773054405107,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
800,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.04341262245766,94.87128897631733,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
801,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.59603832955046,94.4348474085836,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
802,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.14866403664326,93.99840584084986,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
803,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.70128974373606,93.56196427311613,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
804,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.25391545082886,93.1255227053824,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
805,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.806541157921664,92.68908113764866,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
806,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.359166865014465,92.25263956991492,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
807,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.91179257210727,91.81619800218118,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
808,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.46441827920007,91.37975643444746,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
809,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.01704398629287,90.94331486671372,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
810,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.56966969338567,90.50687329897998,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
811,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.12229540047847,90.07043173124625,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
812,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.67492110757127,89.63399016351251,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
813,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.22754681466407,89.19754859577878,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
814,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.780172521756874,88.76110702804505,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
815,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.332798228849676,88.32466546031131,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
816,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.19322122259137,87.75626588288824,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
817,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.18555733918259,87.13131287274118,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
818,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.177893455773805,86.50635986259411,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
819,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.170229572365024,85.88140685244704,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
820,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.16256568895624,85.25645384229998,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
821,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.15490180554746,84.63150083215291,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
822,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.14723792213868,84.00654782200584,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
823,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.1395740387299,83.38159481185878,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
824,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.131910155321115,82.75664180171171,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
825,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.124246271912334,82.13168879156464,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
826,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.11658238850355,81.50673578141758,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
827,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.10891850509477,80.88178277127051,,tomato,0,1.0,15.0,72.0,40.0,,tomato,0,0.5,30.0
828,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.10125462168599,80.25682976112344,,tomato,0,1.0,15.0,72.0,41.250000000000284,,tomato,0,0.5,30.0
