tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,71337cd02ebb4bc9_score,player_3571721d_x,player_3571721d_y,player_3571721d_move_target,player_3571721d_item,player_3571721d_score,player_3571721d_cut_speed,player_3571721d_speed,player_8fd3d7f5_x,player_8fd3d7f5_y,player_8fd3d7f5_move_target,player_8fd3d7f5_item,player_8fd3d7f5_score,player_8fd3d7f5_cut_speed,player_8fd3d7f5_speed
787,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.9865609067227,41.09074214430826,,,0,1.0,12.0,54.6210383226005,89.3465252518205,,,0,0.2,30.0
788,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.99272096635735,40.5907800920827,,,0,1.0,12.0,55.51537769420216,88.47322284806557,,,0,0.2,30.0
789,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.0713863370171,40.12111924887766,,,0,1.0,12.0,56.4026936592241,87.59281192943624,,,0,0.2,30.0
790,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.42280978248552,39.765448668178365,,,0,1.0,12.0,57.286704491737936,86.70905582733658,,,0,0.2,30.0
791,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.77423322795393,39.40977808747907,,,0,1.0,12.0,58.17071532425177,85.82529972523693,,,0,0.2,30.0
792,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.12565667342234,39.05410750677977,,,0,1.0,12.0,59.05472615676561,84.94154362313728,,,0,0.2,30.0
793,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.47708011889075,38.698436926080475,,,0,1.0,12.0,59.93873698927945,84.05778752103762,,,0,0.2,30.0
794,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.82850356435917,38.34276634538118,,,0,1.0,12.0,60.822747821793286,83.17403141893797,,,0,0.2,30.0
795,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.17992700982758,37.98709576468188,,,0,1.0,12.0,61.70675865430712,82.29027531683832,,,0,0.2,30.0
796,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.53135045529599,37.631425183982586,,,0,1.0,12.0,62.59076948682096,81.40651921473867,,,0,0.2,30.0
797,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.8827739007644,37.27575460328329,,,0,1.0,12.0,63.4747803193348,80.52276311263901,,,0,0.2,30.0
798,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.23419734623282,36.92008402258399,,,0,1.0,12.0,64.35879115184892,79.63900701053936,,,0,0.2,30.0
799,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.58562079170123,36.564413441884696,,,0,1.0,12.0,65.24280198436347,78.7552509084397,,,0,0.2,30.0
800,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.93704423716964,36.2087428611854,,,0,1.0,12.0,66.12681281687802,77.87149480634005,,,0,0.2,30.0
801,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.28846768263806,35.8530722804861,,,0,1.0,12.0,67.01082364939256,76.9877387042404,,,0,0.2,30.0
802,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.63989112810647,35.497401699786806,,,0,1.0,12.0,67.89483448190711,76.10398260214075,,,0,0.2,30.0
803,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.99131457357488,35.14173111908751,,,0,1.0,12.0,68.77884531442166,75.2202265000411,,,0,0.2,30.0
804,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.3427380190433,34.78606053838821,,,0,1.0,12.0,69.6628561469362,74.33647039794144,,,0,0.2,30.0
805,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.69416146451171,34.43038995768892,,,0,1.0,12.0,70.54686697945075,73.45271429584179,,,0,0.2,30.0
806,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.04558490998012,34.07471937698962,,,0,1.0,12.0,71.4308778119653,72.56895819374213,,,0,0.2,30.0
807,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.39700835544853,33.71904879629032,,,0,1.0,12.0,72.31481568011074,71.6851291166301,,,0,0.2,30.0
808,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.74843180091695,33.36337821559103,,,0,1.0,12.0,73.19870071198889,70.80124719554357,,,0,0.2,30.0
809,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.09985524638536,33.00770763489173,,,0,1.0,12.0,74.0825857438667,69.91736527445704,,,0,0.2,30.0
810,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.45127869185377,32.652037054192434,,,0,1.0,12.0,74.96647077574448,69.03348335337051,,,0,0.2,30.0
811,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.80270213732219,32.29636647349314,,,0,1.0,12.0,75.85035580762225,68.14960143228399,,,0,0.2,30.0
812,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.1541255827906,31.94069589279384,,,0,1.0,12.0,76.73424083950002,67.26571951119746,,,0,0.2,30.0
813,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.50554902825901,31.585025312094544,,,0,1.0,12.0,77.6181258713778,66.38183759011093,,,0,0.2,30.0
814,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.85697247372742,31.229354731395247,,,0,1.0,12.0,78.50201090325558,65.4979556690244,,,0,0.2,30.0
815,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.20839591919584,30.87368415069595,,,0,1.0,12.0,79.38589593513336,64.61407374793788,,,0,0.2,30.0
816,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.55981936466425,30.518013569996654,,,0,1.0,12.0,80.26978096701113,63.73019182685135,,,0,0.2,30.0
817,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.91124281013266,30.162342989297358,,,0,1.0,12.0,81.15366599888891,62.84630990576483,,,0,0.2,30.0
818,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.26266625560108,29.80667240859806,,,0,1.0,12.0,82.03755103076668,61.9624279846783,,,0,0.2,30.0
819,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.61408970106949,29.451001827898764,,,0,1.0,12.0,82.92143606264446,61.07854606359177,,,0,0.2,30.0
820,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.9655131465379,29.095331247199468,,,0,1.0,12.0,83.80532109452224,60.194664142505246,,,0,0.2,30.0
821,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.31693659200631,28.73966066650017,,,0,1.0,12.0,84.68920612640001,59.31078222141872,,,0,0.2,30.0
822,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.66836003747473,28.383990085800875,,,0,1.0,12.0,85.57309115827779,58.42690030033219,,,0,0.2,30.0
823,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.01978348294314,28.028319505101578,,,0,1.0,12.0,86.45697619015556,57.543018379245666,,,0,0.2,30.0
824,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.37120692841155,27.67264892440228,,,0,1.0,12.0,87.34086122203334,56.65913645815914,,,0,0.2,30.0
825,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.72263037387997,27.316978343702985,,,0,1.0,12.0,87.80787067446892,55.59956336159173,,,0,0.2,30.0
826,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.07405381934838,26.96130776300369,,,0,1.0,12.0,87.82326491584212,54.34965815825334,,,0,0.2,30.0
827,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.42547726481679,26.605637182304392,,,0,1.0,12.0,87.83865915721502,53.099752954914955,,,0,0.2,30.0
828,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.7769007102852,26.249966601605095,,,0,1.0,12.0,87.85405339858751,51.84984775157657,,,0,0.2,30.0
829,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.12832415575362,25.8942960209058,,,0,1.0,12.0,87.86944763996,50.59994254823818,,,0,0.2,30.0
830,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.47974760122203,25.538625440206502,,,0,1.0,12.0,87.88484188133249,49.350037344899796,,,0,0.2,30.0
831,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.83117104669044,25.182954859507205,,,0,1.0,12.0,87.90023612270498,48.10013214156141,,,0,0.2,30.0
832,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.18259449215886,24.82728427880791,,,0,1.0,12.0,87.91563036407747,46.850226938223024,,,0,0.2,30.0
833,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.53401793762727,24.471613698108612,,,0,1.0,12.0,87.93102460544996,45.60032173488464,,,0,0.2,30.0
834,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,,0,1.0,12.0,87.94641884682245,44.35041653154625,,,0,0.2,30.0
835,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,87.96181308819494,43.100511328207865,,,0,0.2,30.0
836,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,87.97720732956743,41.85060612486948,,,0,0.2,30.0
837,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,87.99260157093991,40.60070092153109,,,0,0.2,30.0
838,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,88.58645356704426,39.59261999506062,,,0,0.2,30.0
839,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,89.46521759159862,38.703646548241515,,,0,0.2,30.0
840,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,90.34398161615297,37.81467310142241,,,0,0.2,30.0
841,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,91.22274564070733,36.9256996546033,,,0,0.2,30.0
842,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,92.10150966526169,36.03672620778419,,,0,0.2,30.0
843,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,92.98027368981604,35.14775276096508,,,0,0.2,30.0
844,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,93.8590377143704,34.258779314145976,,,0,0.2,30.0
845,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,94.73780173892476,33.3698058673273,,,0,0.2,30.0
846,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,95.61656576347912,32.48083242050867,,,0,0.2,30.0
847,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,96.49532978803347,31.591858973689988,,,0,0.2,30.0
848,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,97.37409381258783,30.702885526871235,,,0,0.2,30.0
849,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,98.25285783714219,29.813912080052482,,,0,0.2,30.0
850,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,99.13162186169654,28.92493863323373,,,0,0.2,30.0
851,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,100.0103858862509,28.035965186414977,,,0,0.2,30.0
852,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,100.88914991080526,27.146991739596224,,,0,0.2,30.0
853,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,101.76791393535962,26.25801829277747,,,0,0.2,30.0
854,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,102.64667795991397,25.36904484595899,,,0,0.2,30.0
855,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,103.52544198446833,24.48007139914059,,,0,0.2,30.0
856,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,,0,0.2,30.0
857,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
858,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
859,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
860,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
861,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
862,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
863,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
