tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,62f145affa54bd84_score,player_82fdee49_x,player_82fdee49_y,player_82fdee49_move_target,player_82fdee49_item,player_82fdee49_score,player_82fdee49_cut_speed,player_82fdee49_speed,player_726c13c5_x,player_726c13c5_y,player_726c13c5_move_target,player_726c13c5_item,player_726c13c5_score,player_726c13c5_cut_speed,player_726c13c5_speed,d50fec3c4e553249_score,596afa84a32f27f6_message,2170b242ac0cecd1_score
2339,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,34.6966991411017,29.303300858898297,,tomato,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2340,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,33.812815664618654,30.187184335381346,,tomato,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2341,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,32.928932188135605,31.071067811864395,,tomato,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2342,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,32.045048711652555,31.954951288347445,,tomato,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2343,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,31.161165235169506,32.838834764830494,,tomato,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2344,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,30.277281758686456,33.722718241313544,,tomato,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2345,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,29.393398282203407,34.60660171779659,,tomato,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2346,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,28.509514805720357,35.49048519427964,,tomato,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2347,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,27.625631329237308,36.37436867076269,,tomato,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2348,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,26.74174785275426,37.25825214724574,,tomato,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2349,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,25.85786437627121,38.14213562372879,,tomato,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2350,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.97398089978816,39.02601910021184,,tomato,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2351,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,tomato,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2352,train,True,0,1,,0.0,0,0,2,tomato,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2353,train,True,0,1,,0.0,0,0,2,tomato,0.041666666666666664,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2354,train,True,0,1,,0.0,0,0,2,tomato,0.08333333333333333,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2355,train,True,0,1,,0.0,0,0,2,tomato,0.125,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2356,train,True,0,1,,0.0,0,0,2,tomato,0.16666666666666666,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2357,train,True,0,1,,0.0,0,0,2,tomato,0.20833333333333331,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2358,train,True,0,1,,0.0,0,0,2,tomato,0.24999999999999997,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2359,train,True,0,1,,0.0,0,0,2,tomato,0.29166666666666663,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2360,train,True,0,1,,0.0,0,0,2,tomato,0.3333333333333333,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2361,train,True,0,1,,0.0,0,0,2,tomato,0.375,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2362,train,True,0,1,,0.0,0,0,2,tomato,0.4166666666666667,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2363,train,True,0,1,,0.0,0,0,2,tomato,0.45833333333333337,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2364,train,True,0,1,,0.0,0,0,2,tomato,0.5,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2365,train,True,0,1,,0.0,0,0,2,tomato,0.5416666666666666,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2366,train,True,0,1,,0.0,0,0,2,tomato,0.5833333333333333,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2367,train,True,0,1,,0.0,0,0,2,tomato,0.6249999999999999,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2368,train,True,0,1,,0.0,0,0,2,tomato,0.6666666666666665,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2369,train,True,0,1,,0.0,0,0,2,tomato,0.7083333333333331,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2370,train,True,0,1,,0.0,0,0,2,tomato,0.7499999999999998,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2371,train,True,0,1,,0.0,0,0,2,tomato,0.7916666666666664,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2372,train,True,0,1,,0.0,0,0,2,tomato,0.833333333333333,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2373,train,True,0,1,,0.0,0,0,2,tomato,0.8749999999999997,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2374,train,True,0,1,,0.0,0,0,2,tomato,0.9166666666666663,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2375,train,True,0,1,,0.0,0,0,2,tomato,0.9583333333333329,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2376,train,True,0,1,,0.0,0,0,2,tomato,0.9999999999999996,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2377,train,True,0,1,,0.0,0,0,2,tomato,1.0416666666666663,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2378,train,True,0,1,,0.0,0,0,2,tomato,1.083333333333333,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2379,train,True,0,1,,0.0,0,0,2,tomato,1.1249999999999998,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2380,train,True,0,1,,0.0,0,0,2,tomato,1.1666666666666665,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2381,train,True,0,1,,0.0,0,0,2,tomato,1.2083333333333333,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2382,train,True,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2383,train,True,0,1,,0.0,0,0,2,tomato,1.2916666666666667,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2384,train,True,0,1,,0.0,0,0,2,tomato,1.3333333333333335,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2385,train,True,0,1,,0.0,0,0,2,tomato,1.3750000000000002,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2386,train,True,0,1,,0.0,0,0,2,tomato,1.416666666666667,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2387,train,True,0,1,,0.0,0,0,2,tomato,1.4583333333333337,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2388,train,True,0,1,,0.0,0,0,2,tomato,1.5000000000000004,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2389,train,True,0,1,,0.0,0,0,2,tomato,1.5416666666666672,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2390,train,True,0,1,,0.0,0,0,2,tomato,1.583333333333334,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2391,train,True,0,1,,0.0,0,0,2,tomato,1.6250000000000007,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2392,train,True,0,1,,0.0,0,0,2,tomato,1.6666666666666674,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2393,train,True,0,1,,0.0,0,0,2,tomato,1.7083333333333341,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2394,train,True,0,1,,0.0,0,0,2,tomato,1.7500000000000009,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2395,train,True,0,1,,0.0,0,0,2,tomato,1.7916666666666676,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2396,train,True,0,1,,0.0,0,0,2,tomato,1.8333333333333344,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2397,train,True,0,1,,0.0,0,0,2,tomato,1.875000000000001,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2398,train,True,0,1,,0.0,0,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2399,train,True,0,1,,0.0,0,0,2,tomato,1.9583333333333346,1,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,2,1.0,30.0,,,
2400,train,True,0,1,,0.0,0,0,2,tomato,2.0000000000000013,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,57.250000000000284,,tomato_salad,2,1.0,30.0,,,
2401,train,True,0,1,,0.0,0,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,58.50000000000057,,tomato_salad,2,1.0,30.0,,,
2402,train,True,0,1,,0.0,0,0,2,tomato,2.0833333333333344,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,59.75000000000085,,tomato_salad,2,1.0,30.0,,,
2403,train,True,0,1,,0.0,0,0,2,tomato,2.125000000000001,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,61.00000000000114,,tomato_salad,2,1.0,30.0,,,
2404,train,True,0,1,,0.0,0,0,2,tomato,2.1666666666666674,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,62.25000000000142,,tomato_salad,2,1.0,30.0,,,
2405,train,True,0,1,,0.0,0,0,2,tomato,2.208333333333334,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,63.500000000001705,,tomato_salad,2,1.0,30.0,,,
2406,train,True,0,1,,0.0,0,0,2,tomato,2.2500000000000004,2,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,3.0,24.0,40.0,,,1,1.0,30.0,24.0,64.75000000000199,,tomato_salad,2,1.0,30.0,,,
