tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,a1a369ed96448681_score,player_6e3ae276_x,player_6e3ae276_y,player_6e3ae276_move_target,player_6e3ae276_item,player_6e3ae276_score,player_6e3ae276_cut_speed,player_6e3ae276_speed,player_79aa8b0f_x,player_79aa8b0f_y,player_79aa8b0f_move_target,player_79aa8b0f_item,player_79aa8b0f_score,player_79aa8b0f_cut_speed,player_79aa8b0f_speed,15681df14a221cb8_score,143f9da4fcf0d76a_message,abbdd3a2e3917e12_score
2314,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2315,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2316,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2317,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2318,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2319,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2320,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2321,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2322,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2323,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2324,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2325,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2326,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2327,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2328,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2329,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2330,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2331,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2332,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0,,,
2333,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,87.11611652351695,24.88388347648305,,tomato,0,0.2,30.0,,,
2334,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,86.2322330470339,25.7677669529661,,tomato,0,0.2,30.0,,,
2335,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,85.34834957055085,26.65165042944915,,tomato,0,0.2,30.0,,,
2336,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,84.4644660940678,27.535533905932198,,tomato,0,0.2,30.0,,,
2337,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,83.58058261758475,28.419417382415247,,tomato,0,0.2,30.0,,,
2338,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,82.6966991411017,29.303300858898297,,tomato,0,0.2,30.0,,,
2339,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,81.81281566461865,30.187184335381346,,tomato,0,0.2,30.0,,,
2340,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,80.9289321881356,31.071067811864395,,tomato,0,0.2,30.0,,,
2341,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,80.04504871165256,31.954951288347445,,tomato,0,0.2,30.0,,,
2342,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,79.1611652351695,32.838834764830494,,tomato,0,0.2,30.0,,,
2343,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,78.27728175868646,33.722718241313544,,tomato,0,0.2,30.0,,,
2344,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,77.3933982822034,34.60660171779659,,tomato,0,0.2,30.0,,,
2345,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,76.50951480572036,35.49048519427964,,tomato,0,0.2,30.0,,,
2346,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,75.62563132923731,36.37436867076269,,tomato,0,0.2,30.0,,,
2347,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,74.74174785275426,37.25825214724574,,tomato,0,0.2,30.0,,,
2348,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,73.85786437627121,38.14213562372879,,tomato,0,0.2,30.0,,,
2349,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,72.97398089978816,39.02601910021184,,tomato,0,0.2,30.0,,,
2350,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,72.09009742330511,39.90990257669489,,tomato,0,0.2,30.0,,,
2351,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,71.20621394682206,40.79378605317794,,tomato,0,0.2,30.0,,,
2352,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,70.32233047033901,41.67766952966099,,tomato,0,0.2,30.0,,,
2353,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,69.43844699385596,42.56155300614404,,tomato,0,0.2,30.0,,,
2354,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,68.55456351737291,43.44543648262709,,tomato,0,0.2,30.0,,,
2355,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,67.67068004088986,44.32931995911014,,tomato,0,0.2,30.0,,,
2356,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,66.78679656440681,45.213203435593186,,tomato,0,0.2,30.0,,,
2357,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,65.90291308792376,46.097086912076236,,tomato,0,0.2,30.0,,,
2358,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,65.01902961144071,46.980970388559285,,tomato,0,0.2,30.0,,,
2359,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,64.13514613495767,47.864853865042335,,tomato,0,0.2,30.0,,,
2360,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,63.251262658474616,48.748737341525384,,tomato,0,0.2,30.0,,,
2361,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,62.367379181991566,49.632620818008434,,tomato,0,0.2,30.0,,,
2362,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,61.48349570550852,50.51650429449148,,tomato,0,0.2,30.0,,,
2363,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,60.59961222902547,51.40038777097453,,tomato,0,0.2,30.0,,,
2364,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,59.71572875254242,52.28427124745758,,tomato,0,0.2,30.0,,,
2365,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,58.83184527605937,53.16815472394063,,tomato,0,0.2,30.0,,,
2366,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,57.94796179957632,54.05203820042368,,tomato,0,0.2,30.0,,,
2367,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,57.06407832309327,54.93592167690673,,tomato,0,0.2,30.0,,,
2368,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,56.197567139996536,55.82712561869876,,tomato,0,0.2,30.0,,,
2369,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,56.18229833282929,57.07703236063075,,tomato,0,0.2,30.0,,,
2370,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,56.167029525662045,58.32693910256275,,tomato,0,0.2,30.0,,,
2371,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,56.1517607184948,59.57684584449474,,tomato,0,0.2,30.0,,,
2372,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,56.13649191132755,60.826752586426736,,tomato,0,0.2,30.0,,,
2373,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,56.12122310416031,62.07665932835873,,tomato,0,0.2,30.0,,,
2374,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,56.10595429699306,63.326566070290724,,tomato,0,0.2,30.0,,,
2375,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,56.090685489825816,64.57647281222305,,tomato,0,0.2,30.0,,,
2376,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,56.07541668265861,65.82637955415575,,tomato,0,0.2,30.0,,,
2377,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,56.06014787549172,67.07628629608845,,tomato,0,0.2,30.0,,,
2378,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,56.044879068324825,68.32619303802116,,tomato,0,0.2,30.0,,,
2379,train,0,1,,0.0,0,0,2,tomato,1.0166666666666655,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,12.0,56.02961026115793,69.57609977995386,,tomato,0,0.2,30.0,,,
