tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,7e8159da1e9b77b7_score,player_8d412e76_x,player_8d412e76_y,player_8d412e76_move_target,player_8d412e76_item,player_8d412e76_score,player_8d412e76_cut_speed,player_8d412e76_speed,player_f33f78fe_x,player_f33f78fe_y,player_f33f78fe_move_target,player_f33f78fe_item,player_f33f78fe_score,player_f33f78fe_cut_speed,player_f33f78fe_speed
1404,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1405,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1406,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1407,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1408,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1409,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1410,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1411,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1412,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1413,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1414,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1415,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1416,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1417,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1418,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1419,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1420,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1421,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1422,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1423,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1424,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1425,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,103.11611652351695,24.88388347648305,,plate,0,1.0,30.0
1426,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,102.2322330470339,25.7677669529661,,plate,0,1.0,30.0
1427,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,101.34834957055085,26.65165042944915,,plate,0,1.0,30.0
1428,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,100.4644660940678,27.535533905932198,,plate,0,1.0,30.0
1429,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,30.0,99.58058261758475,28.419417382415247,,plate,0,1.0,30.0
1430,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,73.25000000000028,,,0,1.0,30.0,98.6966991411017,29.303300858898297,,plate,0,1.0,30.0
1431,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,74.50000000000057,,,0,1.0,30.0,97.81281566461865,30.187184335381346,,plate,0,1.0,30.0
1432,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,75.75000000000085,,,0,1.0,30.0,96.9289321881356,31.071067811864395,,plate,0,1.0,30.0
1433,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,77.00000000000114,,,0,1.0,30.0,96.04504871165256,31.954951288347445,,plate,0,1.0,30.0
1434,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,78.25000000000142,,,0,1.0,30.0,95.1611652351695,32.838834764830494,,plate,0,1.0,30.0
1435,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,79.5000000000017,,,0,1.0,30.0,94.27728175868646,33.722718241313544,,plate,0,1.0,30.0
1436,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,80.75000000000199,,,0,1.0,30.0,93.3933982822034,34.60660171779659,,plate,0,1.0,30.0
1437,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,82.00000000000227,,,0,1.0,30.0,92.50951480572036,35.49048519427964,,plate,0,1.0,30.0
1438,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,83.25000000000256,,,0,1.0,30.0,91.62563132923731,36.37436867076269,,plate,0,1.0,30.0
1439,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,84.50000000000284,,,0,1.0,30.0,90.74174785275426,37.25825214724574,,plate,0,1.0,30.0
1440,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,85.75000000000313,,,0,1.0,30.0,89.85786437627121,38.14213562372879,,plate,0,1.0,30.0
1441,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,87.00000000000341,,,0,1.0,30.0,88.97398089978816,39.02601910021184,,plate,0,1.0,30.0
1442,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.6837844334222,88.12016826116314,,,0,1.0,30.0,88.19434681531624,39.95382555869017,,plate,0,1.0,30.0
1443,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.805407859595,89.0095245421619,,,0,1.0,30.0,88.17920827225925,41.203733885133886,,plate,0,1.0,30.0
1444,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.92703128576852,89.89888082316065,,,0,1.0,30.0,88.16406972920225,42.4536422115776,,plate,0,1.0,30.0
1445,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.0486547119425,90.7882371041594,,,0,1.0,30.0,88.14893118614526,43.70355053802132,,plate,0,1.0,30.0
1446,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.1702781381165,91.67759338515816,,,0,1.0,30.0,88.13379264308827,44.953458864465034,,plate,0,1.0,30.0
1447,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.29190156429048,92.56694966615692,,,0,1.0,30.0,88.11865410003128,46.20336719090875,,plate,0,1.0,30.0
1448,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.41352499046448,93.45630594715567,,,0,1.0,30.0,88.10351555697429,47.453275517352466,,plate,0,1.0,30.0
1449,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.53514841663846,94.34566222815442,,,0,1.0,30.0,88.0883770139173,48.70318384379618,,plate,0,1.0,30.0
1450,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.65677184281246,95.23501850915318,,,0,1.0,30.0,88.0732384708603,49.9530921702399,,plate,0,1.0,30.0
1451,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.778395268986316,96.12437479015193,,,0,1.0,30.0,88.05809992780331,51.203000496683615,,plate,0,1.0,30.0
1452,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.900018695159815,97.01373107115069,,,0,1.0,30.0,88.04296138474632,52.45290882312733,,plate,0,1.0,30.0
1453,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.021642121333315,97.90308735214944,,,0,1.0,30.0,88.02782284168917,53.70281714957105,,plate,0,1.0,30.0
1454,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.143265547506815,98.7924436331482,,,0,1.0,30.0,88.01268429863147,54.95272547601476,,plate,0,1.0,30.0
1455,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.264888973680314,99.68179991414696,,,0,1.0,30.0,88.00233106509788,56.20266313364169,,plate,0,1.0,30.0
1456,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.386512399853814,100.57115619514666,,,0,1.0,30.0,88.00214661430297,57.45266312003295,,plate,0,1.0,30.0
1457,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.50813582602731,101.46051247614633,,,0,1.0,30.0,88.00196216350807,58.70266310642421,,plate,0,1.0,30.0
1458,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.62975925220081,102.34986875714603,,,0,1.0,30.0,88.00177771271316,59.95266309281547,,plate,0,1.0,30.0
1459,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.75138267837431,103.2392250381457,,,0,1.0,30.0,88.00159326191826,61.20266307920673,,plate,0,1.0,30.0
1460,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.867259497348755,103.49402419263409,,,0,1.0,30.0,88.00140881112335,62.45266306559799,,plate,0,1.0,30.0
1461,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.972920125747095,102.62072178888015,,,0,1.0,30.0,88.00122436032845,63.70266305198925,,plate,0,1.0,30.0
1462,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.078580754145435,101.74741938512621,,,0,1.0,30.0,88.00103990953355,64.95266303837997,,plate,0,1.0,30.0
1463,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.184241382543775,100.87411698137227,,,0,1.0,30.0,88.00085545873864,66.20266302477052,,plate,0,1.0,30.0
1464,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.289902010942114,100.00081457761833,,,0,1.0,30.0,88.00067100794374,67.45266301116106,,plate,0,1.0,30.0
1465,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.395562639340454,99.12751217386439,,,0,1.0,30.0,88.00048655714883,68.70266299755161,,plate,0,1.0,30.0
1466,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.501223267738794,98.25420977011045,,,0,1.0,30.0,88.00030210635417,69.95266298394216,,plate,0,1.0,30.0
1467,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.606883896137134,97.38090736635651,,,0,1.0,30.0,88.00011765555998,71.20266297033271,,plate,0,1.0,30.0
1468,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.712544524535474,96.50760496260257,,,0,1.0,30.0,87.54323487120497,72.2650902716208,,plate,0,1.0,30.0
1469,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.818205152933814,95.63430255884863,,,0,1.0,30.0,86.6647843943323,73.15437355589125,,plate,0,1.0,30.0
1470,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.923865781332154,94.76100015509469,,,0,1.0,30.0,85.78633391745963,74.0436568401617,,plate,0,1.0,30.0
1471,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.029526409730494,93.88769775134075,,,0,1.0,30.0,84.90788344058696,74.93294012443215,,plate,0,1.0,30.0
1472,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.135187038128834,93.01439534758681,,,0,1.0,30.0,84.02943296371429,75.8222234087026,,plate,0,1.0,30.0
1473,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.24084766652717,92.14109294383287,,,0,1.0,30.0,83.15098248684161,76.71150669297305,,plate,0,1.0,30.0
1474,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.34650829492551,91.26779054007893,,,0,1.0,30.0,82.27253200996894,77.6007899772435,,plate,0,1.0,30.0
1475,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.452168923323626,90.394488136325,,,0,1.0,30.0,81.39408153309627,78.49007326151394,,plate,0,1.0,30.0
1476,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.55782955172167,89.52118573257106,,,0,1.0,30.0,80.5156310562236,79.37935654578439,,plate,0,1.0,30.0
