tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,099fb98f5076077b_score,player_0d8e0d18_x,player_0d8e0d18_y,player_0d8e0d18_move_target,player_0d8e0d18_item,player_0d8e0d18_score,player_0d8e0d18_cut_speed,player_0d8e0d18_speed,player_ff63bfac_x,player_ff63bfac_y,player_ff63bfac_move_target,player_ff63bfac_item,player_ff63bfac_score,player_ff63bfac_cut_speed,player_ff63bfac_speed
1488,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1489,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1490,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1491,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1492,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1493,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1494,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1495,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1496,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1497,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1498,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1499,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1500,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1501,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1502,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1503,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1504,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1505,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1506,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1507,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1508,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.64644660940678,24.35355339059322,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1509,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.29289321881356,24.70710678118644,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1510,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.93933982822034,25.06066017177966,,plate,0,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
1511,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.58578643762712,25.41421356237288,,plate,0,1.0,12.0,24.0,57.250000000000284,,tomato_salad,0,0.2,30.0
1512,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.2322330470339,25.7677669529661,,plate,0,1.0,12.0,24.0,58.50000000000057,,tomato_salad,0,0.2,30.0
1513,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.87867965644068,26.12132034355932,,plate,0,1.0,12.0,24.0,59.75000000000085,,tomato_salad,0,0.2,30.0
1514,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.52512626584746,26.47487373415254,,plate,0,1.0,12.0,24.0,61.00000000000114,,tomato_salad,0,0.2,30.0
1515,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.17157287525424,26.828427124745758,,plate,0,1.0,12.0,24.0,62.25000000000142,,tomato_salad,0,0.2,30.0
1516,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.81801948466102,27.181980515338978,,plate,0,1.0,12.0,24.0,63.500000000001705,,tomato_salad,0,0.2,30.0
1517,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.4644660940678,27.535533905932198,,plate,0,1.0,12.0,24.0,64.75000000000199,,tomato_salad,0,0.2,30.0
1518,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.11091270347458,27.889087296525418,,plate,0,1.0,12.0,24.0,66.00000000000227,,tomato_salad,0,0.2,30.0
1519,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.75735931288136,28.242640687118637,,plate,0,1.0,12.0,24.0,67.25000000000256,,tomato_salad,0,0.2,30.0
1520,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.40380592228814,28.596194077711857,,plate,0,1.0,12.0,24.0,68.50000000000284,,tomato_salad,0,0.2,30.0
1521,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.05025253169492,28.949747468305077,,plate,0,1.0,12.0,24.0,69.75000000000313,,tomato_salad,0,0.2,30.0
1522,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.6966991411017,29.303300858898297,,plate,0,1.0,12.0,24.0,71.00000000000341,,tomato_salad,0,0.2,30.0
1523,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.34314575050848,29.656854249491516,,plate,0,1.0,12.0,24.0,72.2500000000037,,tomato_salad,0,0.2,30.0
1524,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.98959235991526,30.010407640084736,,plate,0,1.0,12.0,24.0,73.50000000000398,,tomato_salad,0,0.2,30.0
1525,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.63603896932204,30.363961030677956,,plate,0,1.0,12.0,24.0,74.75000000000426,,tomato_salad,0,0.2,30.0
1526,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.28248557872882,30.717514421271176,,plate,0,1.0,12.0,24.0,76.00000000000455,,tomato_salad,0,0.2,30.0
1527,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.9289321881356,31.071067811864395,,plate,0,1.0,12.0,24.0,77.25000000000483,,tomato_salad,0,0.2,30.0
1528,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.57537879754238,31.424621202457615,,plate,0,1.0,12.0,24.0,78.50000000000512,,tomato_salad,0,0.2,30.0
1529,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.22182540694916,31.778174593050835,,plate,0,1.0,12.0,24.0,79.7500000000054,,tomato_salad,0,0.2,30.0
1530,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.86827201635595,32.131727983644055,,plate,0,1.0,12.0,24.0,81.00000000000568,,tomato_salad,0,0.2,30.0
1531,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.51471862576273,32.485281374237275,,plate,0,1.0,12.0,24.0,82.25000000000597,,tomato_salad,0,0.2,30.0
1532,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.1611652351695,32.838834764830494,,plate,0,1.0,12.0,24.0,83.50000000000625,,tomato_salad,0,0.2,30.0
1533,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.80761184457629,33.192388155423714,,plate,0,1.0,12.0,24.0,84.75000000000654,,tomato_salad,0,0.2,30.0
1534,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.45405845398307,33.545941546016934,,plate,0,1.0,12.0,24.0,86.00000000000682,,tomato_salad,0,0.2,30.0
1535,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.10050506338985,33.899494936610154,,plate,0,1.0,12.0,24.0,87.2500000000071,,tomato_salad,0,0.2,30.0
1536,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.74695167279663,34.25304832720337,,plate,0,1.0,12.0,24.49189088134284,88.29803951736653,,tomato_salad,0,0.2,30.0
1537,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.3933982822034,34.60660171779659,,plate,0,1.0,12.0,25.37026745516934,89.18739579836529,,tomato_salad,0,0.2,30.0
1538,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.03984489161019,34.96015510838981,,plate,0,1.0,12.0,26.24864402899584,90.07675207936404,,tomato_salad,0,0.2,30.0
1539,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.68629150101697,35.31370849898303,,plate,0,1.0,12.0,27.12702060282234,90.9661083603628,,tomato_salad,0,0.2,30.0
1540,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.33273811042375,35.66726188957625,,plate,0,1.0,12.0,28.00539717664884,91.85546464136155,,tomato_salad,0,0.2,30.0
1541,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.97918471983053,36.02081528016947,,plate,0,1.0,12.0,28.883773750475342,92.7448209223603,,tomato_salad,0,0.2,30.0
1542,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.62563132923731,36.37436867076269,,plate,0,1.0,12.0,29.762150324301842,93.63417720335906,,tomato_salad,0,0.2,30.0
1543,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.27207793864409,36.72792206135591,,plate,0,1.0,12.0,30.640526898128343,94.52353348435781,,tomato_salad,0,0.2,30.0
1544,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.91852454805087,37.08147545194913,,plate,0,1.0,12.0,31.518903471954843,95.41288976535657,,tomato_salad,0,0.2,30.0
1545,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.56497115745765,37.43502884254235,,plate,0,1.0,12.0,32.39728004578134,96.30224604635532,,tomato_salad,0,0.2,30.0
1546,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.21141776686443,37.78858223313557,,plate,0,1.0,12.0,33.275656619607844,97.19160232735408,,tomato_salad,0,0.2,30.0
1547,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.85786437627121,38.14213562372879,,plate,0,1.0,12.0,34.154033193434344,98.08095860835283,,tomato_salad,0,0.2,30.0
1548,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.50431098567799,38.49568901432201,,plate,0,1.0,12.0,35.032409767260845,98.97031488935158,,tomato_salad,0,0.2,30.0
1549,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.15075759508477,38.84924240491523,,plate,0,1.0,12.0,35.910786341087345,99.85967117035034,,tomato_salad,0,0.2,30.0
1550,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.79720420449155,39.20279579550845,,plate,0,1.0,12.0,36.789162914913845,100.7490274513491,,tomato_salad,0,0.2,30.0
1551,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.44365081389833,39.55634918610167,,plate,0,1.0,12.0,37.667539488740346,101.63838373234866,,tomato_salad,0,0.2,30.0
1552,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.09009742330511,39.90990257669489,,plate,0,1.0,12.0,38.545916062566846,102.52774001334835,,tomato_salad,0,0.2,30.0
1553,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.73654403271189,40.26345596728811,,plate,0,1.0,12.0,39.424292636393346,103.41709629434803,,tomato_salad,0,0.2,30.0
1554,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.38299064211867,40.61700935788133,,plate,0,1.0,12.0,40.311608376973936,103.31936371188569,,tomato_salad,0,0.2,30.0
1555,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.02943725152545,40.97056274847455,,plate,0,1.0,12.0,41.205947748575596,102.44606130813175,,tomato_salad,0,0.2,30.0
1556,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.67588386093223,41.32411613906777,,plate,0,1.0,12.0,42.100287120177256,101.5727589043778,,tomato_salad,0,0.2,30.0
1557,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.32233047033901,41.67766952966099,,plate,0,1.0,12.0,42.99462649177892,100.69945650062387,,tomato_salad,0,0.2,30.0
1558,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.96877707974579,42.03122292025421,,plate,0,1.0,12.0,43.88896586338058,99.82615409686993,,tomato_salad,0,0.2,30.0
1559,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.61522368915257,42.38477631084743,,plate,0,1.0,12.0,44.78330523498224,98.95285169311599,,tomato_salad,0,0.2,30.0
1560,0,1,,0,2,None_cut,3.59999999999999,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.26167029855935,42.73832970144065,,plate,0,1.0,12.0,45.6776446065839,98.07954928936205,,tomato_salad,0,0.2,30.0
