tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,adb7d262fa5a6aae_score,player_23736cc7_x,player_23736cc7_y,player_23736cc7_move_target,player_23736cc7_item,player_23736cc7_score,player_23736cc7_cut_speed,player_23736cc7_speed,player_97f93ea9_x,player_97f93ea9_y,player_97f93ea9_move_target,player_97f93ea9_item,player_97f93ea9_score,player_97f93ea9_cut_speed,player_97f93ea9_speed
1236,0,1,,0,2,,0,3,,1,0,tomato,1.8124999999999978,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1237,0,1,,0,2,,0,3,,1,0,tomato,1.833333333333331,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1238,0,1,,0,2,,0,3,,1,0,tomato,1.8541666666666643,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1239,0,1,,0,2,,0,3,,1,0,tomato,1.8749999999999976,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1240,0,1,,0,2,,0,3,,1,0,tomato,1.8958333333333308,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1241,0,1,,0,2,,0,3,,1,0,tomato,1.916666666666664,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1242,0,1,,0,2,,0,3,,1,0,tomato,1.9374999999999973,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1243,0,1,,0,2,,0,3,,1,0,tomato,1.9583333333333306,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1244,0,1,,0,2,,0,3,,1,0,tomato,1.9791666666666639,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1245,0,1,,0,2,,0,3,,1,0,tomato,1.9999999999999971,1,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1246,0,1,,0,2,,0,3,,1,0,tomato,2.0208333333333304,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1247,0,1,,0,2,,0,3,,1,0,tomato,2.041666666666664,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1248,0,1,,0,2,,0,3,,1,0,tomato,2.0624999999999973,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1249,0,1,,0,2,,0,3,,1,0,tomato,2.083333333333331,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1250,0,1,,0,2,,0,3,,1,0,tomato,2.1041666666666643,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1251,0,1,,0,2,,0,3,,1,0,tomato,2.124999999999998,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1252,0,1,,0,2,,0,3,,1,0,tomato,2.1458333333333313,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1253,0,1,,0,2,,0,3,,1,0,tomato,2.1666666666666647,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1254,0,1,,0,2,,0,3,,1,0,tomato,2.1874999999999982,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1255,0,1,,0,2,,0,3,,1,0,tomato,2.2083333333333317,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1256,0,1,,0,2,,0,3,,1,0,tomato,2.229166666666665,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1257,0,1,,0,2,,0,3,,1,0,tomato,2.2499999999999987,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1258,0,1,,0,2,,0,3,,1,0,tomato,2.270833333333332,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1259,0,1,,0,2,,0,3,,1,0,tomato,2.2916666666666656,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1260,0,1,,0,2,,0,3,,1,0,tomato,2.312499999999999,2,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1261,0,1,,0,2,,0,3,,1,0,tomato,2.3333333333333326,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1262,0,1,,0,2,,0,3,,1,0,tomato,2.354166666666666,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1263,0,1,,0,2,,0,3,,1,0,tomato,2.3749999999999996,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1264,0,1,,0,2,,0,3,,1,0,tomato,2.395833333333333,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1265,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1266,0,1,,0,2,,0,3,,1,0,tomato,2.4375,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1267,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1268,0,1,,0,2,,0,3,,1,0,tomato,2.479166666666667,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1269,0,1,,0,2,,0,3,,1,0,tomato,2.5000000000000004,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1270,0,1,,0,2,,0,3,,1,0,tomato,2.520833333333334,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1271,0,1,,0,2,,0,3,,1,0,tomato,2.5416666666666674,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1272,0,1,,0,2,,0,3,,1,0,tomato,2.562500000000001,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1273,0,1,,0,2,,0,3,,1,0,tomato,2.5833333333333344,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1274,0,1,,0,2,,0,3,,1,0,tomato,2.604166666666668,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1275,0,1,,0,2,,0,3,,1,0,tomato,2.6250000000000013,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1276,0,1,,0,2,,0,3,,1,0,tomato,2.645833333333335,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1277,0,1,,0,2,,0,3,,1,0,tomato,2.6666666666666683,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1278,0,1,,0,2,,0,3,,1,0,tomato,2.6875000000000018,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1279,0,1,,0,2,,0,3,,1,0,tomato,2.7083333333333353,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1280,0,1,,0,2,,0,3,,1,0,tomato,2.7291666666666687,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1281,0,1,,0,2,,0,3,,1,0,tomato,2.750000000000002,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1282,0,1,,0,2,,0,3,,1,0,tomato,2.7708333333333357,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1283,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666669,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1284,0,1,,0,2,,0,3,,1,0,tomato,2.8125000000000027,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1285,0,1,,0,2,,0,3,,1,0,tomato,2.833333333333336,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1286,0,1,,0,2,,0,3,,1,0,tomato,2.8541666666666696,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1287,0,1,,0,2,,0,3,,1,0,tomato,2.875000000000003,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1288,0,1,,0,2,,0,3,,1,0,tomato,2.8958333333333366,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1289,0,1,,0,2,,0,3,,1,0,tomato,2.91666666666667,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1290,0,1,,0,2,,0,3,,1,0,tomato,2.9375000000000036,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1291,0,1,,0,2,,0,3,,1,0,tomato,2.958333333333337,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1292,0,1,,0,2,,0,3,,1,0,tomato,2.9791666666666705,2,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1293,0,1,,0,2,,0,3,,1,0,tomato_cut,3.000000000000004,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1294,0,1,,0,2,,0,3,,1,0,tomato_cut,3.0208333333333375,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1295,0,1,,0,2,,0,3,,1,0,tomato_cut,3.041666666666671,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.625000000000142,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1296,0,1,,0,2,,0,3,,1,0,tomato_cut,3.0625000000000044,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,25.250000000000284,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1297,0,1,,0,2,,0,3,,1,0,tomato_cut,3.083333333333338,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,25.875000000000426,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1298,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1041666666666714,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,26.50000000000057,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1299,0,1,,0,2,,0,3,,1,0,tomato_cut,3.125000000000005,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,27.12500000000071,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1300,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1458333333333384,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,27.750000000000853,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1301,0,1,,0,2,,0,3,,1,0,tomato_cut,3.166666666666672,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,28.375000000000995,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1302,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1875000000000053,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,29.000000000001137,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1303,0,1,,0,2,,0,3,,1,0,tomato_cut,3.208333333333339,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,29.62500000000128,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1304,0,1,,0,2,,0,3,,1,0,tomato_cut,3.2291666666666723,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,30.25000000000142,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1305,0,1,,0,2,,0,3,,1,0,tomato_cut,3.2500000000000058,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,30.875000000001563,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1306,0,1,,0,2,,0,3,,1,0,tomato_cut,3.2708333333333393,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,31.500000000001705,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1307,0,1,,0,2,,0,3,,1,0,tomato_cut,3.2916666666666727,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,32.12500000000185,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1308,0,1,,0,2,,0,3,,1,0,tomato_cut,3.312500000000006,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,32.75000000000199,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1309,0,1,,0,2,,0,3,,1,0,tomato_cut,3.3333333333333397,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,33.37500000000213,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
1310,0,1,,0,2,,0,3,,1,0,tomato_cut,3.354166666666673,3,2,0,None_cut,4.0,3,3,2,,3,3,,3,4,plate,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,34.000000000002274,,tomato_cut,0,1.0,15.0,24.0,24.0,,,0,0.5,30.0
