tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,8f586923ca4798a7_score,player_a757b7ac_x,player_a757b7ac_y,player_a757b7ac_move_target,player_a757b7ac_item,player_a757b7ac_score,player_a757b7ac_cut_speed,player_a757b7ac_speed,player_d5e721dc_x,player_d5e721dc_y,player_d5e721dc_move_target,player_d5e721dc_item,player_d5e721dc_score,player_d5e721dc_cut_speed,player_d5e721dc_speed,2cfbfaee13303373_score,87adac642bb9d461_message,83d1c72ed97f54f3_score
1624,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,90.00000000001137,,,0,1.0,30.0,116.00000000001364,40.0,,,0,1.0,30.0,,,
1625,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,91.25000000001165,,,0,1.0,30.0,117.25000000001393,40.0,,,0,1.0,30.0,,,
1626,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,92.50000000001194,,,0,1.0,30.0,118.50000000001421,40.0,,,0,1.0,30.0,,,
1627,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,93.75000000001222,,,0,1.0,30.0,119.7500000000145,40.0,,,0,1.0,30.0,,,
1628,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,95.0000000000125,,,0,1.0,30.0,120.65378202977331,39.15675848912626,,,0,1.0,30.0,,,
1629,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,96.25000000001279,,,0,1.0,30.0,121.54313831077206,38.278381915299555,,,0,1.0,30.0,,,
1630,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,97.50000000001307,,,0,1.0,30.0,122.43249459177082,37.40000534147284,,,0,1.0,30.0,,,
1631,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,98.75000000001336,,,0,1.0,30.0,123.32185087276957,36.52162876764613,,,0,1.0,30.0,,,
1632,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,100.00000000001364,,,0,1.0,30.0,124.21120715376833,35.643252193819414,,,0,1.0,30.0,,,
1633,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,101.25000000001393,,,0,1.0,30.0,125.10056343476708,34.76487561999271,,,0,1.0,30.0,,,
1634,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,102.50000000001421,,,0,1.0,30.0,125.98991971576584,33.886499046165994,,,0,1.0,30.0,,,
1635,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,103.7500000000145,,,0,1.0,30.0,126.87927599676459,33.00812247233928,,,0,1.0,30.0,,,
1636,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,105.00000000001478,,,0,1.0,30.0,127.76863227776334,32.12974589851257,,,0,1.0,30.0,,,
1637,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,106.25000000001506,,,0,1.0,30.0,128.6579885587621,31.251369324685733,,,0,1.0,30.0,,,
1638,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,107.50000000001535,,,0,1.0,30.0,129.54734483976085,30.372992750858877,,,0,1.0,30.0,,,
1639,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,108.75000000001563,,,0,1.0,30.0,130.4367011207596,29.49461617703202,,,0,1.0,30.0,,,
1640,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,110.00000000001592,,,0,1.0,30.0,131.32605740175836,28.616239603205166,,,0,1.0,30.0,,,
1641,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,111.2500000000162,,,0,1.0,30.0,132.21541368275712,27.73786302937831,,,0,1.0,30.0,,,
1642,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,112.50000000001648,,,0,1.0,30.0,133.10476996375587,26.859486455551455,,,0,1.0,30.0,,,
1643,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,113.75000000001677,,,0,1.0,30.0,133.99412624475463,25.98110988172474,,,0,1.0,30.0,,,
1644,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,115.00000000001705,,,0,1.0,30.0,134.88348252575338,25.10273330789824,,,0,1.0,30.0,,,
1645,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,116.25000000001734,,,0,1.0,30.0,135.77283880675213,24.224356734071804,,,0,1.0,30.0,,,
1646,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,117.50000000001762,,,0,1.0,30.0,136.0,24.0,,,0,1.0,30.0,,,
1647,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,118.7500000000179,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1648,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.140540251812297,119.94229700497795,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1649,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,25.018916825639153,120.8316532859767,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1650,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,25.897293399466008,121.72100956697545,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1651,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.775669973292864,122.61036584797421,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1652,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,27.65404654711972,123.49972212897296,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1653,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,28.532423120946575,124.38907840997172,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1654,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,29.41079969477343,125.27843469097047,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1655,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,30.289176268600286,126.16779097196923,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1656,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,31.167552842427142,127.05714725296798,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1657,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,32.04592941625402,127.94650353396673,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1658,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,32.92430599008123,128.8358598149655,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1659,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,33.80268256390844,129.72521609596424,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1660,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,34.68105913773565,130.614572376963,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1661,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.55943571156286,131.50392865796175,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1662,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.437812285389924,132.3932849389605,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1663,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.31618885921664,133.28264121995926,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1664,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.194565433043344,134.171997500958,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1665,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.07294200687006,135.06135378195677,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1666,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.95387262834076,135.66868467339486,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1667,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.84821199994242,134.7953822696395,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1668,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.74255137154408,133.92207986588414,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1669,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.63689074314574,133.04877746212878,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1670,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,43.5312301147474,132.17547505837342,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1671,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.42556948634906,131.30217265461806,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1672,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.31990885795072,130.4288702508627,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1673,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.21424822955238,129.55556784710734,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,
1674,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.10858760115404,128.68226544335198,,,0,1.0,30.0,134.75000000000114,24.0,,plate,0,1.0,30.0,,,
1675,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.0029269727557,127.80896303959693,,,0,1.0,30.0,133.50000000000227,24.0,,plate,0,1.0,30.0,,,
1676,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.12936966975694,128.70305343680442,,,0,1.0,30.0,132.2500000000034,24.0,,plate,0,1.0,30.0,,,
1677,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.25581236675818,129.59714383401192,,,0,1.0,30.0,131.00000000000455,24.0,,plate,0,1.0,30.0,,,
1678,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.382255063759416,130.4912342312194,,,0,1.0,30.0,129.75000000000568,24.0,,plate,0,1.0,30.0,,,
1679,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.508697760760654,131.3853246284269,,,0,1.0,30.0,128.50000000000682,24.0,,plate,0,1.0,30.0,,,
1680,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,43.63514045776189,132.2794150256344,,,0,1.0,30.0,127.2500000000071,24.0,,plate,0,1.0,30.0,,,
1681,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.76158315476313,133.17350542284188,,,0,1.0,30.0,126.00000000000682,24.0,,plate,0,1.0,30.0,,,
1682,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.88802585176437,134.06759582004938,,,0,1.0,30.0,124.75000000000654,24.0,,plate,0,1.0,30.0,,,
1683,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.014468548765606,134.96168621725687,,,0,1.0,30.0,123.50000000000625,24.0,,plate,0,1.0,30.0,,,
1684,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.13964727745111,135.74975050686442,,,0,1.0,30.0,122.25000000000597,24.0,,plate,0,1.0,30.0,,,
1685,train,0,1,tomato,0.6666666666666665,0,0,2,tomato,2.999999999999998,2,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.24502383586236,134.8767391107409,,,0,1.0,30.0,121.00000000000568,24.0,,plate,0,1.0,30.0,,,
