tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,b1e5276f7954aa4f_score,player_eee64a55_x,player_eee64a55_y,player_eee64a55_move_target,player_eee64a55_item,player_eee64a55_score,player_eee64a55_cut_speed,player_eee64a55_speed,player_ded46ca7_x,player_ded46ca7_y,player_ded46ca7_move_target,player_ded46ca7_item,player_ded46ca7_score,player_ded46ca7_cut_speed,player_ded46ca7_speed,b2fb363a7a6f56cf_score,99cdfdcb30faa2c0_message,763bc06edebf8b31_score
1757,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1758,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1759,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1760,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1761,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1762,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1763,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1764,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1765,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1766,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1767,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1768,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1769,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1770,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1771,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1772,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1773,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1774,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1775,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1776,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1777,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1778,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1779,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1780,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1781,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1782,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1783,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1784,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1785,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1786,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1787,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1788,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1789,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1790,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1791,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1792,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1793,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,88.0,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1794,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,86.74999999999972,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1795,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,85.49999999999943,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1796,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,84.24999999999915,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1797,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,82.99999999999886,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1798,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,81.74999999999858,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1799,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,80.4999999999983,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1800,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,79.24999999999801,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1801,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,77.99999999999773,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1802,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,76.74999999999744,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1803,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,75.49999999999716,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1804,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,74.24999999999687,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1805,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,72.99999999999659,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1806,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,71.7499999999963,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1807,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,70.49999999999602,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1808,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,69.24999999999574,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1809,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,67.99999999999545,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1810,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,66.74999999999517,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1811,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,65.49999999999488,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1812,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,64.2499999999946,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1813,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,62.999999999994316,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1814,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,61.74999999999403,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1815,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,60.49999999999375,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1816,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,59.24999999999346,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1817,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,57.99999999999318,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1818,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.749999999992895,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1819,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.49189088134284,55.70196048263347,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1820,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.37026745516934,54.81260420163471,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1821,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.24864402899584,53.92324792063596,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
1822,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.12702060282234,53.033891639637005,,tomato_salad,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0,,,
