tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,16437be60400a92b_score,player_1ab11cda_x,player_1ab11cda_y,player_1ab11cda_move_target,player_1ab11cda_item,player_1ab11cda_score,player_1ab11cda_cut_speed,player_1ab11cda_speed,player_2ca0bb99_x,player_2ca0bb99_y,player_2ca0bb99_move_target,player_2ca0bb99_item,player_2ca0bb99_score,player_2ca0bb99_cut_speed,player_2ca0bb99_speed,7cec597422afc9d1_score,8e63fe384bf0b8bc_message,dc2ea2071e83a6d4_score
224,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,34.68105913773565,130.614572376963,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
225,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,35.55943571156286,131.50392865796175,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
226,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,36.437812285389924,132.3932849389605,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
227,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,37.31618885921664,133.28264121995926,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
228,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,38.194565433043344,134.171997500958,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
229,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.07294200687006,135.06135378195677,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
230,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,39.95387262834076,135.66868467339486,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
231,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,40.84821199994242,134.7953822696395,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
232,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,41.74255137154408,133.92207986588414,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
233,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,42.63689074314574,133.04877746212878,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
234,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,43.5312301147474,132.17547505837342,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
235,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,44.42556948634906,131.30217265461806,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
236,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,45.31990885795072,130.4288702508627,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
237,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,46.21424822955238,129.55556784710734,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
238,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,47.10858760115404,128.68226544335198,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
239,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.0029269727557,127.80896303959693,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,
240,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,48.89726634435736,126.93566063584299,,,0,1.0,30.0,87.11611652351695,24.88388347648305,,tomato,0,1.0,30.0,,,
241,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,49.79160571595902,126.06235823208905,,,0,1.0,30.0,86.2322330470339,25.7677669529661,,tomato,0,1.0,30.0,,,
242,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,50.68594508756068,125.18905582833484,,,0,1.0,30.0,85.34834957055085,26.65165042944915,,tomato,0,1.0,30.0,,,
243,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,51.58028445916234,124.31575342457992,,,0,1.0,30.0,84.4644660940678,27.535533905932198,,tomato,0,1.0,30.0,,,
244,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,52.474623830764,123.442451020825,,,0,1.0,30.0,83.58058261758475,28.419417382415247,,tomato,0,1.0,30.0,,,
245,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,53.36896320236566,122.56914861707008,,,0,1.0,30.0,82.6966991411017,29.303300858898297,,tomato,0,1.0,30.0,,,
246,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,54.26330257396732,121.69584621331515,,,0,1.0,30.0,81.81281566461865,30.187184335381346,,tomato,0,1.0,30.0,,,
247,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.15764194556898,120.82254380956023,,,0,1.0,30.0,80.9289321881356,31.071067811864395,,tomato,0,1.0,30.0,,,
248,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.80585476953,119.84379235274251,,,0,1.0,30.0,80.04504871165256,31.954951288347445,,tomato,0,1.0,30.0,,,
249,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.821170756700795,118.59388618804904,,,0,1.0,30.0,79.1611652351695,32.838834764830494,,tomato,0,1.0,30.0,,,
250,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.83648674387159,117.34398002335557,,,0,1.0,30.0,78.27728175868646,33.722718241313544,,tomato,0,1.0,30.0,,,
251,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.85180273104238,116.0940738586621,,,0,1.0,30.0,77.3933982822034,34.60660171779659,,tomato,0,1.0,30.0,,,
252,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.86711871821318,114.84416769396863,,,0,1.0,30.0,76.50951480572036,35.49048519427964,,tomato,0,1.0,30.0,,,
253,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.88243470538397,113.59426152927516,,,0,1.0,30.0,75.62563132923731,36.37436867076269,,tomato,0,1.0,30.0,,,
254,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.897750692554766,112.34435536458169,,,0,1.0,30.0,74.74174785275426,37.25825214724574,,tomato,0,1.0,30.0,,,
255,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.91306667972556,111.09444919988822,,,0,1.0,30.0,73.85786437627121,38.14213562372879,,tomato,0,1.0,30.0,,,
256,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.928382666896354,109.84454303519475,,,0,1.0,30.0,72.97398089978816,39.02601910021184,,tomato,0,1.0,30.0,,,
257,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.94369865406715,108.59463687050128,,,0,1.0,30.0,72.09009742330511,39.90990257669489,,tomato,0,1.0,30.0,,,
258,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.95901464123794,107.3447307058078,,,0,1.0,30.0,71.20621394682206,40.79378605317794,,tomato,0,1.0,30.0,,,
259,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.97433062840848,106.09482454111433,,,0,1.0,30.0,70.32233047033901,41.67766952966099,,tomato,0,1.0,30.0,,,
260,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.98964661557893,104.84491837642086,,,0,1.0,30.0,69.43844699385596,42.56155300614404,,tomato,0,1.0,30.0,,,
261,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.997699440518915,103.5949671773087,,,0,1.0,30.0,68.55456351737291,43.44543648262709,,tomato,0,1.0,30.0,,,
262,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99788383970923,102.34496719090963,,,0,1.0,30.0,67.67068004088986,44.32931995911014,,tomato,0,1.0,30.0,,,
263,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99806823889955,101.09496720451055,,,0,1.0,30.0,66.78679656440681,45.213203435593186,,tomato,0,1.0,30.0,,,
264,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.998252638089866,99.84496721811148,,,0,1.0,30.0,65.90291308792376,46.097086912076236,,tomato,0,1.0,30.0,,,
265,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99843703728018,98.5949672317124,,,0,1.0,30.0,65.01902961144071,46.980970388559285,,tomato,0,1.0,30.0,,,
266,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.9986214364705,97.34496724531333,,,0,1.0,30.0,64.13514613495767,47.864853865042335,,tomato,0,1.0,30.0,,,
267,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99880583566082,96.09496725891425,,,0,1.0,30.0,63.251262658474616,48.748737341525384,,tomato,0,1.0,30.0,,,
268,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.998990234851135,94.84496727251518,,,0,1.0,30.0,62.367379181991566,49.632620818008434,,tomato,0,1.0,30.0,,,
269,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99917463404145,93.5949672861161,,,0,1.0,30.0,61.48349570550852,50.51650429449148,,tomato,0,1.0,30.0,,,
270,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99935903323177,92.34496729971703,,,0,1.0,30.0,60.59961222902547,51.40038777097453,,tomato,0,1.0,30.0,,,
271,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99954343242209,91.09496731331795,,,0,1.0,30.0,59.71572875254242,52.28427124745758,,tomato,0,1.0,30.0,,,
272,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999727831612404,89.84496732691888,,,0,1.0,30.0,58.83184527605937,53.16815472394063,,tomato,0,1.0,30.0,,,
273,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99991223080253,88.5949673405198,,,0,1.0,30.0,57.94796179957632,54.05203820042368,,tomato,0,1.0,30.0,,,
274,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999972748101165,87.34496734487384,,,0,1.0,30.0,57.06407832309327,54.93592167690673,,tomato,0,1.0,30.0,,,
275,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999974968039176,86.0949673448764,,,0,1.0,30.0,56.197567139996536,55.82712561869876,,tomato,0,1.0,30.0,,,
276,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99997718797719,84.84496734487895,,,0,1.0,30.0,56.18229833282929,57.07703236063075,,tomato,0,1.0,30.0,,,
277,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.9999794079152,83.59496734488151,,,0,1.0,30.0,56.167029525662045,58.32693910256275,,tomato,0,1.0,30.0,,,
278,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99998162785321,82.34496734488407,,,0,1.0,30.0,56.1517607184948,59.57684584449474,,tomato,0,1.0,30.0,,,
279,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99998384779122,81.09496734488663,,,0,1.0,30.0,56.13649191132755,60.826752586426736,,tomato,0,1.0,30.0,,,
280,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99998606772923,79.84496734488918,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
281,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99998828766692,78.59496734489174,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
282,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999050760458,77.3449673448943,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
283,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.999992727542235,76.09496734489686,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
284,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999494747989,74.84496734489942,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
285,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999716741755,73.59496734490197,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
286,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.9999993873552,72.34496734490453,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
287,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999965374772,72.19496734490484,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
288,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999965374772,72.19496734490484,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
289,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999965374772,72.19496734490484,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
290,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999965374772,72.19496734490484,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
291,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999965374772,72.19496734490484,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
292,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999965374772,72.19496734490484,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
293,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,55.99999965374772,72.19496734490484,,,0,1.0,30.0,56.12122310416031,62.07665932835873,,tomato,0,1.0,30.0,,,
