tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,80e56876183e2598_score,player_f6c916c3_x,player_f6c916c3_y,player_f6c916c3_move_target,player_f6c916c3_item,player_f6c916c3_score,player_f6c916c3_cut_speed,player_f6c916c3_speed,player_fde12707_x,player_fde12707_y,player_fde12707_move_target,player_fde12707_item,player_fde12707_score,player_fde12707_cut_speed,player_fde12707_speed
823,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.50000000000088,24.0,,tomato,0,1.0,12.0,64.58711023464343,31.518903471954843,,plate,1,0.2,30.0
824,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.000000000000625,24.0,,tomato,0,1.0,12.0,63.69775395364444,32.39728004578134,,plate,1,0.2,30.0
825,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.50000000000037,24.0,,tomato,0,1.0,12.0,62.80839767264497,33.275656619607844,,plate,1,0.2,30.0
826,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.000000000000114,24.0,,tomato,0,1.0,12.0,61.91904139164551,34.154033193434344,,plate,1,0.2,30.0
827,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.49999999999986,24.0,,tomato,0,1.0,12.0,61.02968511064632,35.032409767260845,,plate,1,0.2,30.0
828,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.9999999999996,24.0,,tomato,0,1.0,12.0,60.14032882964735,35.910786341087345,,plate,1,0.2,30.0
829,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.499999999999346,24.0,,tomato,0,1.0,12.0,59.25097254864839,36.789162914913845,,plate,1,0.2,30.0
830,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.99999999999909,24.0,,tomato,0,1.0,12.0,58.361616267649424,37.667539488740346,,plate,1,0.2,30.0
831,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.499999999998835,24.0,,tomato,0,1.0,12.0,57.47225998665046,38.545916062566846,,plate,1,0.2,30.0
832,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.99999999999858,24.0,,tomato,0,1.0,12.0,56.582903705651496,39.424292636393346,,plate,1,0.2,30.0
833,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.49999999999832,24.0,,tomato,0,1.0,12.0,56.0,40.0,,plate,1,0.2,30.0
834,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.99999999999807,24.0,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
835,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.49999999999781,24.0,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
836,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.999999999997556,24.0,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
837,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.4999999999973,24.0,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
838,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.999999999997044,24.0,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
839,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.49999999999679,24.0,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
840,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.99999999999653,24.0,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
841,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.49999999999628,24.0,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
842,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.99999999999602,24.0,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
843,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.499999999995765,24.0,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
844,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.99999999999551,24.0,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
845,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.499999999995254,24.0,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
846,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.057702995035356,24.14054025181224,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
847,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.701960482636,24.49189088134284,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
848,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.34621797023664,24.84324151087344,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
849,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.99047545783728,25.19459214040404,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
850,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.63473294543792,25.54594276993464,,tomato,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
851,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.27899043303856,25.89729339946524,,tomato,0,1.0,12.0,57.250000000000284,40.0,,,1,0.2,30.0
852,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.9232479206392,26.24864402899584,,tomato,0,1.0,12.0,58.50000000000057,40.0,,,1,0.2,30.0
853,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.56750540823984,26.59999465852644,,tomato,0,1.0,12.0,59.75000000000085,40.0,,,1,0.2,30.0
854,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.21176289584048,26.95134528805704,,tomato,0,1.0,12.0,61.00000000000114,40.0,,,1,0.2,30.0
855,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.85602038344112,27.30269591758764,,tomato,0,1.0,12.0,62.25000000000142,40.0,,,1,0.2,30.0
856,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.50027787104176,27.65404654711824,,tomato,0,1.0,12.0,63.500000000001705,40.0,,,1,0.2,30.0
857,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.1445353586424,28.00539717664884,,tomato,0,1.0,12.0,64.75000000000199,40.0,,,1,0.2,30.0
858,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.78879284624304,28.356747806179442,,tomato,0,1.0,12.0,66.00000000000227,40.0,,,1,0.2,30.0
859,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.43305033384349,28.708098435710042,,tomato,0,1.0,12.0,67.25000000000256,40.0,,,1,0.2,30.0
860,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.07730782144376,29.059449065240642,,tomato,0,1.0,12.0,68.50000000000284,40.0,,,1,0.2,30.0
861,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.72156530904403,29.410799694771242,,tomato,0,1.0,12.0,69.75000000000313,40.0,,,1,0.2,30.0
862,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.3658227966443,29.762150324301842,,tomato,0,1.0,12.0,71.00000000000341,40.0,,,1,0.2,30.0
863,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.01008028424457,30.113500953832443,,tomato,0,1.0,12.0,72.2500000000037,40.0,,,1,0.2,30.0
864,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.654337771844844,30.464851583363043,,tomato,0,1.0,12.0,73.50000000000398,40.0,,,1,0.2,30.0
865,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.298595259445115,30.816202212893643,,tomato,0,1.0,12.0,74.75000000000426,40.0,,,1,0.2,30.0
866,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.94285274704538,31.167552842424243,,tomato,0,1.0,12.0,76.00000000000455,40.0,,,1,0.2,30.0
867,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.58711023464566,31.518903471954843,,tomato,0,1.0,12.0,77.25000000000483,40.0,,,1,0.2,30.0
868,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.23136772224592,31.870254101485443,,tomato,0,1.0,12.0,78.50000000000512,40.0,,,1,0.2,30.0
869,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.875625209846195,32.22160473101604,,tomato,0,1.0,12.0,79.7500000000054,40.0,,,1,0.2,30.0
870,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.51988269744648,32.57295536054664,,tomato,0,1.0,12.0,81.00000000000568,40.0,,,1,0.2,30.0
871,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.164140185046765,32.924305990077244,,tomato,0,1.0,12.0,82.25000000000597,40.0,,,1,0.2,30.0
872,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.80839767264705,33.275656619607844,,tomato,0,1.0,12.0,83.50000000000625,40.0,,,1,0.2,30.0
873,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.452655160247335,33.627007249138444,,tomato,0,1.0,12.0,82.77045493981467,41.015019214177926,,,1,0.2,30.0
874,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.09691264784762,33.978357878669044,,tomato,0,1.0,12.0,82.04090987962309,42.03003842835585,,,1,0.2,30.0
875,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.741170135447906,34.329708508199644,,tomato,0,1.0,12.0,81.31136481943167,43.04505764253398,,,1,0.2,30.0
876,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.38542762304819,34.681059137730244,,tomato,0,1.0,12.0,80.58181975924063,44.060076856712506,,,1,0.2,30.0
877,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.029685110648476,35.032409767260845,,tomato,0,1.0,12.0,79.85227469904957,45.075096070891036,,,1,0.2,30.0
878,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.67394259824876,35.383760396791445,,tomato,0,1.0,12.0,79.12272963885854,46.09011528506953,,,1,0.2,30.0
879,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.318200085849046,35.735111026322045,,tomato,0,1.0,12.0,78.39318457866754,47.105134499248,,,1,0.2,30.0
880,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.96245757344933,36.086461655852645,,tomato,0,1.0,12.0,77.66363951847656,48.12015371342645,,,1,0.2,30.0
881,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.606715061049616,36.437812285383245,,tomato,0,1.0,12.0,76.9340944582856,49.135172927604835,,,1,0.2,30.0
882,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.2509725486499,36.789162914913845,,tomato,0,1.0,12.0,76.20454939809468,50.15019214178319,,,1,0.2,30.0
883,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.895230036250187,37.140513544444445,,tomato,0,1.0,12.0,75.47500433790381,51.16521135596147,,,1,0.2,30.0
884,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.53948752385047,37.491864173975046,,tomato,0,1.0,12.0,74.74545927771294,52.18023057013975,,,1,0.2,30.0
885,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.183745011450757,37.843214803505646,,tomato,0,1.0,12.0,74.01591421752207,53.19524978431803,,,1,0.2,30.0
886,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.828002499051042,38.194565433036246,,tomato,0,1.0,12.0,73.2863691573312,54.21026899849631,,,1,0.2,30.0
887,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.472259986651327,38.545916062566846,,tomato,0,1.0,12.0,72.55682409714032,55.22528821267459,,,1,0.2,30.0
888,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.116517474251612,38.897266692097446,,tomato,0,1.0,12.0,72.13630478799288,56.34132880201669,,,1,0.2,30.0
889,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.760774961851897,39.248617321628046,,tomato,0,1.0,12.0,72.12542426511234,57.59128144680851,,,1,0.2,30.0
890,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.405032449452182,39.599967951158646,,tomato,0,1.0,12.0,72.1145437422318,58.84123409160033,,,1,0.2,30.0
891,0,1,,0,2,None_cut,3.666666666666662,3,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato,0,1.0,12.0,72.10366321935126,60.091186736392146,,,1,0.2,30.0
892,0,1,,0,2,tomato,0.0,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,72.09278269647072,61.341139381183964,,,1,0.2,30.0
893,0,1,,0,2,tomato,0.041666666666666664,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,72.08190217359018,62.59109202597578,,,1,0.2,30.0
894,0,1,,0,2,tomato,0.08333333333333333,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,72.07102165070964,63.8410446707676,,,1,0.2,30.0
895,0,1,,0,2,tomato,0.125,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,72.0601411278291,65.0909973155588,,,1,0.2,30.0
896,0,1,,0,2,tomato,0.16666666666666666,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,72.04926060494856,66.3409499603499,,,1,0.2,30.0
897,0,1,,0,2,tomato,0.20833333333333331,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,72.03838008206802,67.59090260514101,,,1,0.2,30.0
898,0,1,,0,2,tomato,0.24999999999999997,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,72.02749955918748,68.84085524993212,,,1,0.2,30.0
899,0,1,,0,2,tomato,0.29166666666666663,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,72.01661903630693,70.09080789472323,,,1,0.2,30.0
900,0,1,,0,2,tomato,0.3333333333333333,0,0,3,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,,0,1.0,12.0,72.00573851342602,71.34076053951433,,,1,0.2,30.0
