tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,599c13b62f0ef2d5_score,player_ebeafa8a_x,player_ebeafa8a_y,player_ebeafa8a_move_target,player_ebeafa8a_item,player_ebeafa8a_score,player_ebeafa8a_cut_speed,player_ebeafa8a_speed,player_81ed746b_x,player_81ed746b_y,player_81ed746b_move_target,player_81ed746b_item,player_81ed746b_score,player_81ed746b_cut_speed,player_81ed746b_speed
1022,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,56.0,40.0,,,1,1.0,30.0
1023,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,56.0,40.0,,,1,1.0,30.0
1024,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,56.0,40.0,,,1,1.0,30.0
1025,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,56.0,40.0,,,1,1.0,30.0
1026,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,57.250000000000284,40.0,,,1,1.0,30.0
1027,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,58.50000000000057,40.0,,,1,1.0,30.0
1028,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,59.75000000000085,40.0,,,1,1.0,30.0
1029,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,61.00000000000114,40.0,,,1,1.0,30.0
1030,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,62.25000000000142,40.0,,,1,1.0,30.0
1031,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,63.500000000001705,40.0,,,1,1.0,30.0
1032,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,64.75000000000199,40.0,,,1,1.0,30.0
1033,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,66.00000000000227,40.0,,,1,1.0,30.0
1034,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,67.25000000000256,40.0,,,1,1.0,30.0
1035,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,68.50000000000284,40.0,,,1,1.0,30.0
1036,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,plate,0,1.0,30.0,69.75000000000313,40.0,,,1,1.0,30.0
1037,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,71.00000000000341,40.0,,,1,1.0,30.0
1038,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,72.2500000000037,40.0,,,1,1.0,30.0
1039,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,73.50000000000398,40.0,,,1,1.0,30.0
1040,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,74.75000000000426,40.0,,,1,1.0,30.0
1041,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,76.00000000000455,40.0,,,1,1.0,30.0
1042,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,77.25000000000483,40.0,,,1,1.0,30.0
1043,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,78.50000000000512,40.0,,,1,1.0,30.0
1044,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,79.7500000000054,40.0,,,1,1.0,30.0
1045,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,81.00000000000568,40.0,,,1,1.0,30.0
1046,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,82.25000000000597,40.0,,,1,1.0,30.0
1047,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,83.50000000000625,40.0,,,1,1.0,30.0
1048,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,84.75000000000654,40.0,,,1,1.0,30.0
1049,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,86.00000000000682,40.0,,,1,1.0,30.0
1050,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,87.2500000000071,40.0,,,1,1.0,30.0
1051,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,88.29803951736653,39.50810911865716,,,1,1.0,30.0
1052,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,89.18739579836529,38.62973254483066,,,1,1.0,30.0
1053,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,90.07675207936404,37.75135597100416,,,1,1.0,30.0
1054,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,90.9661083603628,36.87297939717766,,,1,1.0,30.0
1055,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,91.85546464136155,35.99460282335116,,,1,1.0,30.0
1056,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,92.7448209223603,35.11622624952466,,,1,1.0,30.0
1057,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,93.63417720335906,34.23784967569816,,,1,1.0,30.0
1058,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,94.52353348435781,33.35947310187166,,,1,1.0,30.0
1059,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,30.0,95.41288976535657,32.48109652804516,,,1,1.0,30.0
1060,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,86.74999999999972,,,0,1.0,30.0,96.30224604635532,31.602719954218657,,,1,1.0,30.0
1061,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,85.49999999999943,,,0,1.0,30.0,97.19160232735408,30.724343380392156,,,1,1.0,30.0
1062,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,84.24999999999915,,,0,1.0,30.0,98.08095860835283,29.845966806565656,,,1,1.0,30.0
1063,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,82.99999999999886,,,0,1.0,30.0,98.97031488935158,28.967590232739155,,,1,1.0,30.0
1064,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,81.74999999999858,,,0,1.0,30.0,99.85967117035034,28.089213658912655,,,1,1.0,30.0
1065,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,80.4999999999983,,,0,1.0,30.0,100.7490274513491,27.210837085086226,,,1,1.0,30.0
1066,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,79.24999999999801,,,0,1.0,30.0,101.63838373234823,26.33246051126008,,,1,1.0,30.0
1067,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,77.99999999999773,,,0,1.0,30.0,102.52774001334755,25.454083937433936,,,1,1.0,30.0
1068,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,76.74999999999744,,,0,1.0,30.0,103.41709629434688,24.57570736360779,,,1,1.0,30.0
1069,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,75.49999999999716,,,0,1.0,30.0,104.0,24.0,,,1,1.0,30.0
1070,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,74.24999999999687,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1071,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.99999999999659,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1072,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,71.7499999999963,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1073,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,70.49999999999602,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1074,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,69.24999999999574,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1075,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,67.99999999999545,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1076,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,66.74999999999517,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1077,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,65.49999999999488,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1078,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,64.2499999999946,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1079,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,62.999999999994316,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1080,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,61.74999999999403,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1081,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,60.49999999999375,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1082,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,59.24999999999346,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1083,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,57.99999999999318,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1084,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.749999999992895,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1085,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1086,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,0,1.0,30.0,103.11611652351695,24.88388347648305,,plate,1,1.0,30.0
1087,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,0,1.0,30.0,102.2322330470339,25.7677669529661,,plate,1,1.0,30.0
1088,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,0,1.0,30.0,101.34834957055085,26.65165042944915,,plate,1,1.0,30.0
1089,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,0,1.0,30.0,100.4644660940678,27.535533905932198,,plate,1,1.0,30.0
1090,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,0,1.0,30.0,99.58058261758475,28.419417382415247,,plate,1,1.0,30.0
1091,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,0,1.0,30.0,98.6966991411017,29.303300858898297,,plate,1,1.0,30.0
1092,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,0,1.0,30.0,97.81281566461865,30.187184335381346,,plate,1,1.0,30.0
1093,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,0,1.0,30.0,96.9289321881356,31.071067811864395,,plate,1,1.0,30.0
1094,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,0,1.0,30.0,96.04504871165256,31.954951288347445,,plate,1,1.0,30.0
1095,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,0,1.0,30.0,95.1611652351695,32.838834764830494,,plate,1,1.0,30.0
1096,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.749999999999995,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,0,1.0,30.0,94.27728175868646,33.722718241313544,,plate,1,1.0,30.0
