tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,9fea084d0d3dfb36_score,player_7082ca8f_x,player_7082ca8f_y,player_7082ca8f_move_target,player_7082ca8f_item,player_7082ca8f_score,player_7082ca8f_cut_speed,player_7082ca8f_speed,player_0165dc76_x,player_0165dc76_y,player_0165dc76_move_target,player_0165dc76_item,player_0165dc76_score,player_0165dc76_cut_speed,player_0165dc76_speed,57efa1e3d04bc7ea_score,702d61c0705c6480_message,20094dbdf709454f_score
1655,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,40.569943548427375,24.056356136001003,,plate,0,1.0,30.0,,,
1656,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,39.57390152884224,24.634003014177896,,plate,0,1.0,30.0,,,
1657,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,38.6840987746394,25.51192730397337,,plate,0,1.0,30.0,,,
1658,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,37.79429602043682,26.389851593768842,,plate,0,1.0,30.0,,,
1659,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,36.90449326623422,27.267775883564315,,plate,0,1.0,30.0,,,
1660,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,36.01469051203163,28.14570017335979,,plate,0,1.0,30.0,,,
1661,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,35.124887757829036,29.02362446315526,,plate,0,1.0,30.0,,,
1662,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,34.23508500362644,29.901548752950735,,plate,0,1.0,30.0,,,
1663,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,33.345282249423846,30.779473042746208,,plate,0,1.0,30.0,,,
1664,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,32.455479495221255,31.65739733254168,,plate,0,1.0,30.0,,,
1665,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,31.56567674101854,32.53532162233737,,plate,0,1.0,30.0,,,
1666,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,30.675873986815777,33.4132459121332,,plate,0,1.0,30.0,,,
1667,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,29.786071232613015,34.29117020192903,,plate,0,1.0,30.0,,,
1668,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,28.896268478410253,35.169094491724856,,plate,0,1.0,30.0,,,
1669,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,,0,1.0,30.0,28.00646572420749,36.047018781520684,,plate,0,1.0,30.0,,,
1670,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,27.11666297000473,36.92494307131651,,plate,0,1.0,30.0,,,
1671,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,26.226860215801967,37.80286736111195,,plate,0,1.0,30.0,,,
1672,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,25.337057461599205,38.68079165090726,,plate,0,1.0,30.0,,,
1673,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.447254707396443,39.55871594070257,,plate,0,1.0,30.0,,,
1674,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
1675,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1676,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1677,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1678,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1679,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1680,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1681,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1682,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1683,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1684,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1685,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1686,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1687,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1688,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1689,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1690,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1691,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1692,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1693,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1694,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1695,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1696,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1697,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1698,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1699,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1700,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1701,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1702,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1703,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1704,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,
1705,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,41.250000000000284,,tomato_cut,0,1.0,30.0,,,
1706,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,42.50000000000057,,tomato_cut,0,1.0,30.0,,,
1707,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,43.75000000000085,,tomato_cut,0,1.0,30.0,,,
1708,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,45.00000000000114,,tomato_cut,0,1.0,30.0,,,
1709,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,46.25000000000142,,tomato_cut,0,1.0,30.0,,,
1710,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,47.500000000001705,,tomato_cut,0,1.0,30.0,,,
1711,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,48.75000000000199,,tomato_cut,0,1.0,30.0,,,
1712,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,50.000000000002274,,tomato_cut,0,1.0,30.0,,,
1713,train,False,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,51.25000000000256,,tomato_cut,0,1.0,30.0,,,
