tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,d91e0be369a2a86d_score,player_a8323792_x,player_a8323792_y,player_a8323792_move_target,player_a8323792_item,player_a8323792_score,player_a8323792_cut_speed,player_a8323792_speed,player_13d1bcac_x,player_13d1bcac_y,player_13d1bcac_move_target,player_13d1bcac_item,player_13d1bcac_score,player_13d1bcac_cut_speed,player_13d1bcac_speed,7f9e2c13dfe25316_score,e97e966cccbbe9bc_message,0b0f37864df71a04_score
863,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,114.00965790004744,24.000000001354383,,,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
864,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,115.25965790004773,24.000000001071765,,,0,1.0,30.0,24.0,25.24999999999993,,,0,1.0,30.0,,,
865,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,116.50965790004801,24.000000000789147,,,0,1.0,30.0,24.0,26.499999999999858,,,0,1.0,30.0,,,
866,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,117.7596579000483,24.000000000506528,,,0,1.0,30.0,24.0,27.749999999999787,,,0,1.0,30.0,,,
867,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,119.00965790004858,24.00000000022391,,,0,1.0,30.0,24.0,28.999999999999716,,,0,1.0,30.0,,,
868,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,120.25965790004886,24.000000000041883,,,0,1.0,30.0,24.0,30.249999999999645,,,0,1.0,30.0,,,
869,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,121.50965790004915,24.000000000038685,,,0,1.0,30.0,24.0,31.499999999999574,,,0,1.0,30.0,,,
870,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,122.75965790004943,24.000000000035488,,,0,1.0,30.0,24.0,32.749999999999716,,,0,1.0,30.0,,,
871,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,124.00965790004972,24.00000000003229,,,0,1.0,30.0,24.0,34.0,,,0,1.0,30.0,,,
872,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,125.25965790005,24.000000000029,,,0,1.0,30.0,24.0,35.250000000000284,,,0,1.0,30.0,,,
873,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,126.50965790005029,24.000000000025626,,,0,1.0,30.0,24.0,36.50000000000057,,,0,1.0,30.0,,,
874,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.75965790005057,24.00000000002225,,,0,1.0,30.0,24.0,37.75000000000085,,,0,1.0,30.0,,,
875,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.00965790004972,24.000000000018876,,,0,1.0,30.0,24.0,39.00000000000114,,,0,1.0,30.0,,,
876,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.25965790004858,24.0000000000155,,,0,1.0,30.0,24.0,40.25000000000142,,,0,1.0,30.0,,,
877,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.50965790004744,24.000000000012125,,,0,1.0,30.0,24.0,41.500000000001705,,,0,1.0,30.0,,,
878,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.7596579000463,24.00000000000875,,,0,1.0,30.0,24.0,42.75000000000199,,,0,1.0,30.0,,,
879,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.00965790004517,24.000000000005375,,,0,1.0,30.0,24.0,44.000000000002274,,,0,1.0,30.0,,,
880,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,135.25965790004403,24.000000000002,,,0,1.0,30.0,24.0,45.25000000000256,,,0,1.0,30.0,,,
881,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,,0,1.0,30.0,24.0,46.50000000000284,,,0,1.0,30.0,,,
882,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,47.750000000003126,,,0,1.0,30.0,,,
883,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,49.00000000000341,,,0,1.0,30.0,,,
884,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,50.250000000003695,,,0,1.0,30.0,,,
885,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,51.50000000000398,,,0,1.0,30.0,,,
886,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,52.75000000000426,,,0,1.0,30.0,,,
887,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,54.00000000000455,,,0,1.0,30.0,,,
888,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,55.25000000000483,,,0,1.0,30.0,,,
889,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,
890,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
891,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
892,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
893,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
894,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
895,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
896,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
897,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
898,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
899,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
900,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
901,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
902,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
903,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
904,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
905,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
906,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
907,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
908,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
909,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.75000000000114,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
910,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.50000000000227,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
911,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.2500000000034,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
912,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.00000000000455,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
913,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.75000000000568,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
914,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.50000000000682,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
915,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.2500000000071,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
916,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,126.00000000000682,24.0,,plate,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0,,,
917,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,124.75000000000654,24.0,,plate,0,1.0,30.0,24.0,54.749999999999716,,plate,0,1.0,30.0,,,
918,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,123.50000000000625,24.0,,plate,0,1.0,30.0,24.0,53.49999999999943,,plate,0,1.0,30.0,,,
919,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,122.25000000000597,24.0,,plate,0,1.0,30.0,24.0,52.24999999999915,,plate,0,1.0,30.0,,,
920,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,121.00000000000568,24.0,,plate,0,1.0,30.0,24.0,50.99999999999886,,plate,0,1.0,30.0,,,
921,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,119.7500000000054,24.0,,plate,0,1.0,30.0,24.0,49.74999999999858,,plate,0,1.0,30.0,,,
922,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,118.50000000000512,24.0,,plate,0,1.0,30.0,24.0,48.499999999998295,,plate,0,1.0,30.0,,,
923,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,117.25000000000483,24.0,,plate,0,1.0,30.0,24.0,47.24999999999801,,plate,0,1.0,30.0,,,
924,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,116.00000000000455,24.0,,plate,0,1.0,30.0,24.0,45.999999999997726,,plate,0,1.0,30.0,,,
925,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,114.75000000000426,24.0,,plate,0,1.0,30.0,24.0,44.74999999999744,,plate,0,1.0,30.0,,,
926,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,113.50000000000398,24.0,,plate,0,1.0,30.0,24.0,43.49999999999716,,plate,0,1.0,30.0,,,
927,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,112.2500000000037,24.0,,plate,0,1.0,30.0,24.0,42.249999999996874,,plate,0,1.0,30.0,,,
928,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,111.00000000000341,24.0,,plate,0,1.0,30.0,24.0,40.99999999999659,,plate,0,1.0,30.0,,,
929,train,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,109.75000000000313,24.0,,plate,0,1.0,30.0,24.0,39.749999999996305,,plate,0,1.0,30.0,,,
