tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,9121861962135ab9_score,player_76cfa63f_x,player_76cfa63f_y,player_76cfa63f_move_target,player_76cfa63f_item,player_76cfa63f_score,player_76cfa63f_cut_speed,player_76cfa63f_speed,player_67838363_x,player_67838363_y,player_67838363_move_target,player_67838363_item,player_67838363_score,player_67838363_cut_speed,player_67838363_speed,f3fef15827a22cfa_score,eaf07cde31687ab1_message,124351e805007b79_score
2428,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2429,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2430,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2431,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2432,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2433,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2434,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2435,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2436,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2437,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2438,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2439,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2440,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2441,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2442,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2443,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2444,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2445,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2446,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2447,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2448,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2449,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2450,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2451,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2452,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2453,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2454,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2455,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2456,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2457,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2458,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2459,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2460,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2461,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2462,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2463,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2464,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,56.0,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2465,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,54.749999999999716,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2466,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,53.49999999999943,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2467,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,52.24999999999915,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2468,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,50.99999999999886,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2469,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,49.74999999999858,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2470,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,48.499999999998295,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2471,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,47.24999999999801,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2472,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,45.999999999997726,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2473,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,44.74999999999744,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2474,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,43.49999999999716,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2475,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,42.249999999996874,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2476,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.0,40.99999999999659,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2477,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.68378443342246,39.8798317388366,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2478,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,54.80540785959596,38.990475457837135,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2479,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,53.92703128576946,38.10111917683767,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2480,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,53.04865471194296,37.211762895838206,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2481,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,52.17027813811646,36.32240661483874,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2482,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,51.29190156428996,35.433050333839276,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2483,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,50.41352499046346,34.543694052839896,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2484,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,49.53514841663696,33.654337771840936,,tomato,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,
2485,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,48.65677184281046,32.76498149084197,,tomato,1,1.0,30.0,88.0,38.749999999999716,,,0,1.0,30.0,,,
2486,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,47.77839526898396,31.875625209842987,,tomato,1,1.0,30.0,88.0,37.49999999999943,,,0,1.0,30.0,,,
2487,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,46.900018695157456,30.986268928843877,,tomato,1,1.0,30.0,88.0,36.24999999999915,,,0,1.0,30.0,,,
2488,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,46.021642121330956,30.096912647844768,,tomato,1,1.0,30.0,88.0,34.99999999999886,,,0,1.0,30.0,,,
2489,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,45.143265547504456,29.207556366845658,,tomato,1,1.0,30.0,88.0,33.74999999999858,,,0,1.0,30.0,,,
2490,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,44.264888973677955,28.31820008584655,,tomato,1,1.0,30.0,88.0,32.499999999998295,,,0,1.0,30.0,,,
2491,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,43.386512399851455,27.42884380484744,,tomato,1,1.0,30.0,88.0,31.249999999998227,,,0,1.0,30.0,,,
2492,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,42.508135826024954,26.53948752384833,,tomato,1,1.0,30.0,88.0,29.9999999999983,,,0,1.0,30.0,,,
2493,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,plate,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,41.629759252198454,25.650131242849476,,tomato,1,1.0,30.0,88.0,28.74999999999837,,,0,1.0,30.0,,,
