tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,de8f0a778ef6661f_score,player_aeeb4f2a_x,player_aeeb4f2a_y,player_aeeb4f2a_move_target,player_aeeb4f2a_item,player_aeeb4f2a_score,player_aeeb4f2a_cut_speed,player_aeeb4f2a_speed,player_b8ed15fd_x,player_b8ed15fd_y,player_b8ed15fd_move_target,player_b8ed15fd_item,player_b8ed15fd_score,player_b8ed15fd_cut_speed,player_b8ed15fd_speed,a50b30ad8040f929_score,936f89a1632727c3_message,143754ea02becc1b_score
690,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.24864402899584,53.92324792063596,,,0,1.0,30.0,25.75075101375932,121.7374799571248,,plate,0,1.0,30.0,,,
691,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.12702060282234,53.033891639637005,,,0,1.0,30.0,24.863511202944032,120.85696560851699,,plate,0,1.0,30.0,,,
692,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.00539717664884,52.14453535863804,,,0,1.0,30.0,24.194259810151596,119.8841032145386,,plate,0,1.0,30.0,,,
693,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.88377375047534,51.25517907763907,,,0,1.0,30.0,24.178973671427716,118.63419668444853,,plate,0,1.0,30.0,,,
694,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.76215032430184,50.36582279664011,,,0,1.0,30.0,24.163687532703836,117.38429015435845,,plate,0,1.0,30.0,,,
695,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.64052689812834,49.47646651564114,,,0,1.0,30.0,24.148401393979956,116.13438362426838,,plate,0,1.0,30.0,,,
696,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.51890347195484,48.587110234642175,,,0,1.0,30.0,24.133115255256076,114.88447709417831,,plate,0,1.0,30.0,,,
697,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.39728004578167,47.69775395364299,,,0,1.0,30.0,24.117829116532196,113.63457056408824,,plate,0,1.0,30.0,,,
698,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.27565661960888,46.80839767264352,,,0,1.0,30.0,24.102542977808316,112.38466403399816,,plate,0,1.0,30.0,,,
699,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.15403319343609,45.91904139164406,,,0,1.0,30.0,24.087256839084436,111.13475750390809,,plate,0,1.0,30.0,,,
700,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.26696353466544,46.79972715881057,,,0,1.0,30.0,24.071970700360556,109.88485097381802,,plate,0,1.0,30.0,,,
701,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.37989387589478,47.68041292597708,,,0,1.0,30.0,24.056684561636676,108.63494444372795,,plate,0,1.0,30.0,,,
702,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.492824217124124,48.56109869314359,,,0,1.0,30.0,24.041398422912724,107.38503791363787,,plate,0,1.0,30.0,,,
703,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.60575455835347,49.4417844603101,,,0,1.0,30.0,24.026112284188674,106.1351313835478,,plate,0,1.0,30.0,,,
704,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.71868489958281,50.322470227476614,,,0,1.0,30.0,24.01082614546462,104.88522485345773,,plate,0,1.0,30.0,,,
705,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.831615240812155,51.203155994643126,,,0,1.0,30.0,24.0,104.0,,plate,0,1.0,30.0,,,
706,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.9445455820415,52.08384176180964,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
707,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.05747592327084,52.96452752897615,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
708,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.17040626450019,53.84521329614266,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
709,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.28333660572953,54.72589906330917,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
710,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.396266946958875,55.606584830475626,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
711,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.18081355971784,56.77157471833215,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
712,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.16597282501163,58.02148661626492,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
713,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.15113209030542,59.2713985141977,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
714,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.136291355599205,60.521310412130475,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
715,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.12145062089299,61.77122231006325,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
716,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.10660988618678,63.02113420799603,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
717,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.09176915148057,64.27104610592865,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
718,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.07692841677436,65.52095800386071,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
719,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.062087682068146,66.77086990179278,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
720,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.047246947361934,68.02078179972484,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
721,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.03240621265572,69.27069369765691,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
722,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.01756547794951,70.52060559558898,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
723,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00272474324317,71.77051749352104,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
724,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.002108824440285,73.0205148384433,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
725,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0019328483973,74.27051482605599,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
726,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00175687235432,75.52051481366867,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
727,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00158089631134,76.77051480128135,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
728,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00140492026836,78.02051478889403,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
729,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.001228944225375,79.27051477650672,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
730,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00105296818239,80.5205147641194,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
731,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00087699213941,81.77051475173208,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
732,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00070101609643,83.02051473934476,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
733,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000525040053446,84.27051472695744,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
734,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000349064010464,85.52051471457013,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
735,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00017308796748,86.77051470218281,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
736,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000026673144625,88.02051469190114,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
737,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0000245866302,89.2705146919,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
738,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00002250011577,90.52051469189887,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
739,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00002041360134,91.77051469189773,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
740,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00001832708673,93.0205146918966,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
741,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000016240571945,94.27051469189546,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
742,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00001415405716,95.52051469189432,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
743,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00001206754238,96.77051469189318,,,0,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,
744,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000009981027596,98.02051469189205,,,0,1.0,30.0,24.0,102.74999999999972,,,0,1.0,30.0,,,
745,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000789451281,99.27051469189091,,,0,1.0,30.0,24.0,101.49999999999943,,,0,1.0,30.0,,,
746,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000580799803,100.52051469188977,,,0,1.0,30.0,24.0,100.24999999999915,,,0,1.0,30.0,,,
747,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.000003721483246,101.77051469188864,,,0,1.0,30.0,24.0,98.99999999999886,,,0,1.0,30.0,,,
748,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.00000163496846,103.0205146918875,,,0,1.0,30.0,24.0,97.74999999999858,,,0,1.0,30.0,,,
749,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,104.0,,,0,1.0,30.0,24.0,96.4999999999983,,,0,1.0,30.0,,,
750,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,104.0,,plate,0,1.0,30.0,24.0,95.24999999999801,,,0,1.0,30.0,,,
751,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,104.0,,plate,0,1.0,30.0,24.0,93.99999999999773,,,0,1.0,30.0,,,
752,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,104.0,,plate,0,1.0,30.0,24.0,92.74999999999744,,,0,1.0,30.0,,,
753,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,104.0,,plate,0,1.0,30.0,24.0,91.49999999999716,,,0,1.0,30.0,,,
754,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,tomato,2,3,tomato,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,104.0,,plate,0,1.0,30.0,24.0,90.24999999999687,,,0,1.0,30.0,,,
