tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b7e0d85217b88b34_score,player_e15fbbb7_x,player_e15fbbb7_y,player_e15fbbb7_move_target,player_e15fbbb7_item,player_e15fbbb7_score,player_e15fbbb7_cut_speed,player_e15fbbb7_speed,player_6bebc786_x,player_6bebc786_y,player_6bebc786_move_target,player_6bebc786_item,player_6bebc786_score,player_6bebc786_cut_speed,player_6bebc786_speed
1391,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,71.82729715155915,86.09392372218481,,tomato_salad,0,0.5,30.0
1392,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,71.84261313873066,84.84401755749276,,tomato_salad,0,0.5,30.0
1393,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,71.85792912590216,83.59411139280071,,tomato_salad,0,0.5,30.0
1394,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,71.87324511307366,82.34420522810866,,tomato_salad,0,0.5,30.0
1395,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,71.88856110024517,81.09429906341661,,tomato_salad,0,0.5,30.0
1396,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,71.90387708741667,79.84439289872456,,tomato_salad,0,0.5,30.0
1397,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,71.91919307458818,78.59448673403251,,tomato_salad,0,0.5,30.0
1398,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,71.93450906175968,77.34458056934047,,tomato_salad,0,0.5,30.0
1399,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,71.94982504893119,76.09467440464842,,tomato_salad,0,0.5,30.0
1400,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,71.9651410361027,74.84476823995637,,tomato_salad,0,0.5,30.0
1401,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,71.9804570232742,73.59486207526432,,tomato_salad,0,0.5,30.0
1402,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,71.99577301044627,72.34495591057227,,tomato_salad,0,0.5,30.0
1403,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,72.77076229457677,71.41251144313885,,tomato_salad,0,0.5,30.0
1404,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,73.64934339192885,70.5233572071498,,tomato_salad,0,0.5,30.0
1405,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,74.52792448928093,69.63420297116075,,tomato_salad,0,0.5,30.0
1406,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,75.40650558663302,68.7450487351717,,tomato_salad,0,0.5,30.0
1407,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,76.2850866839851,67.85589449918264,,tomato_salad,0,0.5,30.0
1408,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,77.16366778133718,66.96674026319359,,tomato_salad,0,0.5,30.0
1409,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,78.04224887868926,66.07758602720453,,tomato_salad,0,0.5,30.0
1410,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,78.92082997604135,65.18843179121548,,tomato_salad,0,0.5,30.0
1411,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,79.79941107339343,64.29927755522642,,tomato_salad,0,0.5,30.0
1412,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,80.67799217074551,63.41012331923737,,tomato_salad,0,0.5,30.0
1413,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,81.55657326809752,62.52096908324832,,tomato_salad,0,0.5,30.0
1414,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,82.43515436544912,61.631814847259264,,tomato_salad,0,0.5,30.0
1415,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,83.31373546280072,60.74266061127021,,tomato_salad,0,0.5,30.0
1416,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,84.19231656015234,59.85350637528116,,tomato_salad,0,0.5,30.0
1417,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,85.07089765750393,58.9643521392921,,tomato_salad,0,0.5,30.0
1418,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,85.94947875485555,58.07519790330305,,tomato_salad,0,0.5,30.0
1419,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,86.82805985220715,57.186043667313996,,tomato_salad,0,0.5,30.0
1420,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,87.70664094955875,56.29688943132494,,tomato_salad,0,0.5,30.0
1421,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,tomato_salad,0,0.5,30.0
1422,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1423,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1424,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1425,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1426,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1427,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1428,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1429,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1430,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1431,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1432,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1433,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1434,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1435,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1436,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1437,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1438,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1439,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1440,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1441,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1442,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1443,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1444,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1445,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1446,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1447,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,88.0,56.0,,,1,0.5,30.0
1448,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,87.11611652351695,55.11611652351695,,,1,0.5,30.0
1449,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,86.2322330470339,54.2322330470339,,,1,0.5,30.0
1450,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,85.34834957055085,53.34834957055085,,,1,0.5,30.0
1451,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,84.4644660940678,52.4644660940678,,,1,0.5,30.0
1452,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,83.58058261758475,51.58058261758475,,,1,0.5,30.0
1453,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,82.6966991411017,50.6966991411017,,,1,0.5,30.0
1454,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,81.81281566461865,49.812815664618654,,,1,0.5,30.0
1455,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,80.9289321881356,48.928932188135605,,,1,0.5,30.0
1456,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,80.04504871165256,48.045048711652555,,,1,0.5,30.0
1457,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,79.1611652351695,47.161165235169506,,,1,0.5,30.0
1458,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,78.27728175868646,46.277281758686456,,,1,0.5,30.0
1459,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,77.3933982822034,45.39339828220341,,,1,0.5,30.0
1460,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.8958333333333437,3,3,2,tomato_salad,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,88.0,,,0,1.0,15.0,76.50951480572036,44.50951480572036,,,1,0.5,30.0
