tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,a1ed02ef79c2d472_score,player_186b6f19_x,player_186b6f19_y,player_186b6f19_move_target,player_186b6f19_item,player_186b6f19_score,player_186b6f19_cut_speed,player_186b6f19_speed,player_c5e09a42_x,player_c5e09a42_y,player_c5e09a42_move_target,player_c5e09a42_item,player_c5e09a42_score,player_c5e09a42_cut_speed,player_c5e09a42_speed,87c9ac870fc6495a_score,d25b34b36892b989_message,331428b544668fa2_score
1883,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,118.47808646197437,39.16923556338183,,plate,0,1.0,30.0,,,
1884,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,117.23013924307013,39.24084379496442,,plate,0,1.0,30.0,,,
1885,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,115.98219202416588,39.31245202654701,,plate,0,1.0,30.0,,,
1886,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,114.73424480526164,39.384060258129594,,plate,0,1.0,30.0,,,
1887,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,113.4862975863574,39.45566848971218,,plate,0,1.0,30.0,,,
1888,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,112.23835036745315,39.52727672129477,,plate,0,1.0,30.0,,,
1889,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,110.9904031485489,39.598884952877356,,plate,0,1.0,30.0,,,
1890,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,109.74245592964466,39.67049318445994,,plate,0,1.0,30.0,,,
1891,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,108.49450871074042,39.74210141604253,,plate,0,1.0,30.0,,,
1892,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,107.24656149183618,39.81370964762512,,plate,0,1.0,30.0,,,
1893,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,105.99861427293193,39.885317879207705,,plate,0,1.0,30.0,,,
1894,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,104.75066705402769,39.95692611079039,,plate,0,1.0,30.0,,,
1895,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,103.5015909599298,39.98961058828518,,plate,0,1.0,30.0,,,
1896,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,102.25159124067348,39.990448357889626,,plate,0,1.0,30.0,,,
1897,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,101.00159152141715,39.99128612749407,,plate,0,1.0,30.0,,,
1898,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,99.75159180216083,39.992123897098516,,plate,0,1.0,30.0,,,
1899,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,98.50159208290451,39.99296166670296,,plate,0,1.0,30.0,,,
1900,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,97.25159236364819,39.993799436307405,,plate,0,1.0,30.0,,,
1901,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,96.00159264439186,39.99463720591185,,plate,0,1.0,30.0,,,
1902,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,94.75159292513554,39.995474975516295,,plate,0,1.0,30.0,,,
1903,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,93.50159320587922,39.99631274512074,,plate,0,1.0,30.0,,,
1904,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,92.2515934866229,39.997150514725185,,plate,0,1.0,30.0,,,
1905,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,91.00159376736657,39.99798828432963,,plate,0,1.0,30.0,,,
1906,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,89.75159404811025,39.998826053934074,,plate,0,1.0,30.0,,,
1907,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,88.50159432885393,39.99966382353852,,plate,0,1.0,30.0,,,
1908,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,87.25159439906841,39.999880605027364,,plate,0,1.0,30.0,,,
1909,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,86.0015943991065,39.99989039047768,,plate,0,1.0,30.0,,,
1910,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,84.75159439914458,39.999900175928,,plate,0,1.0,30.0,,,
1911,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,83.50159439918266,39.999909961378314,,plate,0,1.0,30.0,,,
1912,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,82.25159439922075,39.99991974682863,,plate,0,1.0,30.0,,,
1913,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,81.00159439925883,39.99992953227874,,plate,0,1.0,30.0,,,
1914,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,79.75159439929692,39.9999393177287,,plate,0,1.0,30.0,,,
1915,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,78.501594399335,39.999949103178665,,plate,0,1.0,30.0,,,
1916,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,77.25159439937309,39.999958888628626,,plate,0,1.0,30.0,,,
1917,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,76.00159439941118,39.99996867407859,,plate,0,1.0,30.0,,,
1918,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,74.75159439944926,39.99997845952855,,plate,0,1.0,30.0,,,
1919,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,73.50159439948735,39.99998824497851,,plate,0,1.0,30.0,,,
1920,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,72.25159439952543,39.99999803042847,,plate,0,1.0,30.0,,,
1921,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,71.34448696543687,40.83474071479964,,plate,0,1.0,30.0,,,
1922,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,70.45542650849954,41.71341670964035,,plate,0,1.0,30.0,,,
1923,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,69.56636605156221,42.592092704481054,,plate,0,1.0,30.0,,,
1924,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,68.67730559462488,43.47076869932176,,plate,0,1.0,30.0,,,
1925,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,67.78824513768755,44.349444694162464,,plate,0,1.0,30.0,,,
1926,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,66.89918468075022,45.22812068900317,,plate,0,1.0,30.0,,,
1927,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,66.0101242238129,46.106796683843875,,plate,0,1.0,30.0,,,
1928,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,65.12106376687557,46.98547267868458,,plate,0,1.0,30.0,,,
1929,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,64.23200330993824,47.864148673525285,,plate,0,1.0,30.0,,,
1930,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,63.34294285300038,48.74282466836599,,plate,0,1.0,30.0,,,
1931,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,62.45388239606234,49.621500663206696,,plate,0,1.0,30.0,,,
1932,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,61.56482193912437,50.5001766580474,,plate,0,1.0,30.0,,,
1933,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,60.67576148218694,51.378852652888106,,plate,0,1.0,30.0,,,
1934,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,59.78670102524952,52.25752864772881,,plate,0,1.0,30.0,,,
1935,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,58.8976405683121,53.13620464256952,,plate,0,1.0,30.0,,,
1936,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,58.00858011137467,54.01488063741022,,plate,0,1.0,30.0,,,
1937,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,57.11951965443725,54.89355663225093,,plate,0,1.0,30.0,,,
1938,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,56.230459197499826,55.77223262709163,,plate,0,1.0,30.0,,,
1939,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,56.18045444738167,57.00729275500931,,plate,0,1.0,30.0,,,
1940,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,56.16541035171432,58.257202221805194,,plate,0,1.0,30.0,,,
1941,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,56.15036625604697,59.50711168860108,,plate,0,1.0,30.0,,,
1942,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,56.13532216037962,60.75702115539696,,plate,0,1.0,30.0,,,
1943,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,56.120278064712274,62.00693062219285,,plate,0,1.0,30.0,,,
1944,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,plate,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,40.0,,,0,1.0,30.0,56.105233969044924,63.25684008898873,,plate,0,1.0,30.0,,,
