tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,68f95f0a94b2c517_score,player_ac2f5be6_x,player_ac2f5be6_y,player_ac2f5be6_move_target,player_ac2f5be6_item,player_ac2f5be6_score,player_ac2f5be6_cut_speed,player_ac2f5be6_speed,player_97567a80_x,player_97567a80_y,player_97567a80_move_target,player_97567a80_item,player_97567a80_score,player_97567a80_cut_speed,player_97567a80_speed
1278,0,1,,0,2,,0.0,0,0,3,tomato,2.7499999999999987,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,88.04617444130974,39.80565318468376,,plate,0,0.2,30.0
1279,0,1,,0,2,,0.0,0,0,3,tomato,2.7499999999999987,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,86.79626611486532,39.820791727740755,,plate,0,0.2,30.0
1280,0,1,,0,2,,0.0,0,0,3,tomato,2.791666666666665,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,85.54635778842089,39.835930270797746,,plate,0,0.2,30.0
1281,0,1,,0,2,,0.0,0,0,3,tomato,2.791666666666665,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,84.29644946197647,39.85106881385474,,plate,0,0.2,30.0
1282,0,1,,0,2,,0.0,0,0,3,tomato,2.791666666666665,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,83.04654113553204,39.86620735691173,,plate,0,0.2,30.0
1283,0,1,,0,2,,0.0,0,0,3,tomato,2.791666666666665,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,81.79663280908761,39.88134589996872,,plate,0,0.2,30.0
1284,0,1,,0,2,,0.0,0,0,3,tomato,2.791666666666665,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,80.54672448264319,39.89648444302571,,plate,0,0.2,30.0
1285,0,1,,0,2,,0.0,0,0,3,tomato,2.8333333333333317,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,79.29681615619876,39.911622986082705,,plate,0,0.2,30.0
1286,0,1,,0,2,,0.0,0,0,3,tomato,2.8749999999999982,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,78.04690782975433,39.9267615291397,,plate,0,0.2,30.0
1287,0,1,,0,2,,0.0,0,0,3,tomato,2.9166666666666647,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,76.7969995033099,39.94190007219687,,plate,0,0.2,30.0
1288,0,1,,0,2,,0.0,0,0,3,tomato,2.9583333333333313,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,75.54709117686548,39.95703861525422,,plate,0,0.2,30.0
1289,0,1,,0,2,,0.0,0,0,3,tomato,2.9583333333333313,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,74.29718285042105,39.972177158311574,,plate,0,0.2,30.0
1290,0,1,,0,2,,0.0,0,0,3,tomato,2.9583333333333313,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,73.04727452397663,39.98731570136893,,plate,0,0.2,30.0
1291,0,1,,0,2,,0.0,0,0,3,tomato,2.9583333333333313,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.91278695016098,40.27873505658064,,plate,0,0.2,30.0
1292,0,1,,0,2,,0.0,0,0,3,tomato,2.9583333333333313,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,71.02356847568149,41.15725113762039,,plate,0,0.2,30.0
1293,0,1,,0,2,,0.0,0,0,3,tomato,2.999999999999998,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,70.134350001202,42.03576721866014,,plate,0,0.2,30.0
1294,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.0416666666666643,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,69.2451315267225,42.91428329969989,,plate,0,0.2,30.0
1295,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.083333333333331,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,68.35591305224301,43.79279938073964,,plate,0,0.2,30.0
1296,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,67.46669457776352,44.671315461779386,,plate,0,0.2,30.0
1297,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,66.57747610328403,45.549831542819135,,plate,0,0.2,30.0
1298,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,65.68825762880454,46.42834762385888,,plate,0,0.2,30.0
1299,0,1,,0,2,,0.0,0,0,3,tomato_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,64.79903915432504,47.30686370489863,,plate,0,0.2,30.0
1300,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,63.90982067984555,48.18537978593838,,plate,0,0.2,30.0
1301,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,63.02060220536606,49.06389586697813,,plate,0,0.2,30.0
1302,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,62.13138373088657,49.94241194801788,,plate,0,0.2,30.0
1303,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,61.24216525640708,50.82092802905757,,plate,0,0.2,30.0
1304,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,60.352946781927585,51.69944411009722,,plate,0,0.2,30.0
1305,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,59.46372830744809,52.57796019113686,,plate,0,0.2,30.0
1306,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,58.5745098329686,53.4564762721765,,plate,0,0.2,30.0
1307,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,57.68529135848911,54.334992353216144,,plate,0,0.2,30.0
1308,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.79607288400962,55.213508434255786,,plate,0,0.2,30.0
1309,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,plate,0,0.2,30.0
1310,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1311,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1312,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1313,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1314,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1315,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1316,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1317,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1318,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1319,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1320,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1321,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1322,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1323,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1324,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1325,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1326,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1327,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1328,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1329,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1330,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1331,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1332,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1333,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1334,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1335,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1336,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1337,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1338,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1339,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1340,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1341,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1342,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1343,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1344,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1345,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1346,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1347,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1348,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1349,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1350,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1351,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1352,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1353,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1354,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
1355,0,1,,0,2,,0.0,0,0,3,None_cut,3.1249999999999973,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
