tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,1ce493c1d3e04427_score,player_3cd87ddf_x,player_3cd87ddf_y,player_3cd87ddf_move_target,player_3cd87ddf_item,player_3cd87ddf_score,player_3cd87ddf_cut_speed,player_3cd87ddf_speed,player_be58bfa1_x,player_be58bfa1_y,player_be58bfa1_move_target,player_be58bfa1_item,player_be58bfa1_score,player_be58bfa1_cut_speed,player_be58bfa1_speed
1441,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1442,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1443,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1444,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1445,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1446,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1447,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1448,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1449,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1450,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1451,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1452,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
1453,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,57.250000000000284,,tomato_cut,0,0.2,30.0
1454,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,58.50000000000057,,tomato_cut,0,0.2,30.0
1455,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,59.75000000000085,,tomato_cut,0,0.2,30.0
1456,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,61.00000000000114,,tomato_cut,0,0.2,30.0
1457,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,62.25000000000142,,tomato_cut,0,0.2,30.0
1458,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,63.500000000001705,,tomato_cut,0,0.2,30.0
1459,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,64.75000000000199,,tomato_cut,0,0.2,30.0
1460,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,66.00000000000227,,tomato_cut,0,0.2,30.0
1461,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,67.25000000000256,,tomato_cut,0,0.2,30.0
1462,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,68.50000000000284,,tomato_cut,0,0.2,30.0
1463,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,69.75000000000313,,tomato_cut,0,0.2,30.0
1464,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,71.00000000000341,,tomato_cut,0,0.2,30.0
1465,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,tomato_cut,0,0.2,30.0
1466,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1467,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1468,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1469,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1470,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1471,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1472,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1473,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1474,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1475,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1476,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1477,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1478,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1479,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1480,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1481,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1482,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1483,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1484,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1485,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1486,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1487,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1488,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1489,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1490,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1491,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1492,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1493,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,70.74999999999972,,,0,0.2,30.0
1494,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,69.49999999999943,,,0,0.2,30.0
1495,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.500000000000256,,,0,1.0,12.0,24.0,68.24999999999915,,,0,0.2,30.0
1496,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,57.00000000000051,,,0,1.0,12.0,24.0,66.99999999999886,,,0,0.2,30.0
1497,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,57.50000000000077,,,0,1.0,12.0,24.0,65.74999999999858,,,0,0.2,30.0
1498,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,58.00000000000102,,,0,1.0,12.0,24.0,64.4999999999983,,,0,0.2,30.0
1499,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,58.50000000000128,,,0,1.0,12.0,24.0,63.24999999999801,,,0,0.2,30.0
1500,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,59.000000000001535,,,0,1.0,12.0,24.0,61.999999999997726,,,0,0.2,30.0
1501,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,59.50000000000179,,,0,1.0,12.0,24.0,60.74999999999744,,,0,0.2,30.0
1502,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,60.000000000002046,,,0,1.0,12.0,24.0,59.49999999999716,,,0,0.2,30.0
1503,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,60.5000000000023,,,0,1.0,12.0,24.0,58.249999999996874,,,0,0.2,30.0
1504,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,61.00000000000256,,,0,1.0,12.0,24.0,56.99999999999659,,,0,0.2,30.0
1505,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,61.500000000002814,,,0,1.0,12.0,24.0,55.749999999996305,,,0,0.2,30.0
1506,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,62.00000000000307,,,0,1.0,12.0,24.0,54.49999999999602,,,0,0.2,30.0
1507,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,62.500000000003325,,,0,1.0,12.0,24.0,53.24999999999574,,,0,0.2,30.0
1508,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,63.00000000000358,,,0,1.0,12.0,24.0,51.99999999999545,,,0,0.2,30.0
1509,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,63.50000000000384,,,0,1.0,12.0,24.0,50.74999999999517,,,0,0.2,30.0
1510,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,64.00000000000409,,,0,1.0,12.0,24.0,49.499999999994884,,,0,0.2,30.0
1511,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,64.50000000000364,,,0,1.0,12.0,24.0,48.2499999999946,,,0,0.2,30.0
1512,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,65.00000000000318,,,0,1.0,12.0,24.0,46.999999999994316,,,0,0.2,30.0
1513,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,65.50000000000273,,,0,1.0,12.0,24.0,45.74999999999403,,,0,0.2,30.0
1514,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,66.00000000000227,,,0,1.0,12.0,24.0,44.49999999999375,,,0,0.2,30.0
1515,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,66.50000000000182,,,0,1.0,12.0,24.0,43.24999999999346,,,0,0.2,30.0
1516,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.2916666666666576,3,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,67.00000000000136,,,0,1.0,12.0,24.0,41.99999999999318,,,0,0.2,30.0
