tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,a0bebeb73e80e060_score,player_41e324d6_x,player_41e324d6_y,player_41e324d6_move_target,player_41e324d6_item,player_41e324d6_score,player_41e324d6_cut_speed,player_41e324d6_speed,player_8f89a1fc_x,player_8f89a1fc_y,player_8f89a1fc_move_target,player_8f89a1fc_item,player_8f89a1fc_score,player_8f89a1fc_cut_speed,player_8f89a1fc_speed,ed20e50dd62cf13b_score,e5d68751232c4546_message,f8cfedfaadaf9c53_score
2074,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,102.2322330470339,25.7677669529661,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2075,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,101.87867965644068,26.12132034355932,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2076,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,101.52512626584746,26.47487373415254,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2077,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,101.17157287525424,26.828427124745758,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2078,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,100.81801948466102,27.181980515338978,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2079,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,100.4644660940678,27.535533905932198,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2080,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,100.11091270347458,27.889087296525418,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2081,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,99.75735931288136,28.242640687118637,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2082,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,99.40380592228814,28.596194077711857,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2083,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,99.05025253169492,28.949747468305077,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2084,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,98.6966991411017,29.303300858898297,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2085,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,98.34314575050848,29.656854249491516,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2086,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,97.98959235991526,30.010407640084736,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2087,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,97.63603896932204,30.363961030677956,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2088,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,97.28248557872882,30.717514421271176,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2089,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,96.9289321881356,31.071067811864395,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2090,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,96.57537879754238,31.424621202457615,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2091,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,96.22182540694916,31.778174593050835,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2092,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,95.86827201635595,32.131727983644055,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2093,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,95.51471862576273,32.485281374237275,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2094,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,95.1611652351695,32.838834764830494,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2095,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,94.80761184457629,33.192388155423714,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2096,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,94.45405845398307,33.545941546016934,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2097,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,94.10050506338985,33.899494936610154,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2098,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,93.74695167279663,34.25304832720337,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2099,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,93.3933982822034,34.60660171779659,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2100,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,93.03984489161019,34.96015510838981,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2101,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,92.68629150101697,35.31370849898303,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2102,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,92.33273811042375,35.66726188957625,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2103,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,91.97918471983053,36.02081528016947,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2104,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,91.62563132923731,36.37436867076269,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2105,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,91.27207793864409,36.72792206135591,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2106,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,90.91852454805087,37.08147545194913,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2107,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,90.56497115745765,37.43502884254235,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2108,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,90.21141776686443,37.78858223313557,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2109,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,89.85786437627121,38.14213562372879,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2110,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,89.50431098567799,38.49568901432201,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2111,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,89.15075759508477,38.84924240491523,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2112,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.79720420449155,39.20279579550845,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2113,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.44365081389833,39.55634918610167,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2114,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.04471075017727,39.80221161601552,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2115,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,87.54474873659103,39.808374810868834,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2116,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,87.04478672300479,39.81453800572215,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2117,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,86.54482470941855,39.82070120057546,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2118,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,86.04486269583231,39.82686439542878,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2119,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,85.54490068224607,39.83302759028209,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2120,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,85.04493866865982,39.83919078513541,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2121,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,84.54497665507358,39.84535397998872,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2122,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,84.04501464148734,39.85151717484204,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2123,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,83.5450526279011,39.85768036969535,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2124,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,83.04509061431486,39.86384356454867,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2125,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,82.54512860072862,39.87000675940198,,tomato,0,1.0,12.0,56.0,104.0,,,0,0.2,30.0,,,
2126,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,82.04516658714238,39.876169954255296,,tomato,0,1.0,12.0,56.0,102.74999999999972,,,0,0.2,30.0,,,
2127,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,81.54520457355613,39.88233314910861,,tomato,0,1.0,12.0,56.0,101.49999999999943,,,0,0.2,30.0,,,
2128,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,81.04524255996989,39.888496343961926,,tomato,0,1.0,12.0,56.0,100.24999999999915,,,0,0.2,30.0,,,
2129,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,80.54528054638365,39.89465953881524,,tomato,0,1.0,12.0,56.0,98.99999999999886,,,0,0.2,30.0,,,
2130,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,80.04531853279741,39.900822733668555,,tomato,0,1.0,12.0,56.0,97.74999999999858,,,0,0.2,30.0,,,
2131,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,79.54535651921117,39.90698592852187,,tomato,0,1.0,12.0,56.0,96.4999999999983,,,0,0.2,30.0,,,
2132,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,79.04539450562493,39.913149123375185,,tomato,0,1.0,12.0,56.0,95.24999999999801,,,0,0.2,30.0,,,
2133,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,78.54543249203869,39.91931231822871,,tomato,0,1.0,12.0,56.0,93.99999999999773,,,0,0.2,30.0,,,
2134,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,78.04547047845244,39.92547551308238,,tomato,0,1.0,12.0,56.0,92.74999999999744,,,0,0.2,30.0,,,
2135,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,77.5455084648662,39.93163870793605,,tomato,0,1.0,12.0,56.0,91.49999999999716,,,0,0.2,30.0,,,
2136,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,77.04554645127996,39.93780190278972,,tomato,0,1.0,12.0,56.0,90.24999999999687,,,0,0.2,30.0,,,
2137,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,76.54558443769372,39.94396509764339,,tomato,0,1.0,12.0,56.0,88.99999999999659,,,0,0.2,30.0,,,
2138,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,76.04562242410748,39.95012829249706,,tomato,0,1.0,12.0,56.0,87.7499999999963,,,0,0.2,30.0,,,
2139,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,75.54566041052124,39.95629148735073,,tomato,0,1.0,12.0,56.0,86.49999999999602,,,0,0.2,30.0,,,
2140,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,75.045698396935,39.9624546822044,,tomato,0,1.0,12.0,56.0,85.24999999999574,,,0,0.2,30.0,,,
2141,train,0,1,,0,0,0,2,,0,0,1,0,,0.0,0,2,2,tomato,2,3,tomato,2,4,plate,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,74.54573638334875,39.96861787705807,,tomato,0,1.0,12.0,56.0,83.99999999999545,,,0,0.2,30.0,,,
