tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,d2356b1d6841135b_score,player_e847be99_x,player_e847be99_y,player_e847be99_move_target,player_e847be99_item,player_e847be99_score,player_e847be99_cut_speed,player_e847be99_speed,player_0c544ed5_x,player_0c544ed5_y,player_0c544ed5_move_target,player_0c544ed5_item,player_0c544ed5_score,player_0c544ed5_cut_speed,player_0c544ed5_speed,4d6197649b6b83ad_score,64fbe5d06a31935f_message,464e203be248c160_score
1992,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,79.24999999999801,,,0,1.0,30.0,,,
1993,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,77.99999999999773,,,0,1.0,30.0,,,
1994,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,76.74999999999744,,,0,1.0,30.0,,,
1995,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,75.49999999999716,,,0,1.0,30.0,,,
1996,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,74.24999999999687,,,0,1.0,30.0,,,
1997,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,72.99999999999659,,,0,1.0,30.0,,,
1998,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,71.7499999999963,,,0,1.0,30.0,,,
1999,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,70.49999999999602,,,0,1.0,30.0,,,
2000,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,25.24999999999993,,,0,1.0,30.0,24.0,69.24999999999574,,,0,1.0,30.0,,,
2001,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,26.499999999999858,,,0,1.0,30.0,24.0,67.99999999999545,,,0,1.0,30.0,,,
2002,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,27.749999999999787,,,0,1.0,30.0,24.0,66.74999999999517,,,0,1.0,30.0,,,
2003,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,28.999999999999716,,,0,1.0,30.0,24.0,65.49999999999488,,,0,1.0,30.0,,,
2004,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,30.249999999999645,,,0,1.0,30.0,24.0,64.2499999999946,,,0,1.0,30.0,,,
2005,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,31.499999999999574,,,0,1.0,30.0,24.0,62.999999999994316,,,0,1.0,30.0,,,
2006,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,32.749999999999716,,,0,1.0,30.0,24.0,61.74999999999403,,,0,1.0,30.0,,,
2007,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,34.0,,,0,1.0,30.0,24.0,60.49999999999375,,,0,1.0,30.0,,,
2008,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,35.250000000000284,,,0,1.0,30.0,24.0,59.24999999999346,,,0,1.0,30.0,,,
2009,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,36.50000000000057,,,0,1.0,30.0,24.0,57.99999999999318,,,0,1.0,30.0,,,
2010,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,37.75000000000085,,,0,1.0,30.0,24.0,56.749999999992895,,,0,1.0,30.0,,,
2011,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.00000000000114,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2012,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2013,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2014,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2015,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2016,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2017,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2018,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2019,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2020,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2021,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2022,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2023,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2024,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2025,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2026,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2027,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2028,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2029,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2030,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2031,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2032,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2033,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2034,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2035,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2036,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2037,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2038,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2039,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2040,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,39.80000000000132,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2041,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,38.550000000001035,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2042,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,37.30000000000075,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2043,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,36.050000000000466,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2044,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,34.80000000000018,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2045,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,33.5499999999999,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2046,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,32.29999999999961,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2047,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,31.049999999999603,,,0,1.0,30.0,24.0,56.19999999999277,,,0,1.0,30.0,,,
2048,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,29.799999999999674,,,0,1.0,30.0,24.0,54.949999999992485,,,0,1.0,30.0,,,
2049,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,28.549999999999745,,,0,1.0,30.0,24.0,53.6999999999922,,,0,1.0,30.0,,,
2050,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,27.299999999999816,,,0,1.0,30.0,24.0,52.44999999999192,,,0,1.0,30.0,,,
2051,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,26.049999999999887,,,0,1.0,30.0,24.0,51.19999999999163,,,0,1.0,30.0,,,
2052,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.799999999999958,,,0,1.0,30.0,24.0,49.94999999999135,,,0,1.0,30.0,,,
2053,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,3.0416666666666643,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,24.0,48.699999999991064,,,0,1.0,30.0,,,
