tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,cbf7431ebcd45ba3_score,player_4b0f5328_x,player_4b0f5328_y,player_4b0f5328_move_target,player_4b0f5328_item,player_4b0f5328_score,player_4b0f5328_cut_speed,player_4b0f5328_speed,player_2f010222_x,player_2f010222_y,player_2f010222_move_target,player_2f010222_item,player_2f010222_score,player_2f010222_cut_speed,player_2f010222_speed,fdd21a25036d0105_score,0a36b82c1558f250_message,07e5bd0855e1e648_score
2279,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00005429884281,99.1317742557303,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2280,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.000040356688714,100.38177425565243,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2281,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00002641453462,101.63177425557456,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2282,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00001247238052,102.88177425549668,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2283,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00000211193157,104.13177425543913,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2284,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00000194556652,105.38177425543941,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2285,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00000177920146,106.6317742554397,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2286,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00000161283641,107.88177425543998,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2287,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00000144647135,109.13177425544026,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2288,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00000128010659,110.38177425544055,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2289,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00000111374189,111.63177425544083,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2290,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00000094737719,112.88177425544112,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2291,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00000078101249,114.1317742554414,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2292,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00000061464779,115.38177425544168,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2293,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00000044828309,116.63177425544197,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2294,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00000028191839,117.88177425544225,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2295,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,56.00000011555369,119.13177425544254,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2296,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.59586126251228,120.21579364382848,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2297,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,54.717298733806906,121.10496622727584,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2298,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,53.83873620510153,121.9941388107232,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2299,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,52.96017367639616,122.88331139417056,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2300,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,52.081611147690786,123.77248397761792,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2301,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,51.20304861898589,124.66165656106529,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2302,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,50.324486090281226,125.55082914451265,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2303,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,49.44592356157656,126.44000172796001,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2304,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,48.5673610328719,127.32917431140737,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2305,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,47.68879850416724,128.21834689485473,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2306,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,46.810235975462575,129.1075194783021,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2307,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,45.93167344675791,129.99669206174946,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2308,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,45.05311091805325,130.88586464519682,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2309,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,44.17454838934859,131.77503722864418,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2310,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,43.295985860643924,132.66420981209154,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2311,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,42.41742333193926,133.5533823955389,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2312,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,41.5388608032346,134.44255497898627,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2313,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,40.66029827453056,135.33172756243417,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2314,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,39.77418133702511,135.39267959839506,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2315,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,38.87954559810521,134.51968080421025,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2316,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,37.98490985918531,133.64668201002544,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2317,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,37.090274120265406,132.77368321584063,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2318,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,36.1956383813455,131.90068442165582,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2319,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,35.3010026424256,131.02768562747102,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2320,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,34.4063669035057,130.1546868332862,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2321,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,33.5117311645858,129.2816880391014,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2322,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,32.617095425665894,128.4086892449166,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2323,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,31.72245968674588,127.53569045073255,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2324,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,30.82782394782562,126.66269165654855,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2325,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,29.933188208905364,125.78969286236429,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2326,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,29.038552469985106,124.91669406818004,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2327,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,28.14391673106485,124.04369527399578,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2328,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,27.24928099214459,123.17069647981153,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2329,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,26.354645253224334,122.29769768562727,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2330,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,25.460009514304076,121.42469889144301,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2331,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.56537377538382,120.55170009725876,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2332,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.18953034465301,119.4563260322562,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2333,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.174203602664026,118.20641999939683,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2334,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.15887686067504,116.95651396653746,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2335,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.143550118686164,115.70660793367809,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2336,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.128223376697367,114.45670190081871,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2337,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.112896634708566,113.20679586795934,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2338,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.09756989271977,111.95688983509997,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2339,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.082243150730967,110.7069838022406,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2340,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.06691640874217,109.45707776938123,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2341,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.05158966675337,108.20717173652186,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2342,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.036262924764568,106.95726570366249,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2343,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.02093618277577,105.70735967080311,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2344,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.00560944078697,104.45745363794374,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2345,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.00224504272075,103.20747338180372,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2346,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.002060508229064,101.95747339542454,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
2347,train,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.001875973737377,100.70747340904536,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,
