tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,33f13f608e89e818_score,player_13417f8e_x,player_13417f8e_y,player_13417f8e_move_target,player_13417f8e_item,player_13417f8e_score,player_13417f8e_cut_speed,player_13417f8e_speed,player_1062ffe2_x,player_1062ffe2_y,player_1062ffe2_move_target,player_1062ffe2_item,player_1062ffe2_score,player_1062ffe2_cut_speed,player_1062ffe2_speed
1201,0,1,,0,2,,0,3,,1,0,tomato_cut,3.2083333333333304,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.10875883533042,62.90998471229049,,plate,0,0.5,30.0
1202,0,1,,0,2,,0,3,,1,0,tomato_cut,3.249999999999997,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.09380409541005,64.15989525139058,,plate,0,0.5,30.0
1203,0,1,,0,2,,0,3,,1,0,tomato_cut,3.2916666666666634,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.07884935548968,65.40980579049067,,plate,0,0.5,30.0
1204,0,1,,0,2,,0,3,,1,0,tomato_cut,3.33333333333333,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.06389461556931,66.65971632959075,,plate,0,0.5,30.0
1205,0,1,,0,2,,0,3,,1,0,tomato_cut,3.3749999999999964,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.04893987564894,67.90962686869084,,plate,0,0.5,30.0
1206,0,1,,0,2,,0,3,,1,0,tomato_cut,3.416666666666663,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.03398513572857,69.15953740779092,,plate,0,0.5,30.0
1207,0,1,,0,2,,0,3,,1,0,tomato_cut,3.4583333333333295,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.0190303958082,70.409447946891,,plate,0,0.5,30.0
1208,0,1,,0,2,,0,3,,1,0,tomato_cut,3.499999999999996,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.00407565588783,71.65935848599109,,plate,0,0.5,30.0
1209,0,1,,0,2,,0,3,,1,0,tomato_cut,3.5416666666666625,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.00212610904354,72.909347739766,,plate,0,0.5,30.0
1210,0,1,,0,2,,0,3,,1,0,tomato_cut,3.583333333333329,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.00194999761872,74.15934772736021,,plate,0,0.5,30.0
1211,0,1,,0,2,,0,3,,1,0,tomato_cut,3.6249999999999956,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.0017738861939,75.40934771495442,,plate,0,0.5,30.0
1212,0,1,,0,2,,0,3,,1,0,tomato_cut,3.666666666666662,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.00159777476908,76.65934770254863,,plate,0,0.5,30.0
1213,0,1,,0,2,,0,3,,1,0,tomato_cut,3.7083333333333286,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.00142166334426,77.90934769014284,,plate,0,0.5,30.0
1214,0,1,,0,2,,0,3,,1,0,tomato_cut,3.749999999999995,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.00124555191884,79.15934767773705,,plate,0,0.5,30.0
1215,0,1,,0,2,,0,3,,1,0,tomato_cut,3.7916666666666616,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.00106944049331,80.40934766533125,,plate,0,0.5,30.0
1216,0,1,,0,2,,0,3,,1,0,tomato_cut,3.833333333333328,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.00089332906778,81.65934765292546,,plate,0,0.5,30.0
1217,0,1,,0,2,,0,3,,1,0,tomato_cut,3.8749999999999947,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.00071721764225,82.90934764051967,,plate,0,0.5,30.0
1218,0,1,,0,2,,0,3,,1,0,tomato_cut,3.916666666666661,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.00054110621672,84.15934762811388,,plate,0,0.5,30.0
1219,0,1,,0,2,,0,3,,1,0,tomato_cut,3.9583333333333277,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.00036499479118,85.40934761570809,,plate,0,0.5,30.0
1220,0,1,,0,2,,0,3,,1,0,tomato_cut,3.9999999999999942,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,72.00018888336565,86.6593476033023,,plate,0,0.5,30.0
1221,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,71.9297361469962,87.88047575470323,,plate,0,0.5,30.0
1222,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,71.05110222377174,88.7695777898815,,plate,0,0.5,30.0
1223,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,70.17246830054727,89.65867982505976,,plate,0,0.5,30.0
1224,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,69.2938343773228,90.54778186023803,,plate,0,0.5,30.0
1225,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,68.41520045409833,91.4368838954163,,plate,0,0.5,30.0
1226,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,67.53656653087386,92.32598593059481,,plate,0,0.5,30.0
1227,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,66.65793260764939,93.21508796577392,,plate,0,0.5,30.0
1228,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,65.77929868442492,94.10419000095303,,plate,0,0.5,30.0
1229,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,64.90066476120045,94.99329203613213,,plate,0,0.5,30.0
1230,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,64.02203083797598,95.88239407131124,,plate,0,0.5,30.0
1231,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,63.143396914751506,96.77149610649036,,plate,0,0.5,30.0
1232,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,62.264762991527036,97.66059814166947,,plate,0,0.5,30.0
1233,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,61.386129068302566,98.54970017684857,,plate,0,0.5,30.0
1234,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,60.507495145078096,99.43880221202768,,plate,0,0.5,30.0
1235,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,59.628861221853626,100.32790424720679,,plate,0,0.5,30.0
1236,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,58.750227298629156,101.2170062823859,,plate,0,0.5,30.0
1237,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,57.871593375404686,102.10610831756502,,plate,0,0.5,30.0
1238,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,24.0,,,0,1.0,15.0,56.992959452180216,102.99521035274412,,plate,0,0.5,30.0
1239,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.441941738241525,24.441941738241525,,,0,1.0,15.0,56.11289165654665,103.72571686687317,,plate,0,0.5,30.0
1240,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.88388347648305,24.88388347648305,,,0,1.0,15.0,55.21832581766557,102.85264644594045,,plate,0,0.5,30.0
1241,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.325825214724574,25.325825214724574,,,0,1.0,15.0,54.323759978784494,101.97957602500773,,plate,0,0.5,30.0
1242,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.7677669529661,25.7677669529661,,,0,1.0,15.0,53.429194139903416,101.10650560407501,,plate,0,0.5,30.0
1243,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.209708691207624,26.209708691207624,,,0,1.0,15.0,52.53462830102234,100.23343518314229,,plate,0,0.5,30.0
1244,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.65165042944915,26.65165042944915,,,0,1.0,15.0,51.64006246214126,99.36036476220957,,plate,0,0.5,30.0
1245,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.093592167690673,27.093592167690673,,,0,1.0,15.0,50.74549662326018,98.48729434127685,,plate,0,0.5,30.0
1246,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.535533905932198,27.535533905932198,,,0,1.0,15.0,49.8509307843791,97.61422392034413,,plate,0,0.5,30.0
1247,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.977475644173722,27.977475644173722,,,0,1.0,15.0,48.956364945498024,96.74115349941141,,plate,0,0.5,30.0
1248,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.419417382415247,28.419417382415247,,,0,1.0,15.0,48.061799106616945,95.86808307847869,,plate,0,0.5,30.0
1249,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.861359120656772,28.861359120656772,,,0,1.0,15.0,47.16723326773587,94.99501265754597,,plate,0,0.5,30.0
1250,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.303300858898297,29.303300858898297,,,0,1.0,15.0,46.27266742885479,94.12194223661325,,plate,0,0.5,30.0
1251,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.74524259713982,29.74524259713982,,,0,1.0,15.0,45.37810158997371,93.24887181568053,,plate,0,0.5,30.0
1252,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.187184335381346,30.187184335381346,,,0,1.0,15.0,44.48353575109263,92.37580139474781,,plate,0,0.5,30.0
1253,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.62912607362287,30.62912607362287,,,0,1.0,15.0,43.58896991221155,91.50273097381515,,plate,0,0.5,30.0
1254,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.071067811864395,31.071067811864395,,,0,1.0,15.0,42.694404073330475,90.62966055288346,,plate,0,0.5,30.0
1255,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.51300955010592,31.51300955010592,,,0,1.0,15.0,41.799838234449396,89.75659013195178,,plate,0,0.5,30.0
1256,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.954951288347445,31.954951288347445,,,0,1.0,15.0,40.90527239556832,88.8835197110201,,plate,0,0.5,30.0
1257,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.39689302658897,32.39689302658897,,,0,1.0,15.0,40.19534689713156,87.93131380998821,,plate,0,0.5,30.0
1258,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.838834764830494,32.838834764830494,,,0,1.0,15.0,40.18002077465199,86.68140776953172,,plate,0,0.5,30.0
1259,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.28077650307202,33.28077650307202,,,0,1.0,15.0,40.16469465217243,85.43150172907522,,plate,0,0.5,30.0
1260,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.722718241313544,33.722718241313544,,,0,1.0,15.0,40.149368529692865,84.18159568861873,,plate,0,0.5,30.0
1261,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.16465997955507,34.16465997955507,,,0,1.0,15.0,40.1340424072133,82.93168964816223,,plate,0,0.5,30.0
1262,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.60660171779659,34.60660171779659,,,0,1.0,15.0,40.118716284733736,81.68178360770574,,plate,0,0.5,30.0
1263,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.04854345603812,35.04854345603812,,,0,1.0,15.0,40.10339016225424,80.43187756724924,,plate,0,0.5,30.0
1264,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.49048519427964,35.49048519427964,,,0,1.0,15.0,40.088064039775034,79.18197152679275,,plate,0,0.5,30.0
1265,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.93242693252117,35.93242693252117,,,0,1.0,15.0,40.072737917295825,77.93206548633626,,plate,0,0.5,30.0
1266,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.37436867076269,36.37436867076269,,,0,1.0,15.0,40.057411794816616,76.68215944587976,,plate,0,0.5,30.0
1267,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.81631040900422,36.81631040900422,,,0,1.0,15.0,40.04208567233741,75.43225340542327,,plate,0,0.5,30.0
1268,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.25825214724574,37.25825214724574,,,0,1.0,15.0,40.0267595498582,74.18234736496677,,plate,0,0.5,30.0
1269,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.700193885487266,37.700193885487266,,,0,1.0,15.0,40.01143342737899,72.93244132451028,,plate,0,0.5,30.0
1270,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.14213562372879,38.14213562372879,,,0,1.0,15.0,40.002315350066574,71.68249676622665,,plate,0,0.5,30.0
1271,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.584077361970316,38.584077361970316,,,0,1.0,15.0,40.0021308011649,70.43249677985031,,plate,0,0.5,30.0
1272,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.02601910021184,39.02601910021184,,,0,1.0,15.0,40.00194625226323,69.18249679347397,,plate,0,0.5,30.0
