tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b3d41ea5cd0bb321_score,player_11843aa3_x,player_11843aa3_y,player_11843aa3_move_target,player_11843aa3_item,player_11843aa3_score,player_11843aa3_cut_speed,player_11843aa3_speed,player_96d81ed9_x,player_96d81ed9_y,player_96d81ed9_move_target,player_96d81ed9_item,player_96d81ed9_score,player_96d81ed9_cut_speed,player_96d81ed9_speed
288,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.353914494688926,92.21197782758969,,,0,1.0,12.0,24.17331220580924,86.13143903516459,,tomato,0,0.2,30.0
289,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.705320022912407,92.56766611068889,,,0,1.0,12.0,24.15798298379589,84.88153303271787,,tomato,0,0.2,30.0
290,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.056725551135887,92.92335439378809,,,0,1.0,12.0,24.14265376178254,83.63162703027115,,tomato,0,0.2,30.0
291,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.408131079359368,93.27904267688729,,,0,1.0,12.0,24.12732453976919,82.38172102782443,,tomato,0,0.2,30.0
292,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.75953660758285,93.63473095998648,,,0,1.0,12.0,24.11199531775584,81.1318150253777,,tomato,0,0.2,30.0
293,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.11094213580633,93.99041924308568,,,0,1.0,12.0,24.096666095742492,79.88190902293098,,tomato,0,0.2,30.0
294,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.462347664030155,94.34610752618488,,,0,1.0,12.0,24.081336873729143,78.63200302048426,,tomato,0,0.2,30.0
295,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.81375319225399,94.70179580928408,,,0,1.0,12.0,24.066007651715793,77.38209701803754,,tomato,0,0.2,30.0
296,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.165158720477827,95.05748409238328,,,0,1.0,12.0,24.050678429702444,76.13219101559082,,tomato,0,0.2,30.0
297,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.516564248701663,95.41317237548247,,,0,1.0,12.0,24.035349207689094,74.8822850131441,,tomato,0,0.2,30.0
298,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.8679697769255,95.76886065858167,,,0,1.0,12.0,24.020019985675745,73.63237901069738,,tomato,0,0.2,30.0
299,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.219375305149335,96.12454894168087,,,0,1.0,12.0,24.00469076366237,72.38247300825066,,tomato,0,0.2,30.0
300,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.57078083337317,96.48023722478007,,,0,1.0,12.0,24.00223448973814,71.13248711946738,,tomato,0,0.2,30.0
301,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.92218636159701,96.83592550787927,,,0,1.0,12.0,24.00204991253555,69.88248713309531,,tomato,0,0.2,30.0
302,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.27359188982084,97.19161379097847,,,0,1.0,12.0,24.001865335332962,68.63248714672324,,tomato,0,0.2,30.0
303,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.62499741804468,97.54730207407766,,,0,1.0,12.0,24.001680758130373,67.38248716035116,,tomato,0,0.2,30.0
304,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.976402946268514,97.90299035717686,,,0,1.0,12.0,24.001496180927784,66.13248717397909,,tomato,0,0.2,30.0
305,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.32780847449235,98.25867864027606,,,0,1.0,12.0,24.001311603725195,64.88248718760701,,tomato,0,0.2,30.0
306,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.679214002716186,98.61436692337526,,,0,1.0,12.0,24.00112702652249,63.632487201234724,,tomato,0,0.2,30.0
307,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.03061953094002,98.97005520647446,,,0,1.0,12.0,24.000942449319723,62.38248721486194,,tomato,0,0.2,30.0
308,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.38202505916386,99.32574348957365,,,0,1.0,12.0,24.000757872116957,61.132487228489154,,tomato,0,0.2,30.0
309,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.733430587387694,99.68143177267285,,,0,1.0,12.0,24.00057329491419,59.88248724211637,,tomato,0,0.2,30.0
310,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.08483611561153,100.03712005577205,,,0,1.0,12.0,24.000388717711424,58.632487255743584,,tomato,0,0.2,30.0
311,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.436241643835366,100.39280833887125,,,0,1.0,12.0,24.000204140508657,57.3824872693708,,tomato,0,0.2,30.0
312,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.7876471720592,100.74849662197045,,,0,1.0,12.0,24.000028681050754,56.132487282316745,,tomato,0,0.2,30.0
313,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.13905270028304,101.10418490506964,,,0,1.0,12.0,24.000026458745214,54.88248728231859,,tomato,0,0.2,30.0
314,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.490458228506874,101.45987318816884,,,0,1.0,12.0,24.000024236439675,53.63248728232044,,tomato,0,0.2,30.0
315,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.84186375673071,101.81556147126804,,,0,1.0,12.0,24.000022014134306,52.38248728232229,,tomato,0,0.2,30.0
316,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.193269284954546,102.17124975436724,,,0,1.0,12.0,24.000019791828944,51.132487282324135,,tomato,0,0.2,30.0
317,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.54467481317838,102.52693803746644,,,0,1.0,12.0,24.000017569523582,49.88248728232598,,tomato,0,0.2,30.0
318,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.89608034140222,102.88262632056563,,,0,1.0,12.0,24.00001534721822,48.63248728232783,,tomato,0,0.2,30.0
319,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.247485869626054,103.23831460366391,,,0,1.0,12.0,24.000013124912858,47.38248728232968,,tomato,0,0.2,30.0
320,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.59889139784989,103.59400288676214,,,0,1.0,12.0,24.000010902607496,46.132487282331525,,tomato,0,0.2,30.0
321,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.95302979120434,103.65366328485798,,,0,1.0,12.0,24.000008680302134,44.88248728233337,,tomato,0,0.2,30.0
322,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.31094214116772,103.3045232703315,,,0,1.0,12.0,24.000006457996772,43.63248728233522,,tomato,0,0.2,30.0
323,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.6688544911305,102.95538325580502,,,0,1.0,12.0,24.00000423569141,42.38248728233707,,tomato,0,0.2,30.0
324,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.02676684109318,102.60624324127853,,,0,1.0,12.0,24.000002013386048,41.132487282338914,,tomato,0,0.2,30.0
325,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.38467919105585,102.25710322675205,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
326,0,1,,0,2,tomato,0.0,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.74259154101853,101.90796321222557,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
327,0,1,,0,2,tomato,0.008333333333333333,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.1005038909812,101.55882319769908,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
328,0,1,,0,2,tomato,0.016666666666666666,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.458416240943876,101.2096831831726,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
329,0,1,,0,2,tomato,0.025,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.05181118172098,100.91869808765345,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
330,0,1,,0,2,tomato,0.03333333333333333,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.64520612249808,100.6277129921343,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
331,0,1,,0,2,tomato,0.041666666666666664,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.23860106327518,100.33672789661516,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
332,0,1,,0,2,tomato,0.049999999999999996,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.831996004052286,100.04574280109601,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
333,0,1,,0,2,tomato,0.05833333333333333,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.42539094482939,99.75475770557686,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
334,0,1,,0,2,tomato,0.06666666666666667,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.01878588560649,99.46377261005772,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
335,0,1,,0,2,tomato,0.075,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.61218082638359,99.17278751453857,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
336,0,1,,0,2,tomato,0.08333333333333333,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.205575767160695,98.88180241901942,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
337,0,1,,0,2,tomato,0.09166666666666666,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.7989707079378,98.59081732350027,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
338,0,1,,0,2,tomato,0.09999999999999999,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.3923656487149,98.29983222798113,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
339,0,1,,0,2,tomato,0.10833333333333332,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.985760589492,98.00884713246198,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
340,0,1,,0,2,tomato,0.11666666666666665,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.579155530269105,97.71786203694283,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
341,0,1,,0,2,tomato,0.12499999999999999,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.17255047104621,97.42687694142369,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
342,0,1,,0,2,tomato,0.13333333333333333,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.76594541182331,97.13589184590454,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
343,0,1,,0,2,tomato,0.14166666666666666,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.35934035260041,96.84490675038539,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
344,0,1,,0,2,tomato,0.15,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.952735293377515,96.55392165486624,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
345,0,1,,0,2,tomato,0.15833333333333333,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.54613023415462,96.2629365593471,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
346,0,1,,0,2,tomato,0.16666666666666666,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.13952517493172,95.97195146382795,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
347,0,1,,0,2,tomato,0.175,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.73292011570882,95.6809663683088,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
348,0,1,,0,2,tomato,0.18333333333333332,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.326315056485925,95.38998127278965,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
349,0,1,,0,2,tomato,0.19166666666666665,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.91970999726303,95.09899617727051,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
350,0,1,,0,2,tomato,0.19999999999999998,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.51310493804013,94.80801108175136,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
351,0,1,,0,2,tomato,0.20833333333333331,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.10649987881723,94.51702598623221,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
352,0,1,,0,2,tomato,0.20833333333333331,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.699894819594334,94.22604089071307,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
353,0,1,,0,2,tomato,0.20833333333333331,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.29328976037144,93.93505579519392,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
354,0,1,,0,2,tomato,0.20833333333333331,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.88668470114864,93.64407069967477,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
355,0,1,,0,2,tomato,0.20833333333333331,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.480079641926096,93.35308560415562,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
356,0,1,,0,2,tomato,0.21666666666666665,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.073474582703554,93.06210050863648,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
357,0,1,,0,2,tomato,0.22499999999999998,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.66686952348101,92.77111541311733,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
358,0,1,,0,2,tomato,0.2333333333333333,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.26026446425847,92.48013031759818,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
359,0,1,,0,2,tomato,0.24166666666666664,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.853659405035927,92.18914522207903,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
360,0,1,,0,2,tomato,0.24999999999999997,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.447054345813385,91.89816012655953,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
361,0,1,,0,2,tomato,0.2583333333333333,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.040449286590842,91.60717503103962,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
362,0,1,,0,2,tomato,0.26666666666666666,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.6338442273683,91.31618993551969,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
363,0,1,,0,2,tomato,0.275,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.227239168145758,91.02520483999977,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
364,0,1,,0,2,tomato,0.2833333333333334,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.820634108923215,90.73421974447986,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
365,0,1,,0,2,tomato,0.29166666666666674,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.414029049700673,90.44323464895994,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
366,0,1,,0,2,tomato,0.3000000000000001,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.00742399047813,90.15224955344003,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
367,0,1,,0,2,tomato,0.30833333333333346,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.60081893125559,89.8612644579201,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
368,0,1,,0,2,tomato,0.3166666666666668,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.194213872033046,89.57027936240019,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
369,0,1,,0,2,tomato,0.3250000000000002,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.787608812810504,89.27929426688027,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
370,0,1,,0,2,tomato,0.33333333333333354,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.13489716647004,89.63900359316003,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
371,0,1,,0,2,tomato,0.3416666666666669,0,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.482185520129576,89.99871291943978,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
